available_samples_ready	common_name	desc	family	family_representative	family_representative_link	genome_notes	genus	infra_epithet	lab_work_status	marked_done	material_status	order_group	prefix	project_code	sample_count	scientific_name	sequencing_material_status_updated_at	sequencing_status	species_id	submitted_gals	taxon_group	taxon_id	taxon_uri	tissue_depleted	tissue_status	sequencing_status_simple	sequencing_status_dtol	sequencing_status_asg	sequencing_status_ergapi	sequencing_status_vgp	sequencing_status_blax	sequencing_status_durb	sequencing_status_rnd	sequencing_status_lawn	sequencing_status_berri	sequencing_status_meier	sequencing_status_misk	sample_collected	sample_acquired	in_progress
Yes		ACCEPTED	Tortricidae				Agapeta		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-07T20:00:07.91549'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-09T04:20:08.890875'}]			Lepidoptera	ilAgaZoeg	['DTOL']	2	Agapeta zoegana		[{'name': 'HIC', 'updated_at': '2022-11-07T20:00:07.969551', 'status': 'IN_PROGRESS'}, {'name': 'PACBIO', 'updated_at': '2022-11-09T04:20:08.928649', 'status': 'IN_PROGRESS'}]	4584	NATURAL HISTORY MUSEUM	Arthropoda	989733			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	micro grey sedge	ACCEPTED	Glossosomatidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281271715%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Agapetus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:04:47.640454'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:42.879263'}]			Trichoptera	iiAgaFusc	['DTOL']	4	Agapetus fuscipes		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:20.305304', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-11-16T08:45:21.38284', 'status': 'COMPLETE'}]	340	NATURAL HISTORY MUSEUM	Arthropoda	1271715			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Glossosomatidae				Agapetus		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2020-09-24T00:00:00'}]			Trichoptera	iiAgaOchr	['DTOL']	1	Agapetus ochripes			387	NATURAL HISTORY MUSEUM	Arthropoda	1875096			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Lettuce Coral	ACCEPTED	Agariciidae				Agaricia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:29.997824'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:45.531279'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-08-03T13:15:29.117896'}]			Scleractinia	jaAgaAgar	['ASG']	10	Agaricia agaricites		[{'name': 'HIC', 'updated_at': '2022-10-04T10:55:30.035697', 'status': 'IN_PROGRESS'}, {'name': 'PACBIO', 'updated_at': '2022-09-09T07:37:42.333122', 'status': 'COMPLETE'}]	1681	UNIVERSITY OF DERBY	Cnidaria	89882			Unk	in_progress		in_progress										ASG	ASG	ASG
No	cultivated mushroom	ACCEPTED	Agaricaceae				Agaricus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T19:11:17.892218'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:21:05.459203'}]			Agaricales	gfAgaBisp	['DTOL']	11	Agaricus bisporus		[{'name': 'HIC', 'updated_at': '2021-12-19T21:22:36.199152', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-05T14:00:37.501039', 'status': 'COMPLETE'}]	1595	ROYAL BOTANIC GARDENS KEW	Basidiomycota	5341			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Yellow stainer	ACCEPTED	Agaricaceae				Agaricus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-06-21T17:00:29.984118'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-07-12T13:19:05.944639'}]			Agaricales	gfAgaXant	['DTOL']	10	Agaricus xanthodermus		[{'name': 'HIC', 'updated_at': '2022-06-21T12:37:58.980283', 'status': 'IN_PROGRESS'}]	435	ROYAL BOTANIC GARDENS KEW	Basidiomycota	83518			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Agelasidae				Agelas		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:41.029431'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:29.09594'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-01T12:20:21.342177'}]			Agelasida	odAgeOroi	['ASG']	21	Agelas oroides		[{'name': 'HIC', 'updated_at': '2022-10-05T14:02:56.775775', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-09-07T12:42:06.717927', 'status': 'COMPLETE'}]	1908	GEOMAR HELMHOLTZ CENTRE	Porifera	72715		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes	Alder leaf beetle	ACCEPTED	Chrysomelidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28131577%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Agelastica		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-02T19:00:09.915938'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-08-25T15:35:11.913597'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-02-11T10:15:21.210398'}]			Coleoptera	icAgeAlni	['DTOL']	9	Agelastica alni		[{'name': 'PACBIO', 'updated_at': '2022-12-02T19:00:10.002264', 'status': 'IN_PROGRESS'}]	2587	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	131577			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Labyrinth spider	ACCEPTED	Agelenidae				Agelena		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:25:46.103195'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:32:34.624995'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-05T18:00:10.370401'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-09-29T12:20:59.276212'}]			Araneae	qqAgeLaby	['DTOL']	6	Agelena labyrinthica		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:42.080833', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-05T18:00:10.409947', 'status': 'IN_PROGRESS'}, {'name': '10X', 'updated_at': '2021-12-19T21:25:54.731828', 'status': 'COMPLETE'}]	1483	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	286032			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Peacock	ACCEPTED	Nymphalidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28171585%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Aglais		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]			Lepidoptera	ilAglIoxx	['DTOL']	4	Aglais io			628	SANGER INSTITUTE	Arthropoda	171585			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	small tortoiseshell	ACCEPTED	Nymphalidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28111881%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Aglais		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]			Lepidoptera	ilAglUrti	['DTOL']	3	Aglais urticae	2022-11-02 09:13:05		629	SANGER INSTITUTE	Arthropoda	111881			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Nephtyidae				Aglaophamus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:39.058354'}]			Phyllodocida	wpAglAgil	['DTOL']	1	Aglaophamus agilis		[{'name': 'HIC', 'updated_at': '2022-10-04T11:42:37.633828', 'status': 'COMPLETE'}]	3643	NATURAL HISTORY MUSEUM	Annelida	2921812		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Slender feather Hydroid	ACCEPTED	Aglaopheniidae				Aglaophenia		[{'status': 'NOVEL', 'updated_at': '2022-11-29T12:28:29.181232'}]			Leptothecata	jhAglKirc	['DTOL']	1	Aglaophenia kirchenpaueri			4786	MARINE BIOLOGICAL ASSOCIATION	Cnidaria	396358			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Toothed feather hydroid	ACCEPTED	Aglaopheniidae				Aglaophenia		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-12-13T10:42:15.742891'}]			Leptothecata	jhAglPlum	['DTOL']	3	Aglaophenia pluma			4784	MARINE BIOLOGICAL ASSOCIATION	Cnidaria	401954			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Rosendun	ACCEPTED	Callithamniaceae				Aglaothamnion		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-21T12:41:26.127877'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-07T10:55:26.792684'}]			Ceramiales	urAglRose	['DTOL']	6	Aglaothamnion roseum		[{'name': 'HIC', 'updated_at': '2022-08-23T09:50:55.680119', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-12-07T10:55:26.875542', 'status': 'IN_PROGRESS'}]	3476	MARINE BIOLOGICAL ASSOCIATION	Rhodophyta	193173		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Pyralidae				Aglossa		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-07T20:00:09.688873'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-09T04:20:07.053862'}]			Lepidoptera	ilAglPing	['DTOL']	1	Aglossa pinguinalis		[{'name': 'HIC', 'updated_at': '2022-11-07T20:00:09.73077', 'status': 'IN_PROGRESS'}, {'name': 'PACBIO', 'updated_at': '2022-11-09T04:20:07.094288', 'status': 'IN_PROGRESS'}]	4649	NATURAL HISTORY MUSEUM	Arthropoda	753149		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Brown-spot Flat-body	ACCEPTED	Elachistidae				Agonopterix		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:42:44.314058'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2021-12-02T10:21:15.085945'}]			Lepidoptera	ilAgoAlst	['DTOL']	3	Agonopterix alstromeriana		[{'name': '10X', 'updated_at': '2021-12-19T21:25:00.274698', 'status': 'COMPLETE'}]	917	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	1869417			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Brindled Flat-body	ACCEPTED	Elachistidae				Agonopterix		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:44:14.422913'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:34:45.803431'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:44:14.422913'}]			Lepidoptera	ilAgoAren	['DTOL']	1	Agonopterix arenella		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:32.335304', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:37.716344', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:26:13.86486', 'status': 'COMPLETE'}]	1534	UNIVERSITY OF OXFORD	Arthropoda	1594222		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Common flat-body	ACCEPTED	Elachistidae				Agonopterix		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:29:46.398996'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:29:12.922298'}]		RECOLLECTION_REQUIRED	Lepidoptera	ilAgoHera	['DTOL']	1	Agonopterix heracliana		[{'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:06.40211', 'status': 'COMPLETE'}]	992	UNIVERSITY OF OXFORD	Arthropoda	1073575		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Large purple flat-body	ACCEPTED	Elachistidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281448892%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Agonopterix		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2019-09-11T00:00:00'}]			Lepidoptera	ilAgoLitu	['DTOL']	1	Agonopterix liturosa			52	UNIVERSITY OF OXFORD	Arthropoda	1448892			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
No	Red-letter Flat-body	ACCEPTED	Elachistidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281594225%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Agonopterix		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T21:23:17.285676'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-25T20:52:18.608109'}]			Lepidoptera	ilAgoOcel	['DTOL']	1	Agonopterix ocellana		[{'name': 'HIC', 'updated_at': '2021-12-19T21:20:48.343562', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-11-25T20:52:18.608109', 'status': 'IN_PROGRESS'}]	280	UNIVERSITY OF OXFORD	Arthropoda	1594225			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Ruddy Flat-body	ACCEPTED	Elachistidae				Agonopterix		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:36:28.619725'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:22:09.082026'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:36:28.619725'}]			Lepidoptera	ilAgoSubp	['DTOL']	1	Agonopterix subpropinquella		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:19.135241', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:16.55286', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:24:40.271547', 'status': 'COMPLETE'}]	1171	UNIVERSITY OF OXFORD	Arthropoda	1857958		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Carabidae				Agonum		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T19:11:38.518193'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:54:07.698844'}]			Coleoptera	icAgoFuli	['DTOL']	4	Agonum fuliginosum		[{'name': 'HIC', 'updated_at': '2022-10-04T11:44:03.465727', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-01-13T04:02:42.073332', 'status': 'COMPLETE'}]	1572	UNIVERSITY OF OXFORD	Arthropoda	1553040			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Carabidae				Agonum		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:30.19695'}]		RECOLLECTION_REQUIRED	Coleoptera	icAgoVidu	['DTOL']	1	Agonum viduum	2022-09-28 08:53:08	[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:10.208213', 'status': 'COMPLETE'}]	2332	UNIVERSITY OF OXFORD	Arthropoda	795042		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Buprestidae				Agrilus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:29.868149'}]		RECOLLECTION_REQUIRED	Coleoptera	icAgrAngu	['DTOL']	1	Agrilus angustulus	2022-07-27 15:18:57	[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:15.030822', 'status': 'COMPLETE'}]	2330	UNIVERSITY OF OXFORD	Arthropoda	324822		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Buprestidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281586972%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Agrilus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:29.438589'}]		RECOLLECTION_REQUIRED	Coleoptera	icAgrCyan	['DTOL']	1	Agrilus cyanescens	2022-07-27 15:18:15	[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:14.768884', 'status': 'COMPLETE'}]	2889	UNIVERSITY OF OXFORD	Arthropoda	1586972		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Buprestidae				Agrilus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-06-21T17:00:29.984118'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:34:39.691947'}]			Coleoptera	icAgrSulc	['DTOL']	1	Agrilus sulcicollis		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:30.412766', 'status': 'COMPLETE'}]	1481	UNIVERSITY OF OXFORD	Arthropoda	1553047		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Rosaceae				Agrimonia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:57.201237'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:53.006321'}]			Rosales	drAgrEupa	['DTOL']	4	Agrimonia eupatoria		[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:45.548489', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-04T11:07:53.039772', 'status': 'IN_PROGRESS'}]	2466	ROYAL BOTANIC GARDENS KEW	Tracheophyta	57912		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	Scarce umber	ACCEPTED	Geometridae				Agriopis		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:41:18.298688'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:28:36.446233'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:41:18.298688'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-02-01T12:48:46.749393'}]			Lepidoptera	ilAgrAura	['DTOL']	3	Agriopis aurantiaria		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:35.268136', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:20:14.491498', 'status': 'COMPLETE'}, {'name': 'RNASEQ', 'updated_at': '2022-10-05T14:01:01.752519', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:25:47.6494', 'status': 'COMPLETE'}]	1552	UNIVERSITY OF OXFORD	Arthropoda	104476			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Spring Usher	ACCEPTED	Geometridae				Agriopis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:09.175216'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:06:56.294944'}]			Lepidoptera	ilAgrLeuc	['DTOL']	2	Agriopis leucophaearia		[{'name': 'HIC', 'updated_at': '2022-10-19T07:36:11.743694', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-04T11:06:56.328714', 'status': 'IN_PROGRESS'}]	4151	UNIVERSITY OF OXFORD	Arthropoda	934821		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	dotted border	ACCEPTED	Geometridae				Agriopis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:15:07.133339'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:53:44.250318'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-01T12:20:19.435979'}]			Lepidoptera	ilAgrMarg	['DTOL']	5	Agriopis marginaria		[{'name': 'HIC', 'updated_at': '2021-12-19T21:22:11.235756', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-05T14:01:03.379575', 'status': 'COMPLETE'}]	1949	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	190331			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Elateridae				Agriotes		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-10-11T08:48:12.955935'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T19:11:27.383426'}]			Coleoptera	icAgrAcum	['DTOL']	2	Agriotes acuminatus		[{'name': 'HIC', 'updated_at': '2021-12-19T21:22:33.041261', 'status': 'COMPLETE'}]	2295	UNIVERSITY OF OXFORD	Arthropoda	346688			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Elateridae				Agriotes		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:15:05.139233'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:53:34.896897'}]			Coleoptera	icAgrLine	['DTOL']	6	Agriotes lineatus		[{'name': 'HIC', 'updated_at': '2021-12-19T21:22:02.576722', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-11-24T23:53:34.896897', 'status': 'IN_PROGRESS'}]	1944	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	292458		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Elateridae				Agriotes		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:41.411063'}]			Coleoptera	icAgrPall	['DTOL']	2	Agriotes pallidulus		[{'name': 'HIC', 'updated_at': '2022-10-04T10:54:41.445668', 'status': 'IN_PROGRESS'}]	3757	NATURAL HISTORY MUSEUM	Arthropoda	869172			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	NA	ACCEPTED	Elateridae				Agriotes		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-12-07T20:00:12.304905'}]			Coleoptera	icAgrSput	['DTOL']	4	Agriotes sputator		[{'name': 'HIC', 'updated_at': '2022-12-07T20:00:12.387805', 'status': 'IN_PROGRESS'}]	2185	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	346689			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Elbow-stripe Grass-veneer	ACCEPTED	Crambidae				Agriphila		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:44:15.526592'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:34:47.832697'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:44:15.526592'}]			Lepidoptera	ilAgrGeni	['DTOL']	1	Agriphila geniculea		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:32.56638', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:37.824245', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:26:09.268432', 'status': 'COMPLETE'}]	1524	UNIVERSITY OF OXFORD	Arthropoda	1660579		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Straw Grass-veneer	ACCEPTED	Crambidae				Agriphila		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:31:27.151583'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:31:27.151583'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:28:59.071247'}]		RECOLLECTION_REQUIRED	Lepidoptera	ilAgrStra	['DTOL']	1	Agriphila straminella		[{'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:15.171018', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:24:22.010893', 'status': 'COMPLETE'}]	991	UNIVERSITY OF OXFORD	Arthropoda	572809			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Common grass-veneer	ACCEPTED	Crambidae				Agriphila		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:41:21.521243'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:28:07.711895'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:41:21.521243'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-11T16:12:44.791704'}]			Lepidoptera	ilAgrTris	['DTOL']	3	Agriphila tristella		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:38.949533', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:35.516184', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:26:12.294861', 'status': 'COMPLETE'}]	1519	UNIVERSITY OF OXFORD	Arthropoda	1594226			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	The brick	ACCEPTED	Noctuidae				Agrochola		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:41:19.377494'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:28:29.479641'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:41:19.377494'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-02-01T12:48:46.888632'}]			Lepidoptera	ilAgrCirc	['DTOL']	6	Agrochola circellaris		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:35.963494', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:35.408371', 'status': 'COMPLETE'}, {'name': 'RNASEQ', 'updated_at': '2022-02-01T12:48:46.888632', 'status': 'IN_PROGRESS'}, {'name': '10X', 'updated_at': '2021-12-19T21:25:43.853073', 'status': 'COMPLETE'}]	1542	UNIVERSITY OF OXFORD	Arthropoda	987866			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Noctuidae				Agrochola		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-07T20:00:10.203867'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-09T04:20:09.529698'}]			Lepidoptera	ilAgrLitu	['DTOL']	2	Agrochola litura		[{'name': 'HIC', 'updated_at': '2022-11-07T20:00:10.243603', 'status': 'IN_PROGRESS'}, {'name': 'PACBIO', 'updated_at': '2022-11-09T04:20:09.566673', 'status': 'IN_PROGRESS'}]	4635	NATURAL HISTORY MUSEUM	Arthropoda	987869			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Noctuidae				Agrochola		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:31.978205'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:40.467096'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-09-07T14:06:07.405981'}]			Lepidoptera	ilAgrLota	['DTOL']	8	Agrochola lota		[{'name': 'HIC', 'updated_at': '2022-10-04T11:42:42.726317', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:40.505223', 'status': 'IN_PROGRESS'}]	3651	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	987870		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
