	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
1460	Calothorax pulcher		Beautiful Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
1461	Calypte anna		Anna's Hummingbird	Trochilidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1462	Calypte costae		Costa's Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
1463	Calyptocichla serinus		Golden Greenbul	Pycnonotidae		B10K	B10K	B10K	nan	in_progress	B10K		
1464	Calyptomena hosii		Hose's Broadbill	Calyptomenidae		nan	nan	nan	nan	nan	B10K		
1465	Calyptomena viridis		Green Broadbill	Calyptomenidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1466	Calyptomena whiteheadi		Whitehead's Broadbill	Calyptomenidae		nan	nan	nan	nan	nan	B10K		
1467	Calyptophilus frugivorus		Eastern Chat Tanager	Calyptophilidae		nan	nan	nan	nan	nan	B10K		
1468	Calyptophilus tertius		Western Chat Tanager	Calyptophilidae		nan	nan	nan	nan	nan	B10K		
1469	Calyptorhynchus banksii		Red-tailed Black Cockatoo	Cacatuidae		nan	nan	nan	nan	nan	B10K		
1470	Calyptorhynchus lathami		Glossy Black Cockatoo	Cacatuidae		nan	nan	nan	nan	nan	B10K		
1471	Calyptura cristata		Kinglet Calyptura	Platyrinchidae		nan	nan	nan	nan	nan	B10K		
1472	Camarhynchus heliobates		Mangrove Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
1473	Camarhynchus pallidus		Woodpecker Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
1474	Camarhynchus parvulus		Small Tree Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1475	Camarhynchus pauper		Medium Tree Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
1476	Camarhynchus psittacula		Large Tree Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
1477	Camaroptera brachyura		Grey-backed Camaroptera	Cisticolidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1478	Camaroptera chloronota		Olive-green Camaroptera	Cisticolidae		nan	nan	nan	nan	nan	B10K		
1479	Camaroptera superciliaris		Yellow-browed Camaroptera	Cisticolidae		nan	nan	nan	nan	nan	B10K		
1480	Campephaga flava		Black Cuckooshrike	Campephagidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1481	Campephaga petiti		Petit's Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1482	Campephaga phoenicea		Red-shouldered Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1483	Campephaga quiscalina		Purple-throated Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1484	Campephilus gayaquilensis		Guayaquil Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1485	Campephilus guatemalensis		Pale-billed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1486	Campephilus haematogaster		Crimson-bellied Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1487	Campephilus imperialis		Imperial Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1488	Campephilus leucopogon		Cream-backed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1489	Campephilus magellanicus		Magellanic Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1490	Campephilus melanoleucos		Crimson-crested Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1491	Campephilus pollens		Powerful Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1492	Campephilus principalis		Ivory-billed Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1493	Campephilus robustus		Robust Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1494	Campephilus rubricollis	rubricollis	Red-necked Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1495	Campethera abingoni		Golden-tailed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1496	Campethera bennettii		Bennett's Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1497	Campethera cailliautii		Green-backed Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1498	Campethera caroli	caroli	Brown-eared Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1499	Campethera maculosa		Little Green Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1500	Campethera mombassica		Mombasa Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1501	Campethera nivosa		Buff-spotted Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1502	Campethera notata		Knysna Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1503	Campethera nubica		Nubian Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1504	Campethera punctuligera		Fine-spotted Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1505	Campethera tullbergi		Tullberg's Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1506	Campicoloides bifasciatus		Buff-streaked Chat	Muscicapidae		B10K	B10K	B10K	nan	in_progress	B10K		
1507	Campochaera sloetii		Golden Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1508	Camptorhynchus labradorius		Labrador Duck	Anatidae		nan	nan	nan	nan	nan	B10K		
1509	Camptostoma imberbe		Northern Beardless Tyrannulet	Tyrannidae		nan	nan	nan	nan	nan	B10K		
1510	Camptostoma obsoletum		Southern Beardless Tyrannulet	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1511	Campylopterus curvipennis		Wedge-tailed Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1512	Campylopterus duidae		Buff-breasted Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1513	Campylopterus ensipennis		White-tailed Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1514	Campylopterus excellens		Long-tailed Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1515	Campylopterus falcatus		Lazuline Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1516	Campylopterus hemileucurus		Violet Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1517	Campylopterus hyperythrus		Rufous-breasted Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1518	Campylopterus largipennis		Gray-breasted Sabrewing	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1519	Campylopterus phainopeplus		Santa Marta Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1520	Campylopterus rufus		Rufous Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1521	Campylopterus villaviscensio		Napo Sabrewing	Trochilidae		nan	nan	nan	nan	nan	B10K		
1522	Campylorhamphus falcularius		Black-billed Scythebill	Dendrocolaptidae		nan	nan	nan	nan	nan	B10K		
1523	Campylorhamphus procurvoides		Curve-billed Scythebill	Dendrocolaptidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1524	Campylorhamphus pusillus	borealis	Brown-billed Scythebill	Dendrocolaptidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1525	Campylorhamphus trochilirostris		Red-billed Scythebill	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1526	Campylorhynchus albobrunneus		White-headed Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1527	Campylorhynchus brunneicapillus		Cactus Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1528	Campylorhynchus chiapensis		Giant Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1529	Campylorhynchus fasciatus		Fasciated Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1530	Campylorhynchus griseus	griseus	Bicolored Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1531	Campylorhynchus gularis		Spotted Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1532	Campylorhynchus jocosus		Boucard's Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1533	Campylorhynchus megalopterus		Gray-barred Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1534	Campylorhynchus nuchalis		Stripe-backed Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1535	Campylorhynchus rufinucha		Rufous-naped Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1536	Campylorhynchus turdinus		Thrush-like Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1537	Campylorhynchus yucatanicus		Yucatán Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1538	Campylorhynchus zonatus		Band-backed Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1539	Canirallus oculeus		Grey-throated Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
1540	Cantorchilus guarayanus		Fawn-breasted Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1541	Cantorchilus leucopogon		Stripe-throated Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1542	Cantorchilus leucotis	albipectus	Buff-breasted Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1543	Cantorchilus longirostris		Long-billed Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1544	Cantorchilus modestus	zeledoni	Plain Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1545	Cantorchilus nigricapillus		Bay Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1546	Cantorchilus nigricapillus		Bay Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1547	Cantorchilus semibadius		Riverside Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1548	Cantorchilus superciliaris		Eyebrowed Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1549	Cantorchilus thoracicus		Stripe-breasted Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1550	Capito auratus		Gilded Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1551	Capito aurovirens		Scarlet-crowned Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1552	Capito brunneipectus		Brown-chested Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1553	Capito dayi		Black-girdled Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1554	Capito fitzpatricki		Sira Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1555	Capito hypoleucus		White-mantled Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1556	Capito maculicoronatus		Spot-crowned Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1557	Capito niger		Black-spotted Barbet	Ramphastidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1558	Capito quinticolor		Five-colored Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1559	Capito squamatus		Orange-fronted Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1560	Capito wallacei		Scarlet-banded Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1561	Caprimulgus aegyptius		Egyptian Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1562	Caprimulgus affinis		Savanna Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1563	Caprimulgus andamanicus		Andaman Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1564	Caprimulgus asiaticus		Indian Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1565	Caprimulgus atripennis		Jerdon's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1566	Caprimulgus batesi		Bates's Nightjar	Caprimulgidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1567	Caprimulgus celebensis		Sulawesi Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1568	Caprimulgus centralasicus		Vaurie's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1569	Caprimulgus clarus		Slender-tailed Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1570	Caprimulgus climacurus		Long-tailed Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1571	Caprimulgus concretus		Bonaparte's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1572	Caprimulgus donaldsoni		Donaldson Smith's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1573	Caprimulgus europaeus		European Nightjar	Caprimulgidae		B10K	B10K	B10K	nan	in_progress	B10K		
1574	Caprimulgus eximius		Golden Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1575	Caprimulgus fossii		Mozambique Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1576	Caprimulgus fraenatus		Sombre Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1577	Caprimulgus indicus		Grey Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1578	Caprimulgus inornatus		Plain Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1579	Caprimulgus longipennis		Standard-winged Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1580	Caprimulgus macrurus	manillensis	Large-tailed Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1581	Caprimulgus madagascariensis		Madagascar Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1582	Caprimulgus mahrattensis		Sykes's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1583	Caprimulgus manillensis		Philippine Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1584	Caprimulgus meesi		Mees's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1585	Caprimulgus natalensis		Swamp Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1586	Caprimulgus nubicus		Nubian Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1587	Caprimulgus pectoralis		Fiery-necked Nightjar	Caprimulgidae		B10K	nan	nan	nan	sample_collected	B10K		
1588	Caprimulgus poliocephalus		Montane Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1589	Caprimulgus prigoginei		Prigogine's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1590	Caprimulgus pulchellus		Salvadori's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1591	Caprimulgus ruficollis		Red-necked Nightjar	Caprimulgidae		B10K	B10K	B10K	nan	in_progress	B10K		
1592	Caprimulgus rufigena		Rufous-cheeked Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1593	Caprimulgus solala		Nechisar Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1594	Caprimulgus stellatus		Star-spotted Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1595	Caprimulgus tristigma		Freckled Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1596	Caprimulgus vexillarius		Pennant-winged Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1597	Capsiempis flaveola		Yellow Tyrannulet	Tyrannidae		B10K	B10K	B10K	nan	in_progress	B10K		
1598	Caracara cheriway		Crested Caracara	Falconidae		nan	nan	nan	nan	nan	B10K		
1599	Caracara lutosa		Guadalupe Caracara	Falconidae		nan	nan	nan	nan	nan	B10K		
1600	Caracara plancus	plancus	Southern Caracara	Falconidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1601	Caracara plancus		Southern Caracara	Falconidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1602	Cardellina canadensis		Canada Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1603	Cardellina canadensis		Canada Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1604	Cardellina pusilla		Wilson's Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1605	Cardellina pusilla		Wilson's Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1606	Cardellina rubra		Red Warbler	Parulidae		nan	nan	nan	nan	nan	B10K		
1607	Cardellina rubrifrons		Red-faced Warbler	Parulidae		nan	nan	nan	nan	nan	B10K		
1608	Cardellina versicolor		Pink-headed Warbler	Parulidae		nan	nan	nan	nan	nan	B10K		
1609	Cardinalis cardinalis		Northern Cardinal	Cardinalidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1610	Cardinalis cardinalis		Northern Cardinal	Cardinalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1611	Cardinalis phoeniceus		Vermilion Cardinal	Cardinalidae		nan	nan	nan	nan	nan	B10K		
1612	Cardinalis sinuatus		Pyrrhuloxia	Cardinalidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1613	Carduelis carduelis	balcanica	European Goldfinch	Fringillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1614	Carduelis citrinella		Citril Finch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1615	Cariama cristata		Red-legged Seriema	Cariamidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1616	Caridonax fulgidus		White-rumped Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
1617	Carpococcyx radiceus		Bornean Ground Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1618	Carpococcyx renauldi		Coral-billed Ground Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1619	Carpococcyx viridis		Sumatran Ground Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1620	Carpodacus davidianus		Père David's Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1621	Carpodacus dubius		Chinese White-browed Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1622	Carpodacus edwardsii		Dark-rumped Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1623	Carpodacus formosanus		Taiwan Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1624	Carpodacus grandis		Blyth's Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1625	Carpodacus pulcherrimus		Beautiful Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1626	Carpodacus puniceus		Red-fronted Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1627	Carpodacus rhodochlamys		Red-mantled Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1628	Carpodacus roborowskii		Roborovski's Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1629	Carpodacus rodochroa		Pink-browed Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1630	Carpodacus rodopeplus		Spot-winged Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1631	Carpodacus roseus		Pallas's Rosefinch	Fringillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1632	Carpodacus rubicilla		Great Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1633	Carpodacus rubicilloides		Streaked Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1634	Carpodacus sibiricus		Long-tailed Rosefinch	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1635	Carpodacus stoliczkae		Pale Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1636	Carpodacus subhimachalus		Crimson-browed Finch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1637	Carpodacus synoicus		Sinai Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1638	Carpodacus thura		Himalayan White-browed Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1639	Carpodacus trifasciatus		Three-banded Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1640	Carpodacus verreauxii		Sharpe's Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1641	Carpodacus vinaceus		Vinaceous Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1642	Carpodacus waltoni		Pink-rumped Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1643	Carpodectes antoniae		Yellow-billed Cotinga	Cotingidae		nan	nan	nan	nan	nan	B10K		
1644	Carpodectes hopkei		Black-tipped Cotinga	Cotingidae		nan	nan	nan	nan	nan	B10K		
1645	Carpodectes nitidus		Snowy Cotinga	Cotingidae		nan	nan	nan	nan	nan	B10K		
1646	Carpornis cucullata		Hooded Berryeater	Cotingidae		nan	nan	nan	nan	nan	B10K		
1647	Carpornis melanocephala		Black-headed Berryeater	Cotingidae		nan	nan	nan	nan	nan	B10K		
1648	Carpospiza brachydactyla		Pale Rock Sparrow	Passeridae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
1649	Carterornis chrysomela		Golden Monarch	Monarchidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1650	Carterornis leucotis		White-eared Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
1651	Carterornis pileatus		White-naped Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
1652	Caryothraustes canadensis		Yellow-green Grosbeak	Cardinalidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1653	Caryothraustes celaeno		Crimson-collared Grosbeak	Cardinalidae		nan	nan	nan	nan	nan	B10K		
1654	Caryothraustes erythromelas		Red-and-black Grosbeak	Cardinalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1655	Caryothraustes poliogaster		Black-faced Grosbeak	Cardinalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1656	Casiornis fuscus		Ash-throated Casiornis	Tyrannidae		nan	nan	nan	nan	nan	B10K		
1657	Casiornis rufus		Rufous Casiornis	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1658	Casiornis rufus		Rufous Casiornis	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1659	Cassiculus melanicterus		Yellow-winged Cacique	Icteridae		nan	nan	nan	nan	nan	B10K		
1660	Casuarius bennetti		Dwarf Cassowary	Casuariidae		nan	nan	nan	nan	nan	B10K		
1661	Casuarius casuarius		Southern Cassowary	Casuariidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1662	Casuarius unappendiculatus		Northern Cassowary	Casuariidae		nan	nan	nan	nan	nan	B10K		
1663	Catamblyrhynchus diadema		Plushcap	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1664	Catamenia analis		Band-tailed Seedeater	Thraupidae		nan	nan	nan	nan	nan	B10K		
1665	Catamenia homochroa		Paramo Seedeater	Thraupidae		nan	nan	nan	nan	nan	B10K		
1666	Catamenia inornata	inornata	Plain Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1667	Cataponera turdoides		Sulawesi Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1668	Catharopeza bishopi		Whistling Warbler	Parulidae		nan	nan	nan	nan	nan	B10K		
1669	Cathartes aura		Turkey Vulture	Cathartidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1670	Cathartes burrovianus		Lesser Yellow-headed Vulture	Cathartidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1671	Cathartes melambrotus		Greater Yellow-headed Vulture	Cathartidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1672	Catharus aurantiirostris		Orange-billed Nightingale Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1673	Catharus bicknelli		Bicknell's Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1674	Catharus dryas		Spotted Nightingale Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1675	Catharus frantzii		Ruddy-capped Nightingale Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1676	Catharus fuscater		Slaty-backed Nightingale Thrush	Turdidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1677	Catharus fuscescens		Veery	Turdidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1678	Catharus fuscescens		Veery	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1679	Catharus gracilirostris		Black-billed Nightingale Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1680	Catharus guttatus	faxoni	Hermit Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1681	Catharus mexicanus		Black-headed Nightingale Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1682	Catharus minimus		Gray-cheeked Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1683	Catharus occidentalis		Russet Nightingale Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
1684	Catharus ustulatus		Swainson's Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1685	Catharus ustulatus		Swainson's Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1686	Catherpes mexicanus		Canyon Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
1687	Catreus wallichii		Cheer Pheasant	Phasianidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1688	Ceblepyris caesius		Grey Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1689	Ceblepyris cinereus		Ashy Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1690	Ceblepyris graueri		Grauer's Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1691	Ceblepyris pectoralis		White-breasted Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1692	Cecropis abyssinica	unitatis	Lesser Striped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1693	Cecropis abyssinica		Lesser Striped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1694	Cecropis badia		Rufous-bellied Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
1695	Cecropis cucullata		Greater Striped Swallow	Hirundinidae		B10K	nan	nan	nan	sample_collected	B10K		
1696	Cecropis daurica	rufula	Red-rumped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1697	Cecropis semirufa		Rufous-chested Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
1698	Cecropis senegalensis		Mosque Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
