ncbi_taxon_id	species	subspecies	family	target_list_status	sequencing_status	synonym	long_list	family_representative	other_priority	in_progress	sample_collected	published	insdc_open	sample_acquired
1889476	Agapostemon texanus		Halictidae	long_list			CANBP							
115084	Agapostemon virescens		Halictidae	long_list			CANBP							
205183	Andrena carlini		Andrenidae	long_list			CANBP							
586956	Andrena carolina		Andrenidae	long_list			CANBP							
446231	Andrena hirticincta		Andrenidae	long_list			CANBP							
586963	Andrena milwaukeensis		Andrenidae	long_list			CANBP							
205186	Andrena vicina		Andrenidae	long_list			CANBP							
156279	Anthidiellum notatum		Megachilidae	long_list			CANBP							
1667468	Anthidium clypeodentatum		Megachilidae	long_list			CANBP							
537447	Anthidium florentinum		Megachilidae	long_list			CANBP							
473950	Anthidium manicatum		Megachilidae	long_list			CANBP							
156282	Anthidium oblongatum		Megachilidae	long_list			CANBP							
597899	Anthophora terminalis		Apidae	long_list			CANBP							
549032	Ashmeadiella		Megachilidae	long_list			CANBP							
115077	Augochlora pura		Halictidae	long_list			CANBP							
586896	Augochlorella aurata		Halictidae	long_list			CANBP							
309941	Bombus affinis		Apidae	long_list			CANBP							
309941	Bombus affinis		Apidae	long_list			CANBP							
207620	Bombus ashtoni		Apidae	long_list			CANBP							
30198	Bombus bohemicus		Apidae	long_list			CANBP							
30198	Bombus bohemicus		Apidae	long_list			CANBP							
130687	Bombus cryptarum		Apidae	long_list			CANBP							
217885	Bombus occidentalis		Apidae	long_list			CANBP							
28643	Bombus pensylvanicus		Apidae	long_list			CANBP							
207647	Bombus rufocinctus		Apidae	long_list			CANBP							
207648	Bombus terricola		Apidae	long_list			CANBP							
156286	Calliopsis		Andrenidae	long_list			CANBP							
156304	Ceratina calcarata		Apidae	long_list			CANBP							
549059	Chelostoma rapunculi		Megachilidae	long_list			CANBP							
586899	Coelioxys rufitarsis		Megachilidae	long_list			CANBP							
253571	Colletes inaequalis		Colletidae	long_list			CANBP							
2605962	Colletes latitarsis		Colletidae	long_list			CANBP							
395738	Colletes simulans		Colletidae	long_list			CANBP							
395738	Colletes simulans armatus	armatus		long_list			CANBP							
354156	Dianthidium		Megachilidae	long_list			CANBP							
586972	Epeoloides		Apidae	long_list			CANBP							
586974	Epeoloides pilosula		Apidae	other_priority			CANBP		CANBP					
2202943	Epeolus gibbsi		Apidae	long_list			CANBP							
599447	Eucera pruinosa		Apidae	long_list			CANBP							
77576	Halictus ligatus		Halictidae	long_list			CANBP							
77578	Halictus rubicundus		Halictidae	long_list			CANBP							
322074	Heriades		Megachilidae	long_list			CANBP							
156333	Hoplitis		Megachilidae	long_list			CANBP							
1190792	Hylaeus communis		Colletidae	long_list			CANBP							
313025	Hylaeus hyalinatus		Colletidae	long_list			CANBP							
1542617	Hylaeus pictipes		Colletidae	long_list			CANBP							
313026	Hylaeus punctatus		Colletidae	long_list			CANBP							
88472	Lasioglossum		Halictidae	long_list			CANBP							
88472	Lasioglossum		Halictidae	long_list			CANBP							
88493	Lasioglossum imitatum		Halictidae	long_list			CANBP							
1039703	Lasioglossum laevissimum		Halictidae	long_list			CANBP							
88532	Lasioglossum leucozonium		Halictidae	long_list			CANBP							
1039751	Lasioglossum lionotum		Halictidae	long_list			CANBP							
1039928	Lasioglossum novascotiae		Halictidae	long_list			CANBP							
88542	Lasioglossum oenotherae		Halictidae	long_list			CANBP							
88472	Lasioglossum onuferkoi			long_list			CANBP							
88472	Lasioglossum sablense			long_list			CANBP							
88500	Lasioglossum zephyrum		Halictidae	long_list			CANBP							
88538	Lasioglossum zonulum		Halictidae	long_list			CANBP							
288377	Macropis nuda		Melittidae	long_list			CANBP							
586910	Megachile latimanus		Megachilidae	long_list			CANBP							
1004196	Megachile sculpturalis		Megachilidae	long_list			CANBP							
599251	Melissodes agilis		Apidae	long_list			CANBP							
156345	Melitta		Melittidae	long_list			CANBP							
156345	Melitta americana			long_list			CANBP							
601314	Neolarra vigilans		Apidae	long_list			CANBP							
586915	Nomada articulata		Apidae	long_list			CANBP							
156348	Nomada maculata		Apidae	long_list			CANBP							
156348	Nomada maculata		Apidae	long_list			CANBP							
586932	Osmia atriventris		Megachilidae	long_list			CANBP							
1404006	Osmia conjuncta		Megachilidae	long_list			CANBP							
473952	Osmia lignaria		Megachilidae	long_list			CANBP							
1437194	Osmia lignaria propinqua		Megachilidae	long_list			CANBP							
1404169	Osmia pumila		Megachilidae	long_list			CANBP							
446227	Panurginus		Andrenidae	long_list			CANBP							
205151	Perdita		Andrenidae	long_list			CANBP							
205157	Protandrena		Andrenidae	long_list			CANBP							
88589	Seladonia confusa		Halictidae	long_list			CANBP							
88591	Sphecodes		Halictidae	long_list			CANBP							
125546	Stelis		Orchidaceae	long_list			CANBP							
601254	Triepeolus pectoralis		Apidae	long_list			CANBP							
28638	Xylocopa virginica		Apidae	long_list			CANBP							
200916	Acanthoscelides tenuis			other_priority		Leaf beetles	CANBP		CANBP					
1132040	Agriotes mancus		Elateridae	long_list		Wheat wireworm	CANBP							
1720622	Amphimallon majale		Scarabaeidae	long_list		European Chafer	CANBP							
374460	Arrhenodes minutus		Brentidae	long_list		Oak Timberworm	CANBP							
107851	Brychius hungerfordi			other_priority		Hungerford’s crawling water beetle	CANBP		CANBP					
172869	Calligrapha pnirsa			other_priority		Leaf beetle	CANBP		CANBP					
41073	Carabidae		Carabidae	long_list			CANBP							
1944112	Carabus vietinghoffii		Carabidae	long_list		Rainbow Beetle	CANBP							
176322	Cicindela patruela		Carabidae	other_priority		Northern Barrens Tiger Beetle	CANBP		CANBP					
1790162	Coccinella transversoguttata		Coccinellidae	other_priority		Transverse Lady Beetle	CANBP		CANBP					
322471	Conophthorus coniperda		Curculionidae	long_list		White Pine Cone Beetle	CANBP							
77167	Dendroctonus pseudotsugae		Curculionidae	long_list		Douglas-fir Beetle	CANBP							
77170	Dendroctonus rufipennis		Curculionidae	long_list		Spruce beetle	CANBP							
66339	Habrocerus magnus			other_priority	sample_collected		CANBP		CANBP		CANBP			
2339928	Hylobius pales		Curculionidae	long_list		Pales Weevil	CANBP							
1220349	Hylurgopinus rufipes		Curculionidae	long_list		Native elm bark beetle	CANBP							
1415919	Hypnoidus bicolor		Elateridae	long_list			CANBP							
122739	Merhynchites bicolor		Attelabidae	long_list		Rose Curculio	CANBP							
292448	Micromalthus debilis		Micromalthidae	long_list		Telephone-pole beetle	CANBP							
1323392	Monochamus scutellatus		Cerambycidae	long_list		White-spotted Sawyer	CANBP							
2339981	Nicrophorus hebes		Silphidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
1857302	Oestodes tenuicollis		Elateridae	long_list			CANBP							
202098	Otiorhynchus ovatus		Curculionidae	long_list		Strawberry Root Weevil	CANBP							
122849	Otiorhynchus sulcatus		Curculionidae	long_list		Black vine weevil	CANBP							
1857304	Pityobius anguinus		Elateridae	long_list			CANBP							
160329	Scolytus multistriatus		Curculionidae	long_list		Smaller European elm bark beetle	CANBP							
1605677	Synchroa punctata		Synchroidae	long_list	sample_collected		CANBP				CANBP			
429336	Xylosandrus germanus		Curculionidae	long_list		Black stem borer	CANBP							
342632	Acanthephyra pelagica		Oplophoridae	long_list	sample_collected		CANBP				CANBP			
587164	Americorchestia longicornis		Talitridae	long_list	sample_collected		CANBP				CANBP			
58716	Americorchestia megalophthalma		Talitridae	long_list	sample_collected		CANBP				CANBP			
2219843	Ampelisca macrocephala		Ampeliscidae	long_list			CANBP							
398848	Anonyx nugax		Uristidae	long_list	sample_collected		CANBP				CANBP			
587141	Anonyx sarsi		Uristidae	long_list	sample_collected		CANBP				CANBP			
401108	Archaeomysis grebnitzkii		Mysidae	long_list	sample_collected		CANBP				CANBP			
1380511	Arcoscalpellum michelottianum		Scalpellidae	long_list			CANBP							
526425	Armadillidae		Armadillidae	long_list			CANBP							
110520	Balanus glandula		Balanidae	long_list	sample_collected		CANBP				CANBP			
680073	Betaeus harrimani		Alpheidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
419502	Boreomysis arctica		Mysidae	long_list			CANBP							
111186	Branchinecta paludosa		Branchinectidae	long_list	sample_collected		CANBP				CANBP			
2705161	Branchinecta serrata		Branchinectidae	long_list	sample_collected		CANBP				CANBP			
142547	Caecidotea		Asellidae	long_list	sample_collected		CANBP				CANBP			
2202326	Caecidotea communis		Asellidae	long_list			CANBP							
6837	Calanus finmarchicus		Calanidae	long_list	sample_collected		CANBP				CANBP			
6763	Callinectes sapidus		Portunidae	other_priority			CANBP		CANBP					
306142	Cambarus bartonii		Cambaridae	long_list			CANBP							
39395	Cancer borealis		Cancridae	long_list	sample_collected		CANBP				CANBP			
6756	Cancer irroratus		Cancridae	long_list	sample_collected		CANBP				CANBP			
88209	Cancer productus		Cancridae	long_list			CANBP							
371499	Caprella linearis		Caprellidae	long_list			CANBP							
380747	Caprella mutica		Caprellidae	long_list	sample_collected		CANBP				CANBP			
6759	Carcinus maenas		Carcinidae	long_list	sample_collected		CANBP				CANBP			
198537	Chaceon quinquedens		Geryonidae	long_list	sample_collected		CANBP				CANBP			
232428	Chionoecetes bairdi		Majidae	long_list			CANBP							
41210	Chionoecetes opilio		Majidae	long_list	sample_collected		CANBP				CANBP			
2457285	Chromopleustes		Pleustidae	long_list	sample_collected		CANBP				CANBP			
77745	Chydorus sphaericus		Chydoridae	long_list			CANBP							
371472	Corophium volutator		Corophiidae	long_list			CANBP							
307031	Crangon franciscorum		Crangonidae	long_list	sample_collected		CANBP				CANBP			
587144	Crangon septemspinosa		Crangonidae	long_list	sample_collected		CANBP				CANBP			
326568	Crangonyx pseudogracilis		Crangonyctidae	long_list	sample_collected		CANBP				CANBP			
111556	Crangonyx richmondensis			long_list	sample_collected		CANBP				CANBP			
199720	Cumella		Nannastacidae	long_list	sample_collected		CANBP				CANBP			
1112814	Cyclocypris		Cyclocyprididae	long_list			CANBP							
230730	Cypridopsis vidua		Cyprididae	long_list			CANBP							
35525	Daphnia magna		Daphniidae	long_list			CANBP							
132683	Daphnia mendotae		Daphniidae	long_list			CANBP							
35526	Daphnia middendorffiana		Daphniidae	long_list			CANBP							
6669	Daphnia pulex		Daphniidae	long_list			CANBP							
6668	Daphnia sp.		Daphniidae	long_list	sample_collected		CANBP				CANBP			
83325	Dendrogaster		Dendrogastridae	long_list	sample_collected		CANBP				CANBP			
1073560	Dichelopandalus		Pandalidae	long_list	sample_collected		CANBP				CANBP			
1073560	Dichelopandalus leptocerus			long_list	sample_collected		CANBP				CANBP			
399979	Diporeia hoyi		Haustoriidae	long_list	sample_collected		CANBP				CANBP			
95602	Eriocheir sinensis		Varunidae	long_list			CANBP							
397946	Eualus		Hippolytidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
1732105	Eualus pusiolus		Hippolytidae	long_list			CANBP							
2172692	Eualus subtilis		Hippolytidae	long_list			CANBP							
111187	Eubranchipus		Chirocephalidae	other_priority			CANBP		CANBP					
136508	Eubranchipus bundyi		Chirocephalidae	long_list	sample_collected		CANBP				CANBP			
2705162	Eubranchipus oregonus		Chirocephalidae	other_priority			CANBP		CANBP					
121138	Eucalanus bungii		Eucalanidae	long_list			CANBP							
102976	Euphausia pacifica		Euphausiidae	long_list			CANBP							
6817	Euphausiidae		Euphausiidae	long_list	sample_collected		CANBP				CANBP			
1240942	Fallicambarus fodiens		Cambaridae	long_list			CANBP							
2588666	Faxonius rusticus		Cambaridae	long_list	sample_collected		CANBP				CANBP			
2860243	Faxonius virilis		Cambaridae	long_list	sample_collected		CANBP				CANBP			
45625	Gammarus		Gammaridae	long_list	sample_collected		CANBP				CANBP			
315707	Gammarus fasciatus		Gammaridae	long_list	sample_collected		CANBP				CANBP			
314080	Gammarus oceanicus		Gammaridae	long_list	sample_collected		CANBP				CANBP			
174386	Hapalogaster mertensii		Lithodidae	long_list	sample_collected		CANBP				CANBP			
88210	Hemigrapsus nudus		Varunidae	long_list			CANBP							
106767	Hemigrapsus oregonensis		Varunidae	long_list			CANBP							
40176	Hemigrapsus sanguineus		Varunidae	long_list			CANBP							
575620	Heptacarpus		Hippolytidae	long_list			CANBP							
2795295	Heptacarpus brevirostris		Hippolytidae	long_list			CANBP							
1490889	Heptacarpus sitchensis		Hippolytidae	long_list			CANBP							
575620	Heptacarpus stylus			long_list	sample_collected		CANBP				CANBP			
586661	Hesperodiaptomus arcticus		Diaptomidae	long_list	sample_collected		CANBP				CANBP			
1925263	Hippolyte clarki		Hippolytidae	long_list	sample_collected		CANBP				CANBP			
126384	Holopedium glacialis		Holopediidae	long_list			CANBP							
6706	Homarus americanus		Nephropidae	long_list	sample_collected		CANBP				CANBP			
6706	Homarus americanus		Nephropidae	long_list	sample_collected		CANBP				CANBP			
1129510	Homola		Homolidae	long_list	sample_collected		CANBP				CANBP			
1129511	Homola barbata		Homolidae	long_list			CANBP							
199485	Hyale		Hyalidae	long_list			CANBP							
361634	Hyas araneus		Majidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
362706	Hyas coarctatus		Majidae	other_priority			CANBP		CANBP					
361633	Hyas coarctatus alutaceus		Majidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
397953	Hyas lyratus		Majidae	other_priority			CANBP		CANBP					
472258	Hyperoche medusarum		Hyperiidae	long_list			CANBP							
82763	Idotea baltica		Idoteidae	long_list	sample_collected		CANBP				CANBP			
96851	Jaera albifrons		Janiridae	long_list			CANBP							
525544	Janiralata		Janiridae	long_list	sample_collected		CANBP				CANBP			
174388	Labidochirus splendescens		Paguridae	long_list	sample_collected		CANBP				CANBP			
2315850	Lacunicambarus polychromatus		Cambaridae	other_priority	sample_collected		CANBP		CANBP		CANBP			
2315850	Lacunicambarus polychromatus (syn. Cambarus polychromatus)			other_priority			CANBP		CANBP					
1129387	Latreillia elegans		Latreilliidae	long_list			CANBP							
397956	Lebbeus groenlandicus		Hippolytidae	long_list	sample_collected		CANBP				CANBP			
587151	Lebbeus polaris		Hippolytidae	long_list	sample_collected		CANBP				CANBP			
72036	Lepeophtheirus salmonis		Caligidae	long_list	sample_collected		CANBP				CANBP			
77708	Lepidurus arcticus		Triopsidae	long_list	sample_collected		CANBP				CANBP			
160504	Leptochelia dubia		Leptocheliidae	long_list	sample_collected		CANBP				CANBP			
251525	Leptodiaptomus minutus		Diaptomidae	long_list			CANBP							
77707	Leptodora kindtii		Leptodoridae	other_priority	sample_collected		CANBP		CANBP		CANBP			
399988	Limnocalanus macrurus		Calanidae	long_list	sample_collected		CANBP				CANBP			
155702	Lirceus		Asellidae	long_list			CANBP							
174393	Lithodes maja		Lithodidae	long_list			CANBP							
707981	Lophopanopeus bellus		Panopeidae	long_list			CANBP							
77665	Lynceus		Lynceidae	long_list	sample_collected		CANBP				CANBP			
591000	Macroregonia macrochira		Oregoniidae	long_list			CANBP							
48144	Meganyctiphanes norvegica		Euphausiidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
88206	Metacarcinus gracilis		Cancridae	long_list			CANBP							
29965	Metacarcinus magister		Cancridae	long_list			CANBP							
1377962	Munida iris		Munididae	long_list	sample_collected		CANBP				CANBP			
177235	Munida quadrispina		Munididae	long_list	sample_collected		CANBP				CANBP			
2861185	Munidopsis alvisca		Munidopsidae	other_priority			CANBP		CANBP					
587154	Munidopsis curvirostra		Munidopsidae	long_list	sample_collected		CANBP				CANBP			
261863	Mysis		Mysidae	long_list			CANBP							
324860	Mysis diluviana		Mysidae	long_list	sample_collected		CANBP				CANBP			
349386	Mysis oculata		Mysidae	long_list			CANBP							
84338	Nebalia		Nebaliidae	long_list	sample_collected		CANBP				CANBP			
119370	Neocalanus plumchrus		Calanidae	long_list			CANBP							
419497	Neognathophausia gigas		Lophogastridae	long_list	sample_collected		CANBP				CANBP			
223649	Neomysis		Mysidae	long_list	sample_collected		CANBP				CANBP			
77238	Neotrypaea californiensis		Callianassidae	long_list	sample_collected		CANBP				CANBP			
941221	Oncopagurus		Parapaguridae	long_list	sample_collected		CANBP				CANBP			
306272	Orconectes obscurus		Cambaridae	long_list	sample_collected		CANBP				CANBP			
1647518	Orthione griffenis		Bopyridae	long_list	sample_collected		CANBP				CANBP			
619708	Ovalipes ocellatus		Ovalipidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
6720	Pacifastacus leniusculus		Astacidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
519093	Pagurus granosimanus		Paguridae	long_list	sample_collected		CANBP				CANBP			
174398	Pagurus hirsutiusculus		Paguridae	long_list	sample_collected		CANBP				CANBP			
390956	Palaemon macrodactylus		Palaemonidae	long_list			CANBP							
6702	Pandalus		Pandalidae	long_list			CANBP							
6703	Pandalus borealis		Pandalidae	long_list	sample_collected		CANBP				CANBP			
397978	Pandalus montagui		Pandalidae	long_list			CANBP							
263425	Pandalus platyceros		Pandalidae	long_list	sample_collected		CANBP				CANBP			
230323	Paramphithoe hystrix		Epimeriidae	long_list	sample_collected		CANBP				CANBP			
707978	Pentidotea wosnesenskii		Idoteidae	long_list	sample_collected		CANBP				CANBP			
472282	Phronima sedentaria		Phronimidae	long_list	sample_collected		CANBP				CANBP			
585914	Pinnixa faba		Pinnotheridae	other_priority			CANBP		CANBP					
1933399	Placetron wosnessenskii		Hapalogastridae	long_list	sample_collected		CANBP				CANBP			
345573	Podiceps cristatus		Podicipedidae	long_list	sample_collected		CANBP				CANBP			
36137	Pollicipes polymerus		Pollicipedidae	other_priority			CANBP		CANBP					
77754	Polyartemiella hazeni		Polyartemiidae	long_list	sample_collected		CANBP				CANBP			
96867	Porcellionidae		Porcellionidae	long_list			CANBP							
197206	Procambarus acutus		Cambaridae	long_list	sample_collected		CANBP				CANBP			
6728	Procambarus clarkii		Cambaridae	long_list			CANBP							
504418	Pugettia producta		Epialtidae	long_list	sample_collected		CANBP				CANBP			
426596	Rocinela		Aegidae	long_list			CANBP							
341130	Saduria		Idoteidae	long_list			CANBP							
341131	Saduria entomon		Idoteidae	long_list			CANBP							
397989	Sclerocrangon boreas		Crangonidae	long_list	sample_collected		CANBP				CANBP			
585952	Scleroplax granulata		Pinnotheridae	long_list			CANBP							
94630	Semibalanus balanoides		Balanidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
317538	Stegocephalus inflatus		Stegocephalidae	long_list			CANBP							
371416	Stygobromus quatsinensis			other_priority			CANBP		CANBP					
324081	Telmessus cheiragonus		Atelecyclidae	long_list			CANBP							
587162	Themisto libellula		Hyperiidae	long_list			CANBP							
329973	Thysanoessa spinifera		Euphausiidae	long_list			CANBP							
6832	Tigriopus californicus		Harpacticidae	long_list	sample_collected		CANBP				CANBP			
1882547	Upogebia pugettensis		Upogebiidae	other_priority	sample_collected		CANBP		CANBP		CANBP			
423271	Wlassicsia		Macrotrichidae	long_list	sample_collected		CANBP				CANBP			
335395	Actinemys marmorata		Emydidae	long_list		Pacific pond turtle	CANBP							
8304	Ambystoma texanum		Ambystomatidae	long_list		Small-mouthed salamander	CANBP							
