"Order","Family","Species","Diploid.number","Fundamental.number","Sex.chromosome","Ploidy","Max.Bs","Microchromosomes","Notes","Original.listing","Citation"
"Anura","Leptodactylidae","Adenomera aff bokermanni","23","36","","","","","","","Coelho, A.C., de Mattos, T.L., Viana, P., Terencio, M.L., Schneider, C.H., Menin, M. and Gross, M.C., 2016. Intra-generic and interspecific karyotype patterns of Leptodactylus and Adenomera (Anura, Leptodactylidae) with inclusion of five species from Central Amazonia. Genetica, 144(1), pp.37-46."
"Anura","Leptodactylidae","Adenomera cf bokermanni","23","34","","","","","likely population is segregating for a fusion of chromosme 7 and 9","Leptodactylus cf bokermanni","Reinaldo Cruz Campos, J., Ananias, F., Aguirre Brasileiro, C., Yamamoto, M., Fernando Baptista Haddad, C., and Kasahara, S. (2009). Chromosome evolution in three Brazilian Leptodactylus species (Anura, Leptodactylidae), with phylogenetic considerations.Hereditas,146(2), 104-111."
"Anura","Leptodactylidae","Adenomera cf marmorata","24","34","","","","","","","Coelho, A.C., de Mattos, T.L., Viana, P., Terencio, M.L., Schneider, C.H., Menin, M. and Gross, M.C., 2016. Intra-generic and interspecific karyotype patterns of Leptodactylus and Adenomera (Anura, Leptodactylidae) with inclusion of five species from Central Amazonia. Genetica, 144(1), pp.37-46."
"Anura","Leptodactylidae","Adenomera cf marmorata","24","48","","","","","","","Coelho, A.C., de Mattos, T.L., Viana, P., Terencio, M.L., Schneider, C.H., Menin, M. and Gross, M.C., 2016. Intra-generic and interspecific karyotype patterns of Leptodactylus and Adenomera (Anura, Leptodactylidae) with inclusion of five species from Central Amazonia. Genetica, 144(1), pp.37-46."
"Anura","Leptodactylidae","Leptodactylus cf marmoratus","24","34","","","","","","","Reinaldo Cruz Campos, J., Ananias, F., Aguirre Brasileiro, C., Yamamoto, M., Fernando Baptista Haddad, C., and Kasahara, S. (2009). Chromosome evolution in three Brazilian Leptodactylus species (Anura, Leptodactylidae), with phylogenetic considerations.Hereditas,146(2), 104-111."
"Anura","Leptodactylidae","Leptodactylus gracilis delattini","22","44","","","","","","","Silva, A.P.Z., Garcia, P.C., Martins, V.G., Bacci, M. and Kasahara, S., 2004. Chromosomal and molecular analyses of Leptodactylus gracilis gracilis, L. gracilis delattini, and L. plaumanni (Anura, Leptodactylidae): taxonomic implications. Amphibia-Reptilia, 25(2), pp.185-196."
"Anura","Leptodactylidae","Leptodactylus gracilis gracilis","22","44","","","","","","","Silva, A.P.Z., Garcia, P.C., Martins, V.G., Bacci, M. and Kasahara, S., 2004. Chromosomal and molecular analyses of Leptodactylus gracilis gracilis, L. gracilis delattini, and L. plaumanni (Anura, Leptodactylidae): taxonomic implications. Amphibia-Reptilia, 25(2), pp.185-196."
"Anura","Leptodactylidae","Paratelmatobius lutzii","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Leptodactylidae","Physalaemus sp","22","44","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Leptodactylidae","Pleurodema cordobae sp. nov.","88","","","8","","","","","Becak, M.L., 2018. Speciation Routes of Anurans. In Reptiles and Amphibians. IntechOpen."
"Anura","Leptodactylidae","Pleurodema somuncurense","22","","","","","","","Somuncuria somuncurensis","Cei, J. M. 1969. La Meseta basaltica de Somuncura, Rio Negro. Herpetofauna endemica y sus peliculiares equilibrios biocenoticos. Physis 28: 257-271."
"Anura","Leptodactylidae","Pseudopaludicola atragula","18","","","","","","","","Cardozo, D., Boeris, J.M., Ferro, J.M., Borteiro, C., Kolenc, F., Suarez, P., Netto, F., Brusquetti, F. and Baldo, D., 2016. Evidence for independent instances of chromosome number reduction in the genus Pseudopaludicola (Anura: Leptodactylidae). Salamandra, 52(1), pp.11-22."
"Anura","Leptodactylidae","Pseudopaludicola ibisoroca","18","32","","","","","","","Pansonato, A., Veiga-Menoncello, A.C.P., Mudrek, J.R., Jansen, M., Recco-Pimentel, S.M., Martins, I.A. and Strassmann, C., 2016. Two new species of Pseudopaludicola (Anura: Leptodactylidae: Leiuperinae) from eastern Bolivia and western Brazil. Herpetologica, 72(3), pp.235-255."
"Anura","Leptodactylidae","Scythrophrys sp","24","","","","","","","","Lourenco, L.B., De Anchietta Garcia, P.C. and Recco_Pimentel, S.M., 2003. Intrageneric karyotypic divergence in Scythrophrys and new insights into the relationship with Paratelmatobius (Anura, Leptodactylidae). Italian Journal of Zoology, 70(2), pp.183-190."
"Anura","Limnodynastidae","Lechriodus aganoposis","22","44","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff erythrodactylus","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff idae","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff majori","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff tephraeomystax","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Guibemantis aff bicalcaratus","26","52","","","","","","Mantidactylus aff bicalcaratus","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Guibemantis aff pulcher","26","52","","","","","","Mantidactylus aff pulcher","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Guibemantis cf punctatus","26","","","","","","","Mantidactylus cf punctatus","Odierna, G., Vences, M., Aprea, G., Lotters, S. and Andreone, F., 2001. Chromosome data for Malagasy poison frogs (Amphibia: Ranidae: Mantella) and their bearing on taxonomy and phylogeny. Zoological Science, 18(4), pp.505-514."
"Anura","Mantellidae","Guibemantis pulcher ","26","52","","","","","","Mantidactylus pulcher","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Mantella cf betsileo","26","","","","","","","","Odierna, G., Vences, M., Aprea, G., Lotters, S. and Andreone, F., 2001. Chromosome data for Malagasy poison frogs (Amphibia: Ranidae: Mantella) and their bearing on taxonomy and phylogeny. Zoological Science, 18(4), pp.505-514."
"Anura","Megophryidae","Megophrys giganticus","26","48","","","","","","","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys giganticus","26","50","","","","","","","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys koui","26","","","","","","","Ophryophryne pachyprocta","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys shuichengensis","26","52","","","","","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Megophrys sp","28","48","","","","","","Brachytarsophrys sp. nov. (I)","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys sp","26","44","","","","","","Brachytarsophrys sp. nov. (II)","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Ophryophryne pachyprocta","26","52","","","","","invalid combination identification uncertain","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Oreolalax granulosus","26","52","","","","","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Scutiger pingwuensis","26","52","","","","","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Microhylidae","Asterophrys sp","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Callulops stictogaster","26","","","","","","","Phrynomantis stictogaster","Cole, C. J. and R. G. Zweifel. 1971. Chromosomes of a new Guinean microhylid frog, Cophixalus riparius Zweifel. Herpetol. Rev. 3: 15-16."
"Anura","Microhylidae","Chiasmocleis bicegoi","24","46","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Choerophryne variegata","26","","","","","","","Cophixalus variegatus","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophixalus kaindiensis","26","","","","","","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophixalus parkeri","26","","","","","","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophyla barbouri ","26","","","","","","","Platypelis barbouri","Bachmann, K. and R. Blommers-Schlosser 1975. Nuclear DNA amounts of the frogs of Madagascar. Zoologischer Anzeiger 194: 13-21."
"Anura","Microhylidae","Cophyla barbouri ","26","48","","","","","","Paracophyla tuberculata","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Cophyla cowanii","26","","","","","","","Platypelis cowanii","Blommers-Schlosser, R. M. A. 1978. Cytotaxonomy of the Ranidae, Rhacophoridae, Hyperoliidae (Anura) from Madagascar with a note on the karotype of two amphibians of the Seychelles. Genetica 48: 23-40."
"Anura","Microhylidae","Dyscophus sp","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Oreophryne cf anulata","22","44","","","","","","","DE LA SE, C.A., 2015. Karyotype of a rare minute frog, Oreophryne cf. anulata (Anura: Microhylidae), in Agusan Marsh, Mindanao, Philippines.Herpetological Bulletin, (134)."
"Anura","Microhylidae","Sphenophryne brevicrus","26","","","","","","","","Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
"Anura","Myobatrachidae","Geocrinia leai","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Geocrinia lutea","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Rheobatrachus vitellinus","24","40","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus diurnus","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus eungellensis","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus liemi","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus rheophilus","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Odontophrynidae","Odontophrynus cordobae sp. nov.","22","","","2","","","","","Becak, M.L., 2018. Speciation Routes of Anurans. In Reptiles and Amphibians. IntechOpen."
"Anura","Odontophrynidae","Odontophrynus maisuma","22","44","","","","","","","Borteiro, C., Kolenc, F. and Pereyra, M.O., 2010. A diploid surrounded by polyploids: tadpole description, natural history and cytogenetics of Odontophrynus maisuma Rosset from Uruguay (Anura: Cycloramphidae). Zootaxa, 2611(1), pp.1-15."
"Anura","Pelobatidae","Pelobates vespertinus","26","52","","","","","","","Suryadnaya, N.N., 2014. Comparative Analysis of Karyotypes of Two Cryptic Species of Pelobatid Frogs (Amphibia, Anura) of Ukraine. Vestnik zoologii, 48(6), pp.511-520."
"Anura","Pelodryadidae","Litoria contrastens","26","","","","","","","Litoria contrastens","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria pygmaea","26","","","","","","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria timida","26","","","","","","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria vocivincens","26","","","","","","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria wotjulumensis","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pelodryadidae","Nyctimystes daymani","26","","","","","","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Ranoidea australis","26","52","","","","","","Cyclorana australis","Morescalchi, A. 1979. New developments in vertebrate cytotaxonomy. I. Cytotaxonomy of the amphibians. Genetica 50: 179-193."
"Anura","Pelodryadidae","Ranoidea cryptotis","26","52","","","","","","Cyclorana cryptotis","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea dayi","26","52","","","","","","Nyctimystes hosmeri","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pelodryadidae","Ranoidea jungguy","26","","","","","","","Litoria jungguy","Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species. Australian Journal of Zoology, 52(1), pp.1-28."
"Anura","Pelodryadidae","Ranoidea lesueurii","26","52","","","","","","Litoria lesueurii","Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species. Australian Journal of Zoology, 52(1), pp.1-28."
"Anura","Pelodryadidae","Ranoidea longipes","26","52","","","","","","Cyclorana longipes","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea maini","26","52","","","","","","Cyclorana maini","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea novaehollandiae","26","52","","","","","","Cyclorana novaehollandiae","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pelodryadidae","Ranoidea nyakalensis","26","52","","","","","","Litoria nyakalensis","Kakampuy, W., Supaprom, T., Steinlein, C. and Schmid, M., 2013. Chromosome banding of two Litoria species (Anura, Hylidae).Warasan Songkhla Nakharin (Chabap Witthayasat Lae Technology)."
"Anura","Pelodryadidae","Ranoidea vagitus","26","52","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Pelodryadidae","Ranoidea verrucosa","26","52","","","","","","Cyclorana verrucosa","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea wilcoxii","26","","","","","","","Litoria wilcoxii","Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species. Australian Journal of Zoology, 52(1), pp.1-28."
"Anura","Petropedetidae","Petropedetes sp","26","","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Phrynobatrachidae","Phrynobatrachus sp","20","40","","","","","","","Bogart, J.P., 1991. The influence of life history on karyotypic evolution in frogs. Amphibian cytogenetics and evolution, pp.233-258."
"Anura","Phyllomedusidae","Pithecopus palliatus","26","52","","","","","","Phyllomedusa palliata","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pipidae","Xenopus cf. boumbaensis","108","","","12","","","","","Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
"Anura","Pipidae","Xenopus sp.nov X","72","","","8","","","","","Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
"Anura","Ptychadenidae","Ptychadena sp","24","","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ranidae","Hylarana narina","26","52","","","","","identification uncertain","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Ranidae","Hylarana sp","26","52","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ranidae","Lithobates chiricahuensis x pipiens","36","","","3","","","","","Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
"Anura","Ranidae","Odorrana andersoni","26","52","","","","","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Ranidae","Papurana grisea","26","52","","","","","","Rana grisea","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ranidae","Pelophylax sp","26","52","","","","","","","Bashirichelkasari, N. and Kami, H.G., 2017. Karyological study of the Marsh frog (Pelophylax sp.) in Guilan province, Iran (Anura: Ranidae). Herpetology Notes, 10, pp.677-680."
"Anura","Ranidae","Rana japonica chaochiaoensis","26","","","","","","","","Li, S. S., Y. X. Wang, C. Y. Li, R. F. Wang and G. Z. Liu. 1981. A comparative investigation of the karyotypes form four amphibian species. Zool. Re. 2(1): 17-24. +4 pls."
"Anura","Ranidae","Rana neba","42","78","","","3","","","","Eto, K., Matsui, M. and Kokuryo, Y., 2016. A note on natural triploidy in a Japanese brown frog, Rana neba (Anura; Ranidae). Current herpetology, 35(2), pp.128-131."
"Anura","Ranidae","Rana neba","28","52","","","","","","","Eto, K., Matsui, M. and Kokuryo, Y., 2016. A note on natural triploidy in a Japanese brown frog, Rana neba (Anura; Ranidae). Current herpetology, 35(2), pp.128-131."
"Anura","Rhinodermatidae","Rhinoderma rufum","26","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Strabomantidae","Geobatrachus walkeri","20","","","","","","","","Ardila-Rabayo, M. C. 1979. Status sistematico del genero Geobatrachus Ruthven 1915 (Amphibia: Anura). Caldasia 12: 383-495."
"Anura","Telmatobiidae","Telmatobius arequipensis","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius ceiorum","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius jelskii","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius laticeps","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius oxycephalus","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius phillippii","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius rimac","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius rubigo","26","52","","","","","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius schreiteri","26","","","","","","","","Barbieri, F. D. 1954. Osservaciones preliminares sobre los cromosomas de ""Telmatobius schreiteri."" Sci. Genetica 4: 223-226."
"Anura","Telmatobiidae","Telmatobius sp","22","","","","","","marmoratus group","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Telmatobiidae","Telmatobius stephani","26","52","","","","","","","Morescalchi, A. 1973. Amphibia: In: A. B. Chiarelli and E. Capanna (eds.). Cytotaxonomy and Vertebrate Evolution. Academic Press, New York. pp. 233-348."
"Caudata","Ambystomatidae","Ambystoma sp.","28","","","2","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Ambystomatidae","Ambystoma sp.","42","","","3","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Ambystomatidae","Ambystoma sp.","56","","","4","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Afghanodon mustersi","62","76","","","","19","","Batrachuperus mustersi","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Hynobius aff kimurae","58","114","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Hynobius leechii ","54","94","","","","","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Caudata","Hynobiidae","Hynobius nebulosus nebulosus","56","96","","","","10","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Onychodactylus aff japonicus","78","104","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Eurycea longicauda melanopleura","28","56","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Hydromantes sp. nov.","28","54","XY","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Pseudotriton montanus diastictus","28","56","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Pseudotriton ruber schencki","28","56","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Thorius sp.","26","","","","","","","","Sessions, S.K. and A. Larson 1987. Developmental correlates of genome size in plethodontid salamanders and their implications for genome evolution. Evolution 41: 1239-1251."
"Caudata","Salamandridae","Cynops yunnanensis","24","48","","","","","","Cynops cyanurus chuxiongensis","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Caudata","Salamandridae","Notophthalmus viridescens viridescens","22","44","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Salamandridae","Taricha granulosa twittyi","22","44","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Gymnophiona","Caeciliidae","Caecilia occidentalis","24","34","","","","","","","Nussbaum 1991 Cytotaxonomy of Caecilians in Amphibian Cytogenetics and Evolution 22-76"
"Gymnophiona","Ichtyophiidae","Ichthyophis cf. tricolor","44","64","","","","","","","Govindappa, V. 2014. Occurrence of chromosomal polymorphism in a striped ichthyophid caecilian (Amphibia: Gymnophiona) from Western Ghats of India. International journal of advanced research 2(2): 206-212"
"Gymnophiona","Ichtyophiidae","Ichthyophis kodaguensis","42","60","","","","","","","Govindappa, V. 2014. C-Band Variation in Indian Caecilians. Zoology 3(2): 550-553"
"Gymnophiona","Ichtyophiidae","Uraeotyphlus interruptus","36","58","","","","","","","Venu. 2014. Studies on Silver staining of chromosomes of caecilians (Amphibia:Gymnophiona) of Western Ghats of India. International journal of advanced research 2(3):63-72"
"Gymnophiona","Ichtyophiidae","Uraeotyphlus menoni","36","58","","","","14","","","Nussbaum 1991 Cytotaxonomy of Caecilians in Amphibian Cytogenetics and Evolution 22-76"
"Gymnophiona","Indotyphlidae","Gegeneophis sp","28","50","","","","","","Gegeneophis usp","Venu et al 2012. karyology of two species of the genus gegeneophis (amphibia: gymnophiona: indotyphlidae)"
