family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Hesperidae	Ocybadistes	walkeri sothis	Ocybadistes walkeri sothis	28	28	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Ocybadistes walkeri sothis	NA	NA
Hesperidae	Ocybadystes	walkeri sotis	Ocybadystes walkeri sotis	28	28	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Ocybadystes walkeri sotis	NA	NA
Hesperidae	Pelopidas	conjucta conjucta	Pelopidas conjucta conjucta	16	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pelopidas conjucta conjucta	NA	NA
Hesperidae	Pelopidas	lubricans	Pelopidas lubricans	16	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pelopidas lubricans	NA	NA
Hesperidae	Pelopidas	pellucida	Pelopidas pellucida	16-18	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pelopidas pellucida	NA	NA
Hesperidae	Phocides	polybius phanias	Phocides polybius phanias	16	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Phocides polybius phanias	NA	NA
Hesperidae	Poanes	hobomok hobomok	Poanes hobomok hobomok	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes hobomok hobomok	NA	NA
Hesperidae	Poanes	themistocles	Poanes themistocles	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes themistocles	NA	NA
Hesperidae	Poanes	vibex catilina	Poanes vibex catilina	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes vibex catilina	NA	NA
Hesperidae	Poanes	vibex praeceps	Poanes vibex praeceps	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes vibex praeceps	NA	NA
Hesperidae	Poanes	vibex vibex	Poanes vibex vibex	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes vibex vibex	NA	NA
Hesperidae	Polites	vibex catilina	Polites vibex catilina	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Polites vibex catilina	NA	NA
Hesperidae	Polytremis	Iubricans taiwana	Polytremis Iubricans taiwana	16	16	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Polytremis Iubricans taiwana	NA	NA
Hesperidae	Polytremis	mathiades	Polytremis mathiades	16	16	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polytremis mathiades	NA	NA
Hesperidae	Pyrgus	bolkariensis	Pyrgus bolkariensis	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pyrgus bolkariensis	NA	NA
Hesperidae	Pyrgus	carlinae cirsii	Pyrgus carlinae cirsii	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pyrgus carlinae cirsii	NA	NA
Hesperidae	Pyrgus	fides	Pyrgus fides	30	30	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Pyrgus fides	NA	NA
Hesperidae	Pyrgus	maculates	Pyrgus maculates	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pyrgus maculates	NA	NA
Hesperidae	Pyrrhopyge	charybdis	Pyrrhopyge charybdis	14	14	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pyrrhopyge charybdis	NA	NA
Hesperidae	Reverdinus	boeticus	Reverdinus boeticus	38-52	38	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Reverdinus boeticus	NA	NA
Hesperidae	Reverdinus	stauderi ambigua	Reverdinus stauderi ambigua	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Reverdinus stauderi ambigua	NA	NA
Hesperidae	Sarangesa	phidyle	Sarangesa phidyle	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Sarangesa phidyle	NA	NA
Hesperidae	Spialia	theraphne	Spialia theraphne	31	31	Hernández-Roldán, J.L., Dapporto, L., Dinca, V., Vicente, J.C., Hornett, E.A., Šíchová, J., et al. (2016). Integrative analyses unveil speciation linked to host plant shift in Spialiabutterflies. Molecular Ecology 25: 4267–4284.	3	Spialia theraphne	NA	NA
Hesperidae	Tarsoctenus	praecia plutia	Tarsoctenus praecia plutia	15	15	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Tarsoctenus praecia plutia	NA	NA
Hesperidae	Tarsoctenus	praecia plutia Hesp	Tarsoctenus praecia plutia Hesp	15	15	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Tarsoctenus praecia plutia Hesp	NA	NA
Hesperidae	Telicota	ancilla horisha	Telicota ancilla horisha	29	29	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Telicota ancilla horisha	NA	NA
Hesperidae	Telicota	colon stinga	Telicota colon stinga	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Telicota colon stinga	NA	NA
Hesperidae	Thanaos	tages	Thanaos tages	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Thanaos tages	NA	NA
Hesperidae	Thorybes	pylades pylades	Thorybes pylades pylades	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Thorybes pylades pylades	NA	NA
Hesperidae	Trina	geometrina geometrina	Trina geometrina geometrina	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Trina geometrina geometrina	NA	NA
Hesperidae	Tuttia	tessellum	Tuttia tessellum	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Tuttia tessellum	NA	NA
Hesperidae	Udranomia	spitzi	Udranomia spitzi	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Udranomia spitzi	NA	NA
Hesperidae	Urbanus	doryssus doryssus	Urbanus doryssus doryssus	14	14	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Urbanus doryssus doryssus	NA	NA
Hesperidae	Vettius	phyllus prona	Vettius phyllus prona	26	26	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Vettius phyllus prona	NA	NA
Hesperidae	Vettius	triangularis	Vettius triangularis	26	26	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Vettius triangularis	NA	NA
Hesperidae	Zera	zera	Zera zera	34	34	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Zera zera	NA	NA
Hypsidae	Hypsa	alciphron	Hypsa alciphron	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Hypsa alciphron	NA	NA
Lasiocampidae	Crinocraspeda	torrida	Crinocraspeda torrida	26	26	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Crinocraspeda torrida	NA	NA
Lasiocampidae	Dendrolimus	hyrtaca	Dendrolimus hyrtaca	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Dendrolimus hyrtaca	NA	NA
Lasiocampidae	Dendrolinus	hyrtaca	Dendrolinus hyrtaca	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Dendrolinus hyrtaca	NA	NA
Lasiocampidae	Dendrolinus	jezoensis	Dendrolinus jezoensis	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Dendrolinus jezoensis	NA	NA
Lasiocampidae	Dendrolinus	pini	Dendrolinus pini	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Dendrolinus pini	NA	NA
Lasiocampidae	Dendrolinus	spectabilis	Dendrolinus spectabilis	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Dendrolinus spectabilis	NA	NA
Lasiocampidae	Epicnaptera	tremulifolia	Epicnaptera tremulifolia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Epicnaptera tremulifolia	NA	NA
Lasiocampidae	Eutrix	laeta divisa	Eutrix laeta divisa	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Eutrix laeta divisa	NA	NA
Lasiocampidae	Eutrix	potatoria	Eutrix potatoria	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Eutrix potatoria	NA	NA
Lasiocampidae	Malacosoma	californica pluviale	Malacosoma californica pluviale	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Malacosoma californica pluviale	NA	NA
Lasiocampidae	Malacosoma	indica	Malacosoma indica	25	25	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Malacosoma indica	NA	NA
Lasiocampidae	Malacosoma	neustrium	Malacosoma neustrium	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Malacosoma neustrium	NA	NA
Lasiocampidae	Phyllodesma	ilicifolium	Phyllodesma ilicifolium	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Phyllodesma ilicifolium	NA	NA
Lasiocampidae	Streblote	siva	Streblote siva	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Streblote siva	NA	NA
Lasiocampidae	Trabala	vishnu	Trabala vishnu	26	26	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Trabala vishnu	NA	NA
Libytheidae	Libythea	celtis formosana	Libythea celtis formosana	31	31	Maeki, K. & ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera  3. Nymphalidae and Libytheidae. Kontyu 37: 91–98.	3	Libythea celtis formosana	NA	NA
Limacodidae	Parasa	gentilis	Parasa gentilis	24	24	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	3	Parasa gentilis	NA	NA
Lycaenidae	Agriades	glandon rusticus	Agriades glandon rusticus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Agriades glandon rusticus	NA	NA
Lycaenidae	Athamanthia	phoenicurus	Athamanthia phoenicurus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Athamanthia phoenicurus	NA	NA
Lycaenidae	Calastrina	argiolus	Calastrina argiolus	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Calastrina argiolus	NA	NA
Lycaenidae	Celastrina	limbata himilcon	Celastrina limbata himilcon	25	25	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Celastrina limbata himilcon	NA	NA
Lycaenidae	Celastrina	puspa barneyi	Celastrina puspa barneyi	25	25	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Celastrina puspa barneyi	NA	NA
Lycaenidae	Chrysophanus	hippothoe	Chrysophanus hippothoe	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chrysophanus hippothoe	NA	NA
Lycaenidae	Chrysophanus	virgaureae	Chrysophanus virgaureae	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chrysophanus virgaureae	NA	NA
Lycaenidae	Chrysozephyrus	aurorimus	Chrysozephyrus aurorimus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chrysozephyrus aurorimus	NA	NA
Lycaenidae	Contrafacia	francis	Contrafacia francis	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Contrafacia francis	NA	NA
Lycaenidae	Cyaniris	semiargus antiochena	Cyaniris semiargus antiochena	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Cyaniris semiargus antiochena	NA	NA
Lycaenidae	Cyaniris	semiargus persica	Cyaniris semiargus persica	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Cyaniris semiargus persica	NA	NA
Lycaenidae	Eumaeus	debora	Eumaeus debora	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Eumaeus debora	NA	NA
Lycaenidae	Evenus	mavors	Evenus mavors	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Evenus mavors	NA	NA
Lycaenidae	Evenus	satyroides	Evenus satyroides	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Evenus satyroides	NA	NA
Lycaenidae	Evenus	triquetra	Evenus triquetra	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	3	Evenus triquetra	NA	NA
Lycaenidae	Everes	decolorata	Everes decolorata	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Everes decolorata	NA	NA
Lycaenidae	Everes	minimus	Everes minimus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Everes minimus	NA	NA
Lycaenidae	Everes	sebras	Everes sebras	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Everes sebras	NA	NA
Lycaenidae	Freyeria	trochilus	Freyeria trochilus	23	23	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Freyeria trochilus	NA	NA
Lycaenidae	Heliophorus	epicles matsumurae	Heliophorus epicles matsumurae	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Heliophorus epicles matsumurae	NA	NA
Lycaenidae	Horaga	onyx moltrechti	Horaga onyx moltrechti	22	22	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Horaga onyx moltrechti	NA	NA
Lycaenidae	lolana	iolas	lolana iolas	22	22	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	lolana iolas	NA	NA
Lycaenidae	Lycaena	argus	Lycaena argus	23	23	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lycaena argus	NA	NA
Lycaenidae	Lycaena	snowi	Lycaena snowi	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lycaena snowi	NA	NA
Lycaenidae	Lysandra	candalus	Lysandra candalus	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lysandra candalus	NA	NA
Lycaenidae	Lysandra	coeruleossmar	Lysandra coeruleossmar	84	84	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lysandra coeruleossmar	NA	NA
Lycaenidae	Lysandra	myrrha	Lysandra myrrha	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lysandra myrrha	NA	NA
Lycaenidae	Lysandra	nausithous	Lysandra nausithous	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lysandra nausithous	NA	NA
Lycaenidae	Lysandra	nivescens	Lysandra nivescens	190-191	190	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lysandra nivescens	NA	NA
Lycaenidae	Maculinea	alcon tarannis	Maculinea alcon tarannis	23	23	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Maculinea alcon tarannis	NA	NA
Lycaenidae	Narathura	micale amphis	Narathura micale amphis	24	24	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Narathura micale amphis	NA	NA
Lycaenidae	Philotes	bavius	Philotes bavius	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Philotes bavius	NA	NA
Lycaenidae	Plebeius	eurypilus	Plebeius eurypilus	20	20	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plebeius eurypilus	NA	NA
Lycaenidae	Plebeius	pylaon	Plebeius pylaon	19	19	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plebeius pylaon	NA	NA
Lycaenidae	Plebeius	pylaon nicholi	Plebeius pylaon nicholi	21	21	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plebeius pylaon nicholi	NA	NA
Lycaenidae	Plebeius	pylaon solimana	Plebeius pylaon solimana	21	21	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plebeius pylaon solimana	NA	NA
Lycaenidae	Plebejus	agyrognomon	Plebejus agyrognomon	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plebejus agyrognomon	NA	NA
Lycaenidae	Polyommatiis	argyrognomon	Polyommatiis argyrognomon	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polyommatiis argyrognomon	NA	NA
Lycaenidae	Polyommatus	actis firdussi	Polyommatus actis firdussi	31-34	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polyommatus actis firdussi	NA	NA
Lycaenidae	Polyommatus	actis pseudactis	Polyommatus actis pseudactis	24-31	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polyommatus actis pseudactis	NA	NA
Lycaenidae	Polyommatus	allivaganus pseudoxerces	Polyommatus allivaganus pseudoxerces	16	16	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polyommatus allivaganus pseudoxerces	NA	NA
Lycaenidae	Polyommatus	dolus virgilia	Polyommatus dolus virgilia	122	122	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	3	Polyommatus dolus virgilia	NA	NA
Lycaenidae	Polyommatus	idas armoricana	Polyommatus idas armoricana	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polyommatus idas armoricana	NA	NA
Lycaenidae	Polyommatus	iphigenides ssp.	Polyommatus iphigenides ssp.	67	67	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	3	Polyommatus iphigenides ssp.	NA	NA
Lycaenidae	Polyommatus	karacetinae	Polyommatus karacetinae	19	19	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	3	Polyommatus karacetinae	NA	NA
Lycaenidae	Polyommatus	phyllis vanensis	Polyommatus phyllis vanensis	78	78	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polyommatus phyllis vanensis	NA	NA
Lycaenidae	Polyommatus	turcicolus ssp.	Polyommatus turcicolus ssp.	20	20	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	3	Polyommatus turcicolus ssp.	NA	NA
Lycaenidae	Rapala	varuna formosana	Rapala varuna formosana	24	24	Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.	3	Rapala varuna formosana	NA	NA
Lycaenidae	Strymon	pruni	Strymon pruni	23	23	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Strymon pruni	NA	NA
Lycaenidae	Tarucus	balcanicus	Tarucus balcanicus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Tarucus balcanicus	NA	NA
Lycaenidae	Thysonotis	cyanea arinia	Thysonotis cyanea arinia	24	24	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Thysonotis cyanea arinia	NA	NA
Lycaenidae	Thysonotis	hymetus taygetus	Thysonotis hymetus taygetus	24	24	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Thysonotis hymetus taygetus	NA	NA
Lycaenidae	Turanana	panagaea	Turanana panagaea	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Turanana panagaea	NA	NA
Lycaenidae	Vacciniina	hyrcana	Vacciniina hyrcana	22	22	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Vacciniina hyrcana	NA	NA
Lycaenidae	Vacciniina	sieversi	Vacciniina sieversi	22	22	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Vacciniina sieversi	NA	NA
Lycaenidae	Virachola	isocrates	Virachola isocrates	19	19	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Virachola isocrates	NA	NA
Lycaenidae	Zizeeria	mafia argia	Zizeeria mafia argia	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zizeeria mafia argia	NA	NA
Lycaenidae	Polyommatus	yeranyani	Polyommatus yeranyani	79-80	79	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	3	Polyommatus yeranyani	NA	NA
Lymantriidae	Cifuna	locuples confusa	Cifuna locuples confusa	19	19	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Cifuna locuples confusa	NA	NA
Lymantriidae	Dasychira	selenitica	Dasychira selenitica	22	22	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Dasychira selenitica	NA	NA
Lymantriidae	Dicallomera	kusnezovi	Dicallomera kusnezovi	20	20	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Dicallomera kusnezovi	NA	NA
Lymantriidae	Euproctis	kogistana	Euproctis kogistana	22	22	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Euproctis kogistana	NA	NA
Lymantriidae	Euproctis	virguncula	Euproctis virguncula	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Euproctis virguncula	NA	NA
Lymantriidae	Gynaephora	pumila	Gynaephora pumila	18	18	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Gynaephora pumila	NA	NA
Lymantriidae	Gynaephora	rossi daisetsuzana	Gynaephora rossi daisetsuzana	26	26	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Gynaephora rossi daisetsuzana	NA	NA
Lymantriidae	Laelia	caenosa	Laelia caenosa	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Laelia caenosa	NA	NA
