Genus	species	taxid	family	long_list	other_priority	family_representative
Galium	tricornutum		Rubiaceae	DTOL		
Galium	uliginosum		Rubiaceae	DTOL		
Galium	verum		Rubiaceae	DTOL		
Rubia	peregrina		Rubiaceae	DTOL		
Sherardia	arvensis		Rubiaceae	DTOL	DTOL	DTOL
Blackstonia	perfoliata		Gentianaceae	DTOL		
Centaurium	erythraea		Gentianaceae	DTOL	DTOL	DTOL
Centaurium	littorale		Gentianaceae	DTOL		
Centaurium	portense		Gentianaceae	DTOL		
Centaurium	pulchellum		Gentianaceae	DTOL		
Centaurium	tenuiflorum		Gentianaceae	DTOL		
Cicendia	filiformis		Gentianaceae	DTOL		
Exaculum	pusillum		Gentianaceae	DTOL		
Gentiana	nivalis		Gentianaceae	DTOL		
Gentiana	pneumonanthe		Gentianaceae	DTOL		
Gentiana	verna		Gentianaceae	DTOL		
Gentianella	amarella		Gentianaceae	DTOL		
Gentianella	anglica		Gentianaceae	DTOL		
Gentianella	campestris		Gentianaceae	DTOL	DTOL	DTOL
Gentianella	germanica		Gentianaceae	DTOL		
Gentianopsis	ciliata		Gentianaceae	DTOL		
Vinca	minor		Apocynaceae	DTOL	DTOL	DTOL
Aegonychon	purpureocaeruleum	203730	Boraginaceae	DTOL		
Buglossoides	arvensis		Boraginaceae	DTOL		
Cynoglossum	germanicum		Boraginaceae	DTOL		
Cynoglossum	officinale		Boraginaceae	DTOL		
Echium	plantagineum		Boraginaceae	DTOL		
Echium	vulgare		Boraginaceae	DTOL		
Lithospermum	officinale		Boraginaceae	DTOL		
Mertensia	maritima		Boraginaceae	DTOL	DTOL	DTOL
Myosotis	alpestris		Boraginaceae	DTOL		
Myosotis	arvensis		Boraginaceae	DTOL		
Myosotis	discolor		Boraginaceae	DTOL		
Myosotis	laxa		Boraginaceae	DTOL		
Myosotis	ramosissima		Boraginaceae	DTOL		
Myosotis	scorpioides		Boraginaceae	DTOL		
Myosotis	secunda		Boraginaceae	DTOL		
Myosotis	sicula		Boraginaceae	DTOL		
Myosotis	stolonifera		Boraginaceae	DTOL		
Myosotis	sylvatica		Boraginaceae	DTOL	DTOL	DTOL
Pentaglottis	sempervirens		Boraginaceae	DTOL		
Pulmonaria	longifolia		Boraginaceae	DTOL		
Pulmonaria	obscura		Boraginaceae	DTOL		
Symphytum	officinale		Boraginaceae	DTOL		
Calystegia	sepium		Convolvulaceae	DTOL	DTOL	
Calystegia	soldanella		Convolvulaceae	DTOL	DTOL	DTOL
Convolvulus	arvensis		Convolvulaceae	DTOL	DTOL	
Cuscuta	epithymum		Convolvulaceae	DTOL		
Cuscuta	europaea		Convolvulaceae	DTOL		
Atropa	belladonna		Solanaceae	DTOL	DTOL	
Hyoscyamus	niger		Solanaceae	DTOL	DTOL	
Solanum	dulcamara		Solanaceae	DTOL	DTOL	DTOL
Solanum	nigrum		Solanaceae	DTOL		
Fraxinus	excelsior		Oleaceae	DTOL	DTOL	DTOL
Ligustrum	vulgare		Oleaceae	DTOL	DTOL	DTOL
Chaenorhinum	minus		Veronicaceae	DTOL	DTOL	
Digitalis	purpurea		Veronicaceae	DTOL	DTOL	
Kickxia	elatine		Veronicaceae	DTOL		
Kickxia	spuria		Veronicaceae	DTOL		
Linaria	vulgaris		Veronicaceae	DTOL	DTOL	DTOL
Misopates	orontium		Veronicaceae	DTOL	DTOL	
Sibthorpia	europaea		Veronicaceae	DTOL		
Veronica	agrestis		Veronicaceae	DTOL		
Veronica	alpina		Veronicaceae	DTOL		
Veronica	anagallis-aquatica		Veronicaceae	DTOL		
Veronica	arvensis		Veronicaceae	DTOL		
Veronica	beccabunga		Veronicaceae	DTOL		
Veronica	catenata		Veronicaceae	DTOL		
Veronica	chamaedrys		Veronicaceae	DTOL	DTOL	
Veronica	fruticans		Veronicaceae	DTOL		
Veronica	hederifolia		Veronicaceae	DTOL		
Veronica	montana		Veronicaceae	DTOL		
Veronica	officinalis		Veronicaceae	DTOL		
Veronica	scutellata		Veronicaceae	DTOL		
Veronica	serpyllifolia		Veronicaceae	DTOL	DTOL	
Veronica	spicata		Veronicaceae	DTOL	DTOL	
Veronica	triphyllos		Veronicaceae	DTOL		
Veronica	verna		Veronicaceae	DTOL		
Callitriche	brutia		Plantaginaceae	DTOL		
Callitriche	hermaphroditica		Plantaginaceae	DTOL	DTOL	
Callitriche	obtusangula		Plantaginaceae	DTOL		
Callitriche	palustris		Plantaginaceae	DTOL		
Callitriche	platycarpa		Plantaginaceae	DTOL		
Callitriche	stagnalis		Plantaginaceae	DTOL		
Callitriche	truncata		Plantaginaceae	DTOL		
Hippuris	vulgaris		Plantaginaceae	DTOL		
Linaria	repens		Plantaginaceae	DTOL		
Littorella	uniflora		Plantaginaceae	DTOL		
Plantago	coronopus		Plantaginaceae	DTOL		
Plantago	lanceolata		Plantaginaceae	DTOL	DTOL	DTOL
Plantago	major		Plantaginaceae	DTOL		
Plantago	maritima		Plantaginaceae	DTOL		
Plantago	media		Plantaginaceae	DTOL		
Buddleja	davidii		Scrophulariaceae	DTOL	DTOL	
Limosella	aquatica		Scrophulariaceae	DTOL	DTOL	
Limosella	australis		Scrophulariaceae	DTOL		
Scrophularia	auriculata		Scrophulariaceae	DTOL		
Scrophularia	nodosa		Scrophulariaceae	DTOL	DTOL	DTOL
Scrophularia	umbrosa		Scrophulariaceae	DTOL		
Verbascum	lychnitis		Scrophulariaceae	DTOL		
Verbascum	nigrum		Scrophulariaceae	DTOL		
Verbascum	pulverulentum		Scrophulariaceae	DTOL		
Verbascum	thapsus		Scrophulariaceae	DTOL	DTOL	DTOL
Pinguicula	alpina		Lentibulariaceae	DTOL		
Pinguicula	lusitanica		Lentibulariaceae	DTOL	DTOL	DTOL
Pinguicula	vulgaris		Lentibulariaceae	DTOL		
Utricularia	australis		Lentibulariaceae	DTOL		
Utricularia	bremii		Lentibulariaceae	DTOL		
Utricularia	intermedia		Lentibulariaceae	DTOL	DTOL	
Utricularia	minor		Lentibulariaceae	DTOL		
Utricularia	ochroleuca		Lentibulariaceae	DTOL		
Utricularia	stygia		Lentibulariaceae	DTOL		
Utricularia	vulgaris		Lentibulariaceae	DTOL		
Verbena	officinalis		Verbenaceae	DTOL	DTOL	DTOL
Ajuga	chamaepitys		Lamiaceae	DTOL		
Ajuga	pyramidalis		Lamiaceae	DTOL		
Ajuga	reptans		Lamiaceae	DTOL		
Ballota	nigra		Lamiaceae	DTOL	DTOL	
Betonica	officinalis		Lamiaceae	DTOL		
Clinopodium	acinos		Lamiaceae	DTOL		
Clinopodium	ascendens		Lamiaceae	DTOL		
Clinopodium	menthifolium		Lamiaceae	DTOL		
Clinopodium	nepeta		Lamiaceae	DTOL		
Clinopodium	vulgare		Lamiaceae	DTOL		
Galeopsis	angustifolia		Lamiaceae	DTOL		
Galeopsis	bifida		Lamiaceae	DTOL		
Galeopsis	segetum		Lamiaceae	DTOL		
Galeopsis	speciosa		Lamiaceae	DTOL		
Galeopsis	tetrahit		Lamiaceae	DTOL		
Glechoma	hederacea		Lamiaceae	DTOL		
Lamiastrum	galeobdolon	53161	subsp.	argentatum	Lamiaceae	DTOL
Lamium	album		Lamiaceae	DTOL	DTOL	DTOL
Lamium	amplexicaule		Lamiaceae	DTOL		
Lamium	confertum		Lamiaceae	DTOL		
Lamium	hybridum		Lamiaceae	DTOL		
Lamium	purpureum		Lamiaceae	DTOL		
Lycopus	europaeus		Lamiaceae	DTOL	DTOL	
Marrubium	vulgare		Lamiaceae	DTOL		
Melittis	melissophyllum		Lamiaceae	DTOL		
Mentha	aquatica		Lamiaceae	DTOL		
Mentha	arvensis		Lamiaceae	DTOL		
Mentha	pulegium		Lamiaceae	DTOL		
Mentha	spicata		Lamiaceae	DTOL		
Mentha	suaveolens		Lamiaceae	DTOL		
Nepeta	cataria		Lamiaceae	DTOL		
Origanum	vulgare		Lamiaceae	DTOL		
Prunella	vulgaris		Lamiaceae	DTOL	DTOL	
Salvia	pratensis		Lamiaceae	DTOL		
Salvia	verbenaca		Lamiaceae	DTOL		
Scutellaria	galericulata		Lamiaceae	DTOL	DTOL	
Scutellaria	minor		Lamiaceae	DTOL	DTOL	
Stachys	arvensis		Lamiaceae	DTOL		
Stachys	germanica		Lamiaceae	DTOL		
Stachys	officinalis	53173	Lamiaceae	DTOL		
Stachys	palustris		Lamiaceae	DTOL	DTOL	
Stachys	sylvatica		Lamiaceae	DTOL		
Teucrium	chamaedrys		Lamiaceae	DTOL		
Teucrium	scordium		Lamiaceae	DTOL		
Teucrium	scorodonia		Lamiaceae	DTOL		
Thymus	drucei		Lamiaceae	DTOL	DTOL	
Thymus	pulegioides		Lamiaceae	DTOL		
Thymus	serpyllum		Lamiaceae	DTOL	DTOL	
Mimulus	peregrinus		Phrymaceae	DTOL		
Mimulus	guttatus	4158	Phrymaceae	DTOL	DTOL	DTOL
Bartsia	alpina		Orobanchaceae	DTOL		
Euphrasia	anglica		Orobanchaceae	DTOL	DTOL	
Euphrasia	arctica		Orobanchaceae	DTOL	DTOL	
Euphrasia	cambrica		Orobanchaceae	DTOL		
Euphrasia	campbelliae		Orobanchaceae	DTOL		
Euphrasia	confusa		Orobanchaceae	DTOL	DTOL	
Euphrasia	foulaensis		Orobanchaceae	DTOL	DTOL	
Euphrasia	frigida		Orobanchaceae	DTOL		
Euphrasia	heslop-harrisonii		Orobanchaceae	DTOL		
Euphrasia	marshallii		Orobanchaceae	DTOL		
Euphrasia	micrantha		Orobanchaceae	DTOL		
Euphrasia	nemorosa		Orobanchaceae	DTOL		
Euphrasia	officinalis		Orobanchaceae	DTOL		
Euphrasia	ostenfeldii		Orobanchaceae	DTOL		
Euphrasia	pseudokerneri		Orobanchaceae	DTOL		
Euphrasia	rivularis		Orobanchaceae	DTOL		
Euphrasia	rotundifolia		Orobanchaceae	DTOL		
Euphrasia	salisburgensis		Orobanchaceae	DTOL		
Euphrasia	scottica		Orobanchaceae	DTOL		
Euphrasia	tetraquetra		Orobanchaceae	DTOL		
Euphrasia	vigursii		Orobanchaceae	DTOL		
Lathraea	squamaria		Orobanchaceae	DTOL		
Melampyrum	cristatum		Orobanchaceae	DTOL		
Melampyrum	pratense		Orobanchaceae	DTOL		
Melampyrum	sylvaticum		Orobanchaceae	DTOL	DTOL	
Odontites	vernus		Orobanchaceae	DTOL		
Orobanche	alba		Orobanchaceae	DTOL		
Orobanche	caryophyllacea		Orobanchaceae	DTOL		
Orobanche	elatior		Orobanchaceae	DTOL		
Orobanche	hederae		Orobanchaceae	DTOL	DTOL	
Orobanche	minor		Orobanchaceae	DTOL		
Orobanche	picridis		Orobanchaceae	DTOL		
Orobanche	rapum-genistae		Orobanchaceae	DTOL		
Orobanche	reticulata		Orobanchaceae	DTOL		
Parentucellia	viscosa	46056	Orobanchaceae	DTOL		
Pedicularis	palustris		Orobanchaceae	DTOL	DTOL	DTOL
Pedicularis	sylvatica		Orobanchaceae	DTOL		
Phelipanche	purpurea		Orobanchaceae	DTOL		
Rhinanthus	minor		Orobanchaceae	DTOL		
Ilex	aquifolium		Aquifoliaceae	DTOL	DTOL	DTOL
Campanula	glomerata		Campanulaceae	DTOL		
Campanula	latifolia		Campanulaceae	DTOL		
Campanula	patula		Campanulaceae	DTOL		
Campanula	rapunculus		Campanulaceae	DTOL		
Campanula	rotundifolia		Campanulaceae	DTOL	DTOL	
Campanula	trachelium		Campanulaceae	DTOL		
Jasione	montana		Campanulaceae	DTOL	DTOL	DTOL
Legousia	hybrida		Campanulaceae	DTOL		
Lobelia	dortmanna		Campanulaceae	DTOL		
Lobelia	urens		Campanulaceae	DTOL		
Phyteuma	orbiculare		Campanulaceae	DTOL		
Phyteuma	spicatum		Campanulaceae	DTOL		
Wahlenbergia	hederacea		Campanulaceae	DTOL		
Menyanthes	trifoliata		Menyanthaceae	DTOL	DTOL	DTOL
Nymphoides	peltata		Menyanthaceae	DTOL	DTOL	DTOL
Achillea	maritima		Asteraceae	DTOL		
Achillea	millefolium		Asteraceae	DTOL		
Achillea	ptarmica		Asteraceae	DTOL	DTOL	
Antennaria	dioica		Asteraceae	DTOL		
Anthemis	arvensis		Asteraceae	DTOL		
Anthemis	cotula		Asteraceae	DTOL		
Arctium	lappa		Asteraceae	DTOL		
Arctium	minus		Asteraceae	DTOL	DTOL	
Arnoseris	minima		Asteraceae	DTOL		
Artemisia	absinthium		Asteraceae	DTOL	DTOL	DTOL
Artemisia	campestris		Asteraceae	DTOL		
Artemisia	maritima		Asteraceae	DTOL		
Artemisia	norvegica		Asteraceae	DTOL		
Artemisia	vulgaris		Asteraceae	DTOL		
Aster	lanceolatus	526931	Asteraceae	DTOL		
Bellis	perennis		Asteraceae	DTOL	DTOL	DTOL
Bidens	cernua		Asteraceae	DTOL		
Bidens	tripartita		Asteraceae	DTOL		
Calendula	officinalis		Asteraceae	DTOL	DTOL	
Carduus	crispus		Asteraceae	DTOL		
Carduus	nutans		Asteraceae	DTOL		
Carduus	tenuiflorus		Asteraceae	DTOL		
Carlina	vulgaris		Asteraceae	DTOL		
Centaurea	calcitrapa		Asteraceae	DTOL		
Centaurea	cyanus		Asteraceae	DTOL		
Centaurea	nigra		Asteraceae	DTOL		
Centaurea	scabiosa		Asteraceae	DTOL		
Chamaemelum	nobile		Asteraceae	DTOL	DTOL	
Cicerbita	alpina		Asteraceae	DTOL	DTOL	
Cichorium	intybus		Asteraceae	DTOL	DTOL	
Cirsium	acaule		Asteraceae	DTOL		
Cirsium	arvense		Asteraceae	DTOL		
Cirsium	dissectum		Asteraceae	DTOL		
Cirsium	eriophorum		Asteraceae	DTOL		
Cirsium	heterophyllum		Asteraceae	DTOL		
Cirsium	palustre		Asteraceae	DTOL		
Cirsium	tuberosum		Asteraceae	DTOL		
Cirsium	vulgare		Asteraceae	DTOL		
Crepis	biennis		Asteraceae	DTOL		
Crepis	capillaris		Asteraceae	DTOL		
Crepis	foetida		Asteraceae	DTOL		
Crepis	mollis		Asteraceae	DTOL		
Crepis	paludosa		Asteraceae	DTOL		
Crepis	praemorsa		Asteraceae	DTOL		
Erigeron	acris		Asteraceae	DTOL		
Erigeron	borealis		Asteraceae	DTOL		
Eupatorium	cannabinum		Asteraceae	DTOL	DTOL	
Filago	germanica	261772	Asteraceae	DTOL		
Filago	lutescens		Asteraceae	DTOL		
Filago	pyramidata		Asteraceae	DTOL		
Galatella	linosyris		Asteraceae	DTOL		
Glebionis	segetum		Asteraceae	DTOL		
Gnaphalium	uliginosum		Asteraceae	DTOL		
Helminthotheca	echioides		Asteraceae	DTOL		
Homogyne	alpina		Asteraceae	DTOL		
Hypochaeris	glabra		Asteraceae	DTOL		
Hypochaeris	maculata		Asteraceae	DTOL		
Hypochaeris	radicata		Asteraceae	DTOL		
Inula	conyzae	119177	Asteraceae	DTOL		
Inula	helenium		Asteraceae	DTOL		
Inula	salicina		Asteraceae	DTOL		
Jacobaea	aquatica		Asteraceae	DTOL		
Jacobaea	erucifolia		Asteraceae	DTOL		
Jacobaea	paludosa		Asteraceae	DTOL		
Jacobaea	vulgaris		Asteraceae	DTOL		
Lactuca	saligna		Asteraceae	DTOL	DTOL	
Lactuca	serriola		Asteraceae	DTOL		
Lactuca	virosa		Asteraceae	DTOL		
Lapsana	communis		Asteraceae	DTOL		
Leontodon	hispidus		Asteraceae	DTOL		
Leontodon	saxatilis		Asteraceae	DTOL		
Leucanthemum	vulgare		Asteraceae	DTOL		
Limbarda	crithmoides		Asteraceae	DTOL		
Logfia	gallica		Asteraceae	DTOL		
Logfia	minima		Asteraceae	DTOL		
Matricaria	chamomilla		Asteraceae	DTOL		
Mycelis	muralis	75960	Asteraceae	DTOL	DTOL	
Omalotheca	norvegica	595332	Asteraceae	DTOL		
Omalotheca	supina	261773	Asteraceae	DTOL		
Omalotheca	sylvatica		Asteraceae	DTOL		
Onopordum	acanthium		Asteraceae	DTOL		
Petasites	albus		Asteraceae	DTOL		
Petasites	fragrans		Asteraceae	DTOL		
Petasites	hybridus		Asteraceae	DTOL		
Petasites	japonicus		Asteraceae	DTOL		
Picris	hieracioides		Asteraceae	DTOL		
Pilosella	officinarum		Asteraceae	DTOL		
Pilosella	peleteriana		Asteraceae	DTOL		
Pulicaria	dysenterica		Asteraceae	DTOL	DTOL	
Pulicaria	vulgaris		Asteraceae	DTOL		
Saussurea	alpina		Asteraceae	DTOL		
Scorzonera	humilis		Asteraceae	DTOL		
Scorzoneroides	autumnalis		Asteraceae	DTOL		
Senecio	cambrensis		Asteraceae	DTOL		
Senecio	sylvaticus		Asteraceae	DTOL		
Senecio	vulgaris		Asteraceae	DTOL		
Serratula	tinctoria		Asteraceae	DTOL		
Silybum	marianum		Asteraceae	DTOL		
Solidago	virgaurea		Asteraceae	DTOL		
Sonchus	arvensis		Asteraceae	DTOL		
Sonchus	asper		Asteraceae	DTOL		
Sonchus	oleraceus		Asteraceae	DTOL		
Sonchus	palustris		Asteraceae	DTOL		
Tanacetum	parthenium		Asteraceae	DTOL		
Tanacetum	vulgare		Asteraceae	DTOL	DTOL	DTOL
Tephroseris	palustris		Asteraceae	DTOL		
Tragopogon	pratensis		Asteraceae	DTOL		
Tripleurospermum	inodorum		Asteraceae	DTOL		
Tripleurospermum	maritimum		Asteraceae	DTOL		
Tripolium	pannonicum		Asteraceae	DTOL		
Tussilago	farfara		Asteraceae	DTOL		
Adoxa	moschatellina		Adoxaceae	DTOL		
Sambucus	ebulus		Adoxaceae	DTOL		
Sambucus	nigra		Adoxaceae	DTOL	DTOL	
Viburnum	lantana		Adoxaceae	DTOL	DTOL	DTOL
Viburnum	opulus		Adoxaceae	DTOL		
Linnaea	borealis		Caprifoliaceae	DTOL	DTOL	
Lonicera	periclymenum		Caprifoliaceae	DTOL		
Valeriana	dioica		Valerianaceae	DTOL		
Valeriana	officinalis		Valerianaceae	DTOL	DTOL	
Valerianella	carinata		Valerianaceae	DTOL		
Valerianella	dentata		Valerianaceae	DTOL		
Valerianella	eriocarpa		Valerianaceae	DTOL		
Valerianella	locusta		Valerianaceae	DTOL		
Valerianella	rimosa		Valerianaceae	DTOL		
Dipsacus	fullonum		Dipsacaceae	DTOL		
Dipsacus	pilosus		Dipsacaceae	DTOL		
Knautia	arvensis		Dipsacaceae	DTOL		
Scabiosa	columbaria		Dipsacaceae	DTOL	DTOL	DTOL
Succisa	pratensis		Dipsacaceae	DTOL	DTOL	
Hedera	helix		Araliaceae	DTOL	DTOL	DTOL
Hedera	hibernica		Araliaceae	DTOL		
Hydrocotyle	ranunculoides		Hydrocotylaceae	DTOL		
Hydrocotyle	vulgaris		Hydrocotylaceae	DTOL	DTOL	
Aegopodium	podagraria		Apiaceae	DTOL		
Aethusa	cynapium		Apiaceae	DTOL		
Angelica	archangelica		Apiaceae	DTOL		
Angelica	sylvestris		Apiaceae	DTOL		
Anthriscus	caucalis		Apiaceae	DTOL		
Anthriscus	sylvestris		Apiaceae	DTOL	DTOL	DTOL
Apium	graveolens		Apiaceae	DTOL		
Berula	erecta		Apiaceae	DTOL		
Bunium	bulbocastanum		Apiaceae	DTOL		
Bupleurum	baldense		Apiaceae	DTOL		
Bupleurum	rotundifolium		Apiaceae	DTOL		
Bupleurum	tenuissimum		Apiaceae	DTOL		
Carum	carvi		Apiaceae	DTOL		
Caucalis	platycarpos		Apiaceae	DTOL		
Chaerophyllum	temulum		Apiaceae	DTOL		
Cicuta	virosa		Apiaceae	DTOL		
Conium	maculatum		Apiaceae	DTOL		
Conopodium	majus		Apiaceae	DTOL		
Crithmum	maritimum		Apiaceae	DTOL	DTOL	
Daucus	carota		Apiaceae	DTOL	DTOL	DTOL
Eryngium	campestre		Apiaceae	DTOL		
Eryngium	maritimum		Apiaceae	DTOL		
Foeniculum	vulgare		Apiaceae	DTOL		
Helosciadium	inundatum		Apiaceae	DTOL		
Helosciadium	nodiflorum		Apiaceae	DTOL		
Helosciadium	repens		Apiaceae	DTOL		
Heracleum	mantegazzianum		Apiaceae	DTOL	DTOL	
Heracleum	sphondylium		Apiaceae	DTOL		
Imperatoria	ostruthium	52477	Apiaceae	DTOL		
Ligusticum	scoticum		Apiaceae	DTOL		
Meum	athamanticum		Apiaceae	DTOL		
Oenanthe	aquatica		Apiaceae	DTOL		
Oenanthe	crocata		Apiaceae	DTOL		
Oenanthe	fistulosa		Apiaceae	DTOL		
Oenanthe	fluviatilis		Apiaceae	DTOL		
Oenanthe	lachenalii		Apiaceae	DTOL		
Oenanthe	pimpinelloides		Apiaceae	DTOL		
Oenanthe	silaifolia		Apiaceae	DTOL		
Pastinaca	sativa		Apiaceae	DTOL		
Petroselinum	crispum		Apiaceae	DTOL		
Peucedanum	officinale		Apiaceae	DTOL		
Physospermum	cornubiense		Apiaceae	DTOL		
Pimpinella	major		Apiaceae	DTOL		
Pimpinella	saxifraga		Apiaceae	DTOL		
Sanicula	europaea		Apiaceae	DTOL		
Scandix	pecten-veneris		Apiaceae	DTOL		
Selinum	carvifolia		Apiaceae	DTOL		
Seseli	libanotis		Apiaceae	DTOL		
Silaum	silaus		Apiaceae	DTOL		
Sison	amomum		Apiaceae	DTOL		
Sison	segetum		Apiaceae	DTOL		
Sium	latifolium		Apiaceae	DTOL		
Smyrnium	olusatrum		Apiaceae	DTOL		
Thysselinum	palustre		Apiaceae	DTOL		
Torilis	arvensis		Apiaceae	DTOL		
Torilis	japonica		Apiaceae	DTOL		
Torilis	nodosa		Apiaceae	DTOL		
Trinia	glauca		Apiaceae	DTOL		
Trocdaris	verticillata	1170862	Apiaceae	DTOL		
Arum	italicum		Araceae	DTOL		
Arum	maculatum		Araceae	DTOL	DTOL	DTOL
Lemna	gibba		Araceae	DTOL	DTOL	
Lemna	minor		Araceae	DTOL		
Lemna	minuta		Araceae	DTOL		
Lemna	trisulca		Araceae	DTOL		
Lemna	turionifera		Araceae	DTOL		
Lysichiton	americanus		Araceae	DTOL	DTOL	
Spirodela	polyrhiza		Araceae	DTOL		
Wolffia	arrhiza		Araceae	DTOL		
Tofieldia	pusilla		Tofieldiaceae	DTOL	DTOL	DTOL
Alisma	gramineum		Alismataceae	DTOL		
Alisma	lanceolatum		Alismataceae	DTOL		
Alisma	plantago-aquatica		Alismataceae	DTOL	DTOL	DTOL
Baldellia	ranunculoides		Alismataceae	DTOL		
Damasonium	alisma		Alismataceae	DTOL		
Luronium	natans		Alismataceae	DTOL		
Sagittaria	latifolia		Alismataceae	DTOL		
Sagittaria	sagittifolia		Alismataceae	DTOL		
Butomus	umbellatus		Butomaceae	DTOL	DTOL	DTOL
Egeria	densa		Hydrocharitaceae	DTOL		
Elodea	nuttallii		Hydrocharitaceae	DTOL	DTOL	DTOL
Hydrilla	verticillata		Hydrocharitaceae	DTOL		
Hydrocharis	morsus-ranae		Hydrocharitaceae	DTOL	DTOL	DTOL
Lagarosiphon	major		Hydrocharitaceae	DTOL		
Najas	flexilis		Hydrocharitaceae	DTOL		
Najas	marina		Hydrocharitaceae	DTOL		
Stratiotes	aloides		Hydrocharitaceae	DTOL		
Scheuchzeria	palustris		Scheuchzeriaceae	DTOL	DTOL	DTOL
Aponogeton	distachyos		Aponogetonaceae	DTOL	DTOL	DTOL
Triglochin	maritima		Juncaginaceae	DTOL		
Triglochin	palustris		Juncaginaceae	DTOL	DTOL	DTOL
Zostera	marina		Zosteraceae	DTOL	DTOL	DTOL
Zostera	noltei		Zosteraceae	DTOL		
Groenlandia	densa		Potamogetonaceae	DTOL	DTOL	DTOL
Potamogeton	acutifolius		Potamogetonaceae	DTOL		
Potamogeton	alpinus		Potamogetonaceae	DTOL		
Potamogeton	berchtoldii		Potamogetonaceae	DTOL		
Potamogeton	coloratus		Potamogetonaceae	DTOL		
Potamogeton	compressus		Potamogetonaceae	DTOL		
Potamogeton	crispus		Potamogetonaceae	DTOL		
Potamogeton	epihydrus		Potamogetonaceae	DTOL		
Potamogeton	friesii		Potamogetonaceae	DTOL		
Potamogeton	gramineus		Potamogetonaceae	DTOL		
Potamogeton	lucens		Potamogetonaceae	DTOL		
Potamogeton	natans		Potamogetonaceae	DTOL		
Potamogeton	nodosus		Potamogetonaceae	DTOL		
Potamogeton	obtusifolius		Potamogetonaceae	DTOL		
Potamogeton	perfoliatus		Potamogetonaceae	DTOL		
Potamogeton	polygonifolius		Potamogetonaceae	DTOL	DTOL	DTOL
Potamogeton	praelongus		Potamogetonaceae	DTOL		
Potamogeton	pusillus		Potamogetonaceae	DTOL		
Potamogeton	rutilus		Potamogetonaceae	DTOL		
Potamogeton	trichoides		Potamogetonaceae	DTOL		
Stuckenia	filiformis		Potamogetonaceae	DTOL		
Stuckenia	pectinata		Potamogetonaceae	DTOL		
Zannichellia	obtusifolia		Potamogetonaceae	DTOL		
Zannichellia	palustris		Potamogetonaceae	DTOL	DTOL	
Ruppia	maritima		Ruppiaceae	DTOL	DTOL	DTOL
Ruppia	spiralis	83789	Ruppiaceae	DTOL		
Narthecium	ossifragum		Nartheciaceae	DTOL	DTOL	DTOL
Tamus	communis	55634	Dioscoreaceae	DTOL	DTOL	DTOL
Paris	quadrifolia		Melanthiaceae	DTOL	DTOL	DTOL
Colchicum	autumnale		Colchicaceae	DTOL	DTOL	DTOL
Gagea	bohemica		Liliaceae	DTOL		
Gagea	lutea		Liliaceae	DTOL	DTOL	
Gagea	serotina		Liliaceae	DTOL	DTOL	DTOL
Fritillaria	meleagris		Liliaceae	DTOL		
Anacamptis	morio		Orchidaceae	DTOL		
Anacamptis	pyramidalis		Orchidaceae	DTOL		
Cephalanthera	damasonium		Orchidaceae	DTOL		
Cephalanthera	longifolia		Orchidaceae	DTOL		
Cephalanthera	rubra		Orchidaceae	DTOL		
Coeloglossum	viride	230577	Orchidaceae	DTOL		
Corallorhiza	trifida		Orchidaceae	DTOL		
Cypripedium	calceolus		Orchidaceae	DTOL	DTOL	
Dactylorhiza	fuchsii		Orchidaceae	DTOL		
Dactylorhiza	incarnata		Orchidaceae	DTOL	DTOL	
Dactylorhiza	kerryensis		Orchidaceae	DTOL		
Dactylorhiza	maculata		Orchidaceae	DTOL		
Dactylorhiza	praetermissa		Orchidaceae	DTOL		
Dactylorhiza	purpurella		Orchidaceae	DTOL		
Dactylorhiza	traunsteinerioides		Orchidaceae	DTOL		
Epipactis	atrorubens		Orchidaceae	DTOL		
Epipactis	dunensis		Orchidaceae	DTOL		
Epipactis	helleborine		Orchidaceae	DTOL		
Epipactis	leptochila		Orchidaceae	DTOL		
Epipactis	palustris		Orchidaceae	DTOL		
Epipactis	phyllanthes		Orchidaceae	DTOL		
Epipactis	purpurata		Orchidaceae	DTOL		
Epipactis	sancta		Orchidaceae	DTOL		
Epipogium	aphyllum		Orchidaceae	DTOL		
Goodyera	repens		Orchidaceae	DTOL		
Gymnadenia	borealis		Orchidaceae	DTOL		
Gymnadenia	conopsea		Orchidaceae	DTOL		
Gymnadenia	densiflora	97906	Orchidaceae	DTOL		
Hammarbya	paludosa		Orchidaceae	DTOL		
Herminium	monorchis		Orchidaceae	DTOL		
Himantoglossum	hircinum		Orchidaceae	DTOL		
Liparis	loeselii		Orchidaceae	DTOL		
Neotinea	maculata		Orchidaceae	DTOL		
Neotinea	ustulata		Orchidaceae	DTOL		
Neottia	cordata		Orchidaceae	DTOL		
Neottia	nidus-avis		Orchidaceae	DTOL		
Neottia	ovata		Orchidaceae	DTOL		
Ophrys	apifera		Orchidaceae	DTOL	DTOL	DTOL
Ophrys	fuciflora		Orchidaceae	DTOL		
Ophrys	insectifera		Orchidaceae	DTOL		
Ophrys	sphegodes		Orchidaceae	DTOL		
Orchis	anthropophora		Orchidaceae	DTOL		
Orchis	mascula		Orchidaceae	DTOL		
Orchis	militaris		Orchidaceae	DTOL		
Orchis	purpurea		Orchidaceae	DTOL		
Orchis	simia		Orchidaceae	DTOL		
Platanthera	bifolia		Orchidaceae	DTOL		
