distribution,max,median,minimum,resolved_name
6-8-9-10,10,9,6,Euphorbia hirta
30,30,30,30,Euphorbia hispida
30,30,30,30,Euphorbia hormentiana
20,20,20,20,Euphorbia horombensis
11,11,11,11,Euphorbia humifusa
18,18,18,18,Euphorbia hyberna
10,10,10,10,Euphorbia hylonoma
8-14-16-28,28,14,8,Euphorbia hypericifolia
6-7,7,6,6,Euphorbia hyssopifolia
28,28,28,28,Euphorbia iberica
10-16,16,10,10,Euphorbia illirica
10-20,20,10,10,Euphorbia inaequilatera
11,11,11,11,Euphorbia inappendiculata
9,9,9,9,Euphorbia indivisa
20,20,20,20,Euphorbia ingens
18,18,18,18,Euphorbia insularis
32,32,32,32,Euphorbia invenusta
14,14,14,14,Euphorbia ipecacuanhae
20,20,20,20,Euphorbia isaloensis
9,9,9,9,Euphorbia isatidifolia
14,14,14,14,Euphorbia jolkinii
28,28,28,28,Euphorbia klotzschii
10,10,10,10,Euphorbia kotschyana
20,20,20,20,Euphorbia lacei
20,20,20,20,Euphorbia lactea
8-9,9,8,8,Euphorbia lagascae
10,10,10,10,Euphorbia lamarckii
28,28,28,28,Euphorbia lata
19,19,19,19,Euphorbia lateriflora
10,10,10,10,Euphorbia lathyris
10,10,10,10,Euphorbia latimammillaris
12,12,12,12,Euphorbia leucocephala
17,17,17,17,Euphorbia lomelii
20,20,20,20,Euphorbia lophogona
14-18-20,20,20,14,Euphorbia lucida
14-20-28-30,30,14,14,Euphorbia lucorum
17,17,17,17,Euphorbia lugardae
8,8,8,8,Euphorbia macgillivrayi
9,9,9,9,Euphorbia macroclada
6-7-12-14-20-21-28,28,14,6,Euphorbia maculata
8,8,8,8,Euphorbia maddenii
18,18,18,18,Euphorbia magnifica
20,20,20,20,Euphorbia mahafalensis
17,17,17,17,Euphorbia major
10,10,10,10,Euphorbia maresii
10,10,10,10,Euphorbia maresii subsp. balearica
13-14,14,13,13,Euphorbia margalidiana
27-28,28,28,27,Euphorbia marginata
10,10,10,10,Euphorbia marschalliana
36,36,36,36,Euphorbia matritensis
19,19,19,19,Euphorbia mauritanica
8,8,8,8,Euphorbia medicaginea
7,7,7,7,Euphorbia megalatlantica
8,8,8,8,Euphorbia melanadenia
7,7,7,7,Euphorbia melitensis
20,20,20,20,Euphorbia mellifera
10,10,10,10,Euphorbia meloformis
10,10,10,10,Euphorbia meloformis subsp. valida
8,8,8,8,Euphorbia micradenia
9,9,9,9,Euphorbia microsciadia
14-19-20-21,21,20,14,Euphorbia milii
20,20,20,20,Euphorbia milii var. hislopii
12-18-20,20,20,12,Euphorbia milii var. splendens
12,12,12,12,Euphorbia missurica
8,8,8,8,Euphorbia mitchelliana
10,10,10,10,Euphorbia monteiroi
11,11,11,11,Euphorbia muelleri
19,19,19,19,Euphorbia multiformis
10,10,10,10,Euphorbia myrsinites
11,11,11,11,Euphorbia myrtoides
18,18,18,18,Euphorbia neoarborescens
18,18,18,18,Euphorbia neococcinea
18,18,18,18,Euphorbia neocrispa
20,20,20,20,Euphorbia neohumbertii
48-49,49,48,48,Euphorbia neomontana
19,19,19,19,Euphorbia neoparviflora
16,16,16,16,Euphorbia neorubella
32,32,32,32,Euphorbia neostolonifera
30-40-45-90,90,40,30,Euphorbia neriifolia
10-20,20,10,10,Euphorbia nevadensis
10,10,10,10,Euphorbia nevadensis subsp. aragonensis
10-30,30,10,10,Euphorbia nevadensis subsp. bolosii
9-10-28,28,9,9,Euphorbia nicaeensis
9,9,9,9,Euphorbia nicaeensis subsp. prostrata
9,9,9,9,Euphorbia nicaeensis var. hispanica
18-30,30,30,18,Euphorbia nivulia
20,20,20,20,Euphorbia norfolkiana
10,10,10,10,Euphorbia nubica
6-7-20,20,6,6,Euphorbia nutans
10,10,10,10,Euphorbia obesa
8,8,8,8,Euphorbia oblongifolia
50,50,50,50,Euphorbia officinarum subsp. echinus
8,8,8,8,Euphorbia ophthalmica
10-16,16,16,10,Euphorbia oxyphylla
8-10,10,10,8,Euphorbia palustris
6-7-18,18,7,6,Euphorbia paniculata subsp. welwitschii
9,9,9,9,Euphorbia pannonica
8-11,11,8,8,Euphorbia paralias
7,7,7,7,Euphorbia parvicaruncula
8-9-14,14,9,8,Euphorbia parviflora
9-12,12,12,9,Euphorbia pediculifera
12-14-26-28,28,14,12,Euphorbia pekinensis
14,14,14,14,Euphorbia peltata
28,28,28,28,Euphorbia pentadactyla
10,10,10,10,Euphorbia pentagona
8-11-12-16,16,8,8,Euphorbia peplus
8,8,8,8,Euphorbia peplus var. minima
16,16,16,16,Euphorbia peritropoides
17,17,17,17,Euphorbia personata
7,7,7,7,Euphorbia petiolata
18,18,18,18,Euphorbia petitiana
9-16-18,18,9,9,Euphorbia pilosa
10-20,20,10,10,Euphorbia piscatoria
10-14-18,18,18,10,Euphorbia pithyusa
18,18,18,18,Euphorbia pithyusa subsp. cupanii
14,14,14,14,Euphorbia platyphylla
7-14-15-18,18,14,7,Euphorbia platyphyllos
13,13,13,13,Euphorbia polycarpa
7,7,7,7,Euphorbia polygalifolia
7,7,7,7,Euphorbia polygalifolia subsp. hirta
10,10,10,10,Euphorbia polygona
13,13,13,13,Euphorbia polygonifolia
8-9-20,20,8,8,Euphorbia portlandica
20,20,20,20,Euphorbia portulacoides
20-40,40,20,20,Euphorbia primulifolia
8,8,8,8,Euphorbia procera
10,10,10,10,Euphorbia procumbens
14,14,14,14,Euphorbia prolifera
6-9-10,10,9,6,Euphorbia prostrata
19,19,19,19,Euphorbia pseudolaevis
5-8-10,10,8,5,Euphorbia pterococca
8-13-14-15-21-22-28,28,14,8,Euphorbia pulcherrima
30,30,30,30,Euphorbia quartziticola
10,10,10,10,Euphorbia regis-jubae
6,6,6,6,Euphorbia retusa
10,10,10,10,Euphorbia revoluta
35,35,35,35,Euphorbia rhizophora
10,10,10,10,Euphorbia rigida
9,9,9,9,Euphorbia rimarum
17,17,17,17,Euphorbia ritchiei
9,9,9,9,Euphorbia rosea
9-10,10,10,9,Euphorbia rothiana
15-30-60,60,60,15,Euphorbia royleana
9,9,9,9,Euphorbia rupestris
18-20,20,18,18,Euphorbia salicifolia
30,30,30,30,Euphorbia sarcodes
9,9,9,9,Euphorbia saxatilis
10,10,10,10,Euphorbia schimperiana
13,13,13,13,Euphorbia schizoloba
17,17,17,17,Euphorbia schubei
11,11,11,11,Euphorbia schultzii
18,18,18,18,Euphorbia sciadophila
10-14,14,14,10,Euphorbia scordiifolia
8-9,9,8,8,Euphorbia segetalis
8-9,9,8,8,Euphorbia segetalis var. pinea
8-9-20,20,9,8,Euphorbia seguieriana
9,9,9,9,Euphorbia seguieriana subsp. niciciana
10,10,10,10,Euphorbia semiperfoliata
6-8-11-12,12,11,6,Euphorbia serpens
7-11-14,14,11,7,Euphorbia serpyllifolia
9,9,9,9,Euphorbia serrata
8,8,8,8,Euphorbia setiloba
10,10,10,10,Euphorbia sieboldiana
12,12,12,12,Euphorbia sikkimensis
10,10,10,10,Euphorbia sojakii
8,8,8,8,Euphorbia sororia
6-8,8,8,6,Euphorbia sparrmanii
8,8,8,8,Euphorbia spinea
6-7,7,7,6,Euphorbia spinosa
13,13,13,13,Euphorbia squamigera
16,16,16,16,Euphorbia squamosa
21-42,42,21,21,Euphorbia stevenii
6,6,6,6,Euphorbia stictospora
5-7-10-14,14,7,5,Euphorbia stricta
17,17,17,17,Euphorbia succulenta var. congesta
10,10,10,10,Euphorbia sulcata
7,7,7,7,Euphorbia sultan-hassei
10,10,10,10,Euphorbia szovitsii
7,7,7,7,Euphorbia tannensis
7,7,7,7,Euphorbia tannensis subsp. eremophila
14-16,16,14,14,Euphorbia taurinensis
9-10-18,18,9,9,Euphorbia terracina
14,14,14,14,Euphorbia theriaca
9-10,10,9,9,Euphorbia thymifolia
10,10,10,10,Euphorbia tirucalli
17-18,18,17,17,Euphorbia tithymaloides
17,17,17,17,Euphorbia tithymaloides subsp. smallii
6,6,6,6,Euphorbia trinervia
10,10,10,10,Euphorbia tshuiensis
10,10,10,10,Euphorbia tuckeyana
7,7,7,7,Euphorbia uliginosa
17-18,18,18,17,Euphorbia umbellata
8,8,8,8,Euphorbia valerianifolia
10,10,10,10,Euphorbia variabilis
8,8,8,8,Euphorbia vermiculata
7-9,9,7,7,Euphorbia verrucosa
20,20,20,20,Euphorbia viguieri
10,10,10,10,Euphorbia wallichii
11,11,11,11,Euphorbia wheeleri
17,17,17,17,Euphorbia yattana
23,23,23,23,Euphorbia Ã pseudovirgata
10,10,10,10,Euphorbia × navae
25,25,25,25,Euphorbia × pseudoesula
22,22,22,22,Euphrasia arctica
22,22,22,22,Euphrasia arctica subsp. borealis
22,22,22,22,Euphrasia arctica subsp. tenuis
22,22,22,22,Euphrasia brevipila
44,44,44,44,Euphrasia formosissima
22,22,22,22,Euphrasia frigida
11-22-28,28,11,11,Euphrasia hirtella
2-22,22,22,2,Euphrasia micrantha
22,22,22,22,Euphrasia nemorosa
22,22,22,22,Euphrasia oakesii
44,44,44,44,Euphrasia ostenfeldii
22,22,22,22,Euphrasia pectinata
20-22-23-24-25,25,22,20,Euphrasia salisburgensis
11-19-21-22-24,24,22,11,Euphrasia stricta
22,22,22,22,Euphrasia stricta var. tatarica
22,22,22,22,Euphrasia tetraquetra
22,22,22,22,Euphrasia vernalis
21,21,21,21,Euploca convolvulacea
21,21,21,21,Euploca fruticosa
12-24,24,12,12,Euploca rariflora
10,10,10,10,Eupomatia bennettii
10,10,10,10,Eupomatia laurina
14,14,14,14,Euptelea pleiosperma
7-14,14,14,7,Euptelea polyandra
24,24,24,24,Euroschinus papuanus
23-29,29,29,23,Eurya acuminata
42,42,42,42,Eurya emarginata
21,21,21,21,Eurya glaberrima
21-22,22,21,21,Eurya japonica
29,29,29,29,Euryale ferox
9-18,18,9,9,Eurybia avita
9-18,18,18,9,Eurybia chlorolepis
9,9,9,9,Eurybia compacta
54-56-61-63,63,54,54,Eurybia conspicua
9-10,10,9,9,Eurybia divaricata
9,9,9,9,Eurybia eryngiifolia
9,9,9,9,Eurybia furcata
9-18,18,9,9,Eurybia hemispherica
9-10,10,9,9,Eurybia integrifolia
27-36,36,27,27,Eurybia jonesiae
36,36,36,36,Eurybia macrophylla
18,18,18,18,Eurybia merita
9,9,9,9,Eurybia mirabilis
18,18,18,18,Eurybia paludosa
9-18,18,9,9,Eurybia radula
9,9,9,9,Eurybia radulina
27,27,27,27,Eurybia saxicastellii
9-27,27,27,9,Eurybia schreberi
9,9,9,9,Eurybia sibirica
36,36,36,36,Eurybia spectabilis
9,9,9,9,Eurybia spinulosa
18,18,18,18,Eurybia surculosa
36,36,36,36,Eurybia × herveyi
25,25,25,25,Eurychone rothschildiana
12,12,12,12,Eurychorda complanata
13,13,13,13,Eurycorymbus cavaleriei
23,23,23,23,Euryodendron excelsum
11,11,11,11,Euryomyrtus maidenii
11,11,11,11,Euryomyrtus ramosissima
10,10,10,10,Euryops abrotanifolius
10,10,10,10,Euryops annae
10,10,10,10,Euryops brachypodus
10,10,10,10,Euryops brevilobus
10-11,11,10,10,Euryops brownei
10,10,10,10,Euryops candollei
10,10,10,10,Euryops chrysanthemoides
30,30,30,30,Euryops cuneatus
10,10,10,10,Euryops dacrydioides
10,10,10,10,Euryops decumbens
10,10,10,10,Euryops empetrifolius
10,10,10,10,Euryops euryopoides
10,10,10,10,Euryops floribundus
10,10,10,10,Euryops galpinii
20,20,20,20,Euryops glutinosus
10,10,10,10,Euryops imbricatus
10,10,10,10,Euryops indecorus
10-20,20,10,10,Euryops lateriflorus
10,10,10,10,Euryops latifolius
10,10,10,10,Euryops linearis
10,10,10,10,Euryops marlothii
10-20,20,10,10,Euryops multifidus
10-15,15,10,10,Euryops othonnoides
10,10,10,10,Euryops pectinatus
10,10,10,10,Euryops pinnatipartitus
10,10,10,10,Euryops prostratus
10,10,10,10,Euryops rehmannii
10,10,10,10,Euryops rupestris
10,10,10,10,Euryops spathaceus
10,10,10,10,Euryops speciosissimus
10-20,20,10,10,Euryops subcarnosus
10,10,10,10,Euryops trifidus
10,10,10,10,Euryops virgineus
10,10,10,10,Euryops wageneri
7,7,7,7,Eurytaenia hinckleyi
10-20,20,20,10,Eustachys distichophylla
20,20,20,20,Eustachys paspaloides
20,20,20,20,Eustachys petraea
20,20,20,20,Eustachys uliginosa
8-23,23,8,8,Eustephia coccinea
36,36,36,36,Eustoma exaltatum
9-36,36,36,9,Eustoma grandiflorum
10,10,10,10,Eustrephus latifolius
8-16,16,8,8,Eutaxia densifolia
8,8,8,8,Eutaxia epacridoides
8,8,8,8,Eutaxia parvifolia
8,8,8,8,Eutaxia virgata
18,18,18,18,Euterpe precatoria
18,18,18,18,Euterpe precatoria var. longivaginata
18,18,18,18,Eutetras palmeri
18,18,18,18,Eutetras pringlei
9-27,27,9,9,Euthamia graminifolia
9-18-27,27,18,9,Euthamia gymnospermoides
9-18-27,27,18,9,Euthamia leptocephala
9,9,9,9,Euthamia occidentalis
7-14,14,7,7,Eutrema deltoideum
9-14-18-21-28,28,14,9,Eutrema edwardsii
7,7,7,7,Eutrema halophilum
7-14,14,7,7,Eutrema heterophyllum
14,14,14,14,Eutrema japonicum
7,7,7,7,Eutrema salsugineum
14,14,14,14,Eutrema tenue
14,14,14,14,Eutrema yunnanense
10,10,10,10,Eutrochium dubium
10,10,10,10,Eutrochium fistulosum
10,10,10,10,Eutrochium maculatum
10,10,10,10,Eutrochium maculatum var. bruneri
10,10,10,10,Eutrochium maculatum var. foliosum
10,10,10,10,Eutrochium purpureum
10,10,10,10,Eutrochium steelei
13,13,13,13,Evax multicaulis
8,8,8,8,Eversmannia subspinosa
11-12-13,13,13,11,Evolvulus alsinoides
13,13,13,13,Evolvulus convolvuloides
13,13,13,13,Evolvulus elegans
13,13,13,13,Evolvulus filipes
13,13,13,13,Evolvulus glomeratus
12,12,12,12,Evolvulus nummularius
13,13,13,13,Evolvulus sericeus
14,14,14,14,Ewartia catipes
28,28,28,28,Ewartia meredithae
14,14,14,14,Ewartia nubigena
14,14,14,14,Ewartia planchonii
14,14,14,14,Ewartia sinclairii
10,10,10,10,Exaculum pusillum
18,18,18,18,Exacum affine
17-34,34,17,17,Exacum atropurpureum
34,34,34,34,Exacum courtallense
28,28,28,28,Exacum lawii
15-27-28-31,31,28,15,Exacum pedunculatum
31,31,31,31,Exacum petiolare
31,31,31,31,Exacum pumilum
31,31,31,31,Exacum sessile
16-18,18,16,16,Exacum tenue
9-31-34,34,31,9,Exacum tetragonum
34,34,34,34,Exacum travancoricum
34,34,34,34,Exacum wightianum
32,32,32,32,Exbucklandia populnea
11-12,12,11,11,Excoecaria acerifolia
35-65-70,70,65,35,Excoecaria agallocha
6-11,11,11,6,Excoecaria cochinchinensis
8-16,16,16,8,Exhalimolobos parryi
16,16,16,16,Exhalimolobos weddellii
11,11,11,11,Exoacantha heterophylla
8-9,9,8,8,Exochorda racemosa
8,8,8,8,Exochorda racemosa subsp. giraldii
8,8,8,8,Exochorda racemosa subsp. serratifolia
12,12,12,12,Exodeconus prostratus
12,12,,12,Exostema lineatum
13-14,14,13,13,Exostema longiflorum
13,13,13,13,Exostema myrtifolium
13,13,13,13,Exostema nitens
11,11,11,11,Exostema subcordatum
10,10,10,10,Exotheca abyssinica
10,10,10,10,Eysenhardtia polystachya
10,10,10,10,Eysenhardtia texana
17,17,17,17,Faberia cavaleriei
17,17,17,17,Faberia nanchuanensis
17,17,17,17,Faberia sinensis
17,17,17,17,Faberia thibetica
9,9,9,9,Fabiana densa
9,9,9,9,Fabiana denudata
9,9,9,9,Fabiana imbricata
9,9,9,9,Fabiana patagonica
9,9,9,9,Fabiana punensis
7-14,14,14,7,Facelis retusa
11,11,11,11,Fagelia bituminosa
9-22,22,9,9,Fagonia bruguieri
9-10-11,11,9,9,Fagonia cretica
10,10,10,10,Fagonia densa
12,12,12,12,Fagonia glutinosa
9,9,9,9,Fagonia indica
10,10,10,10,Fagonia laevis
10,10,10,10,Fagonia lahovarii
10,10,10,10,Fagonia mollis
11,11,11,11,Fagonia olivieri
9,9,9,9,Fagonia orientalis
11,11,11,11,Fagonia pachyacantha
10,10,10,10,Fagonia palmeri
11,11,11,11,Fagonia paulayana
10,10,10,10,Fagonia scabra
9,9,9,9,Fagonia zilloides
8-12-16,16,8,8,Fagopyrum acutatum
8-9-16,16,8,8,Fagopyrum esculentum
8,8,8,8,Fagopyrum gracilipedoides
16,16,16,16,Fagopyrum gracilipes
8,8,8,8,Fagopyrum jinshaense
8,8,8,8,Fagopyrum kashmirianum
8,8,8,8,Fagopyrum pleioramosum
8-16,16,8,8,Fagopyrum tataricum
16,16,16,16,Fagopyrum zuogongense
33,33,33,33,Fagraea ceilanica
6,6,6,6,Fagraea fragrans
6,6,6,6,Fagraea litoralis
12-45,45,12,12,Fagus orientalis
11-12,12,12,11,Fagus sylvatica
13,13,13,13,Faidherbia albida
11,11,11,11,Falcaria vulgaris
13,13,13,13,Falcataria moluccana
22,22,22,22,Falconeria insignis
10,10,10,10,Fallopia aubertii
10,10,10,10,Fallopia baldschuanica
10-11,11,11,10,Fallopia cilinodis
10-20,20,20,10,Fallopia convolvulus
10,10,10,10,Fallopia dumetorum
10,10,10,10,Fallopia koreana
40,40,40,40,Fallopia pterocarpa
10-17,17,10,10,Fallopia scandens
9-14,14,14,9,Fallugia paradoxa
30,30,30,30,Farfugium hiberniflorum
30-31,31,30,30,Farfugium japonicum
30,30,30,30,Farfugium japonicum var. giganteum
30,30,30,30,Farfugium japonicum var. luchuense
24,24,24,24,Fargesia canaliculata
24,24,24,24,Fargesia ferax
24,24,24,24,Fargesia hainanensis
24,24,24,24,Fargesia spathacea
11,11,11,11,Farquharia elliptica
12-24-30-36-39,39,36,12,Farsetia aegyptia
12,12,12,12,Farsetia burtonae
12,12,12,12,Farsetia heliophila
12,12,12,12,Farsetia jacquemontii
12,12,12,12,Farsetia stenoptera
6-12-18,18,12,6,Farsetia stylosa
12,12,12,12,Farsetia undulicarpa
25,25,25,25,Fascicularia bicolor
13,13,13,13,Fatoua villosa
12-24,24,12,12,Fatsia japonica
24,24,24,24,Fatsia oligocarpella
9,9,9,9,Faucaria bosscheana
9,9,9,9,Faucaria felina
9,9,9,9,Faucaria felina subsp. britteniae
9,9,9,9,Faucaria felina subsp. tuberculosa
9,9,9,9,Faucaria tigrina
27,27,27,27,Faujasia pinifolia
10,10,10,10,Faujasiopsis flexuosa
10-12,12,10,10,Faujasiopsis reticulata
31,31,34,31,Fauria crista-galli
17,17,17,17,Favratia zoysii
16,16,16,16,Fedia cornucopiae
16-24,24,16,16,Fedia graciliflora
16,16,16,16,Fedia graciliflora subsp. calycina
16-24,24,16,16,Fedia graciliflora subsp. snassenorum
16,16,16,16,Fedia graciliflora subsp. sulcata
16,16,16,16,Fedia pallescens
16,16,16,16,Fedia pallescens subsp. hirsuta
17,17,17,17,Feeria angustifolia
11,11,11,11,Feldstonia nitens
9,9,9,9,Felicia abyssinica
9,9,9,9,Felicia alba
8-9,9,9,8,Felicia amelloides
8,8,8,8,Felicia amoena
9,9,9,9,Felicia anthemidodes
8,8,8,8,Felicia australis
6-9,9,6,6,Felicia bergeriana
9,9,9,9,Felicia boehmii
9,9,9,9,Felicia clavipilosa
8-9,9,8,8,Felicia drakensbergensis
9,9,9,9,Felicia dregei
9,9,9,9,Felicia dubia
9,9,9,9,Felicia echinata
8,8,8,8,Felicia elongata
18,18,18,18,Felicia fascicularis
9,9,9,9,Felicia filifolia
9,9,9,9,Felicia fruticosa
5,5,5,5,Felicia heterophylla
9,9,18,9,Felicia hyssopifolia subsp. hyssopifolia
9,9,9,9,Felicia linifolia
5,5,5,5,Felicia merxmuelleri
6,6,6,6,Felicia minima
9,9,9,9,Felicia mossamedensis
5,5,5,5,Felicia namaquana
9,9,9,9,Felicia petiolata
9,9,9,9,Felicia rosulata
9,9,9,9,Felicia smaragdina
8-9,9,9,8,Felicia tenella
9,9,9,9,Felicia welwitschii
9,9,9,9,Felicia wrightii
11,11,11,11,Fendlera wrightii
13,13,13,13,Fendlerella utahensis
11,11,11,11,Feretia aeruginescens
11,11,11,11,Feretia apodanthera
20,20,20,20,Fernandoa adenophylla
11,11,11,11,Ferocactus alamosanus
11,11,11,11,Ferocactus cylindraceus
11,11,11,11,Ferocactus cylindraceus subsp. lecontei
11,11,11,11,Ferocactus echidne
11,11,11,11,Ferocactus emoryi
11,11,11,11,Ferocactus fordii
11,11,11,11,Ferocactus glaucescens
11,11,11,11,Ferocactus gracilis
11,11,11,11,Ferocactus hamatacanthus
11,11,11,11,Ferocactus histrix
11,11,11,11,Ferocactus macrodiscus
11,11,11,11,Ferocactus peninsulae
11,11,11,11,Ferocactus peninsulae var. townsendianus
11,11,11,11,Ferocactus pilosus
11,11,11,11,Ferocactus recurvus
11,11,11,11,Ferocactus viridescens
11,11,11,11,Ferocactus wislizeni
10,10,10,10,Ferraria brevifolia
30,30,30,30,Ferraria crispa
10,10,10,10,Ferraria densipunctulata
10-15,15,10,10,Ferraria divaricata
10,10,10,10,Ferraria ferrariola
10,10,10,10,Ferraria foliosa
10-20,20,20,10,Ferraria glutinosa
10,10,10,10,Ferraria kamiesbergensis
10,10,10,10,Ferraria macrochlamys
20-30,30,20,20,Ferraria schaeferi
10,10,10,10,Ferraria uncinata
20-25-30,30,25,20,Ferraria variabilis
24-27,27,24,24,Ferreyranthus excelsus
18,18,18,18,Ferreyranthus rugosus
18,18,18,18,Ferreyranthus verbascifolius
23,23,23,23,Ferrocalamus strictus
11,11,11,11,Ferula akitschkensis
11,11,11,11,Ferula alaica
11,11,11,11,Ferula angreni
11,11,11,11,Ferula arrigonii
11,11,11,11,Ferula atlantica
11,11,11,11,Ferula badrakema
11,11,11,11,Ferula bucharica
11,11,11,11,Ferula bungeana
11,11,11,11,Ferula calcarea
11,11,11,11,Ferula caspica
11,11,11,11,Ferula ceratophylla
11,11,11,11,Ferula clematidifolia
11,11,11,11,Ferula communis
11,11,11,11,Ferula communis subsp. brevifolia
11,11,11,11,Ferula communis subsp. cardonae
11,11,11,11,Ferula communis subsp. catalaunica
10-11,11,11,10,Ferula communis subsp. linkii
11,11,11,11,Ferula conocaula
11,11,11,11,Ferula czatkalensis
11,11,11,11,Ferula dissecta
11,11,11,11,Ferula diversivittata
11,11,11,11,Ferula drudeana
11,11,11,11,Ferula dshizakensis
11,11,11,11,Ferula equisetacea
11,11,11,11,Ferula euxina
11,11,11,11,Ferula fedoroviorum
11,11,11,11,Ferula fedtschenkoana
11,11,11,11,Ferula ferganensis
11,11,11,11,Ferula flabelliloba
11,11,11,11,Ferula foetida
11,11,11,11,Ferula foetidissima
11,11,11,11,Ferula gigantea
11,11,11,11,Ferula glauca
11,11,11,11,Ferula gouliminensis
11,11,11,11,Ferula grigoriewii
11,11,11,11,Ferula gypsacea
11,11,11,11,Ferula haussknechtii
11,11,11,11,Ferula hermonis
11,11,11,11,Ferula heuffelii
11,11,11,11,Ferula inciso-serrata
11,11,11,11,Ferula jaeschkeana
11,11,11,11,Ferula karakalensis
11,11,11,11,Ferula karatavica
11,11,11,11,Ferula karategina
11,11,11,11,Ferula karelinii
11,11,11,11,Ferula kelleri
11,11,11,11,Ferula kingdon-wardii
11,11,11,11,Ferula kirialovii
11,11,11,11,Ferula kokanica
11,11,11,11,Ferula korshinskyi
11,11,11,11,Ferula koso-poljanskyi
11,11,11,11,Ferula kuhistanica
11,11,11,11,Ferula lapidosa
11,11,11,11,Ferula latisecta
11,11,11,11,Ferula lehmannii
11,11,11,11,Ferula leiophylla
11,11,11,11,Ferula leucographa
11,11,11,11,Ferula licentiana
11,11,11,11,Ferula licentiana var. tunshanica
11,11,11,11,Ferula linczevskii
11,11,11,11,Ferula lipskyi
11,11,11,11,Ferula lithophila
11,11,11,11,Ferula longipes
11,11,11,11,Ferula loscosii
11,11,11,11,Ferula lycia
11,11,11,11,Ferula malacophylla
11,11,11,11,Ferula mogoltavica
11,11,11,11,Ferula moschata
11,11,11,11,Ferula nuratavica
11,11,11,11,Ferula olivacea
11,11,11,11,Ferula oopoda
11,11,11,11,Ferula orientalis
11,11,11,11,Ferula ovina
11,11,11,11,Ferula pachyphylla
11,11,11,11,Ferula pallida
11,11,11,11,Ferula penninervis
11,11,11,11,Ferula renardii
11,11,11,11,Ferula rigidula
11,11,11,11,Ferula rubroarenosa
11,11,11,11,Ferula sadleriana
11,11,11,11,Ferula samarkandica
11,11,11,11,Ferula sauvagei
11,11,11,11,Ferula schtschurowskiana
11,11,11,11,Ferula seravschanica
11,11,11,11,Ferula songarica
11,11,11,11,Ferula syreitschikowii
11,11,11,11,Ferula szowitziana
11,11,11,11,Ferula tadshikorum
11,11,11,11,Ferula tatarica
11,11,11,11,Ferula taucumica
11,11,11,11,Ferula tenuisecta
11,11,11,11,Ferula tingitana
11,11,11,11,Ferula transiliensis
11,11,11,11,Ferula tschimganica
11,11,11,11,Ferula tuberifera
11,11,11,11,Ferula ugamica
11,11,11,11,Ferula varia
11,11,11,11,Ferula violacea
11,11,11,11,Ferulago angulata
11,11,11,11,Ferulago angulata subsp. carduchorum
11,11,11,11,Ferulago armena
11-33,33,11,11,Ferulago asparagifolia
11,11,11,11,Ferulago aucheri
11,11,11,11,Ferulago brachyloba
11-22,22,11,11,Ferulago galbanifera
11,11,11,11,Ferulago humilis
22,22,22,22,Ferulago lutea
11,11,11,11,Ferulago macrosciadea
33,33,33,33,Ferulago mughlae
11,11,11,11,Ferulago nodosa
11,11,11,11,Ferulago pachyloba
1-11,11,11,1,Ferulago platycarpa
11,11,11,11,Ferulago setifolia
11,11,11,11,Ferulago sylvatica
11,11,11,11,Ferulago sylvatica subsp. confusa
11,11,11,11,Ferulago thirkeana
11,11,11,11,Ferulago trachycarpa
11,11,11,11,Ferulago trojana
10,10,10,10,Ferulopsis hystrix
5,5,5,5,Fessia bisotunensis
5,5,5,5,Fessia furseorum
9,9,9,9,Fessia gorganica
5,5,5,5,Fessia greilhuberi
5,5,5,5,Fessia hohenackeri
5-8,8,5,5,Fessia puschkinioides
5,5,5,5,Fessia raewskiana
5,5,5,5,Fessia vvedenskyi
14,14,14,14,Festuca abyssinica
21,21,21,21,Festuca acanthophylla
21,21,21,21,Festuca achtarovii
21,21,21,21,Festuca actae
7,7,7,7,Festuca acuminata
14,14,14,14,Festuca africana
7-14-21,21,14,7,Festuca airoides
14,14,14,14,Festuca alatavica
7,7,7,7,Festuca alpestris
7,7,7,7,Festuca alpina
7-14-28,28,14,7,Festuca altaica
7-21,21,7,7,Festuca altissima
7-14,14,14,7,Festuca amethystina
14-21-22-28,28,21,14,Festuca ampla
14-20-21,21,21,14,Festuca amplissima
14,14,14,14,Festuca andicola
35,35,35,35,Festuca apuanica
7,7,7,7,Festuca arenicola
14,14,14,14,Festuca argentina
21,21,21,21,Festuca argentinensis
21,21,21,21,Festuca arizonica
14,14,14,14,Festuca armoricana
7-12-14-20-21-28-35-40-42,42,21,7,Festuca arundinacea
7-14-15-21,21,14,7,Festuca arvernensis
21,21,21,21,Festuca asplundii
14,14,14,14,Festuca auquieri
7,7,7,7,Festuca auriculata
21,21,21,21,Festuca azgarica
14,14,14,14,Festuca azucarica
14,14,14,14,Festuca baffinensis
7,7,7,7,Festuca balcanica
7-14,14,7,7,Festuca beckeri
21,21,21,21,Festuca billyi
7-21,21,7,7,Festuca borderei
7,7,7,7,Festuca borderii
7,7,7,7,Festuca bosniaca
14-21-22,22,21,14,Festuca brachyphylla
7,7,7,7,Festuca breistrofferi
7,7,7,7,Festuca brevissima
28,28,28,28,Festuca brigantina
14-28,28,14,14,Festuca brunnescens
14,14,14,14,Festuca burgundiana
7-12,12,7,7,Festuca burnatii
7,7,7,7,Festuca bushiana
7,7,7,7,Festuca caerulescens
28,28,28,28,Festuca californica
