order	lineage	superorder	family_scientific_name	scientific_name	english_name	ncbi_taxon_id	status	iucn_2016-2024	cites	main_project	second_project	publication	project	all_projects	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published	sequencing_status
f40	Fishes	Actinopterygii (Ray-finned Fishes)	Scombridae	Scomber japonicus	Pacific chub mackerel	13676		Least concern		VGP			VGP	VGP										
f40	Fishes	Actinopterygii (Ray-finned Fishes)	Scombridae	Scomber scombrus	Atlantic mackerel	13677		Least concern		DToL			VGP	DToL,VGP										
f40	Fishes	Actinopterygii (Ray-finned Fishes)	Scombridae	Arripis georgiana	Australian herring	3352246		Not evaluated		Minderoo OceanOmics			VGP	OG,VGP										
f41	Fishes	Actinopterygii (Ray-finned Fishes)	Mastacembelidae	Mastacembelus armatus	zig-zag eel	205130	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f42	Fishes	Actinopterygii (Ray-finned Fishes)	Anabantidae	Anabas testudineus	climbing perch	64144	4	Not evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f42	Fishes	Actinopterygii (Ray-finned Fishes)	Osphronemidae	Betta splendens	Siamese fighting fish	158456		Vulnerable		VGP			VGP	VGP										
f43	Fishes	Actinopterygii (Ray-finned Fishes)	Toxotidae	Toxotes jaculatrix	banded archerfish	941984	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectidae	Hippoglossus hippoglossus	Atlantic halibut	8267	4	Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectidae	Pleuronectes platessa	European plaice	8262		Least concern		DToL			VGP	DToL,VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectidae	Platichthys flesus	European flounder	8260		Least concern		DToL			VGP	DToL,VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectidae	Limanda limanda	common dab	27771		Least concern		DToL			VGP	DToL,VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectidae	Pseudopleuronectes americanus	winter flounder	8265		Not evaluated					VGP	VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectidae	Microstomus kitt	lemon sole	106175		Least concern		DToL			VGP	DToL,VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Soleidae	Solea solea	common sole	90069		Not evaluated		DToL			VGP	DToL,VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Soleidae	Microchirus variegatus	thickback sole	90074		Least concern		DToL?			VGP	DToL?,VGP										
f44	Fishes	Actinopterygii (Ray-finned Fishes)	Scophthalmidae	Scophthalmus maximus	turbot	52904		Least concern		DToL			VGP	DToL,VGP										
f45	Fishes	Actinopterygii (Ray-finned Fishes)		Xiphias gladius	swordfish	8245	2	Least concern					VGP	VGP										
f46	Fishes	Actinopterygii (Ray-finned Fishes)	Echeneidae	Echeneis naucrates	live sharksucker	173247	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f46	Fishes	Actinopterygii (Ray-finned Fishes)	Carangidae	Trachurus trachurus	Atlantic horse mackerel	36212		Vulnerable		DToL			VGP	DToL,VGP										
f46	Fishes	Actinopterygii (Ray-finned Fishes)	Sphyraenidae	Sphyraena novaehollandiae	snook	1680617				Minderoo OceanOmics			VGP	OG,VGP										
f47	Fishes	Actinopterygii (Ray-finned Fishes)	Ambassidae	Parambassis ranga	Indian glassy fish	210632	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f47	Fishes	Actinopterygii (Ray-finned Fishes)	Plesiopidae	Trachinops noarlungae	yellowhead hulafish	3231499				Minderoo OceanOmics			VGP	OG,VGP										
f48	Fishes	Actinopterygii (Ray-finned Fishes)	Cichlidae	Archocentrus centrarchus	flier cichlid	63155	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f48	Fishes	Actinopterygii (Ray-finned Fishes)	Cichlidae	Astatotilapia calliptera	Eastern happy	8154		Least concern		VGP			VGP	VGP										
f48	Fishes	Actinopterygii (Ray-finned Fishes)	Cichlidae	Haplochromis burtoni	Burton's mouthbrooder	8153		Least concern					VGP	VGP										
f48	Fishes	Actinopterygii (Ray-finned Fishes)	Cichlidae	Rhamphochromis chilingali	Chilingali cichlid	454631		Critically Endangered		DToL			VGP	DToL,VGP										
f48	Fishes	Actinopterygii (Ray-finned Fishes)	Cichlidae	Aulonocara stuartgranti	flavescent peacock cichlid	286572							VGP	VGP										
f49	Fishes	Actinopterygii (Ray-finned Fishes)	Scatophagidae	Scatophagus argus	spotted scat	75038	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f50	Fishes	Actinopterygii (Ray-finned Fishes)	Anablepidae	Anableps anableps	largescale four-eyes	195821	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f50	Fishes	Actinopterygii (Ray-finned Fishes)	Goodeidae	Girardinichthys multiradiatus	darkedged splitfin	208333		Endangered		VGP			VGP	VGP										
f50	Fishes	Actinopterygii (Ray-finned Fishes)	Fundulidae	Fundulus diaphanus	banded killifish	54267		Least concern		VGP			VGP	VGP										
f51	Fishes	Actinopterygii (Ray-finned Fishes)	Mugilidae	Chelon labrosus	thicklip grey mullet	48171	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f52	Fishes	Actinopterygii (Ray-finned Fishes)	Melanotaeniidae	Melanotaenia boesemani	Boeseman’s rainbowfish	1250792	4	Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f52	Fishes	Actinopterygii (Ray-finned Fishes)	Melanotaeniidae	Telmatherina bonti	telmatherina bonti	446457		Endangered		DToL			VGP	DToL,VGP										
f52	Fishes	Actinopterygii (Ray-finned Fishes)	Atherinopsidae	Odontesthes bonariensis	pejerrey	219752		Not Evaluated		VGP			VGP	VGP										
f53	Fishes	Actinopterygii (Ray-finned Fishes)	Belonidae	Xenentodon cancila	needlefish	129108	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f54	Fishes	Actinopterygii (Ray-finned Fishes)	Pholidichthyidae	Pholidichthys leucotaenia	convict blenny	390368	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f55	Fishes	Actinopterygii (Ray-finned Fishes)	Ammodytidae	Hyperoplus immaculatus	greater sand eel	1484357	4	Not Evaluated		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f55	Fishes	Actinopterygii (Ray-finned Fishes)	Ammodytidae	Ammodytes marinus	lesseer sand eel	146480		Not Evaluated		ERGA			VGP	ERGA,VGP										
f56	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniidae	Salarias fasciatus	jewelled blenny	181472	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f56	Fishes	Actinopterygii (Ray-finned Fishes)	Tripterygiidae	Tripterygion tripteronotum	red-black triplefin	152555		Least concern		ERGA			VGP	ERGA,VGP										
f56	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniidae	Blennius ocellaris	butterfly blenny	195075		Least concern		DToL			VGP	DToL,VGP										
f56	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniidae	Lipophrys pholis	shanny	56720		Least concern					VGP	VGP										
f56	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniidae	Blenniiformes	Cristiceps australis	879810		Least concern		Minderoo OceanOmics			VGP	OG,VGP										
f57	Fishes	Actinopterygii (Ray-finned Fishes)	Diretmidae	Diretmus argenteus	silver spinyfin	88656	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
f58	Fishes	Actinopterygii (Ray-finned Fishes)	Centrarchidae	Enoplosus armatus	old wife	215367	4	Least concern		Minderoo OceanOmics			VGP	OG,VGP	OG,VGP	OG,VGP	OG,VGP				OG,VGP			open
f58	Fishes	Actinopterygii (Ray-finned Fishes)	Centrarchidae	Micropterus salmoides	large-mouth bass	27706		Not Evaluated					VGP	VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Notolabrus celidotus	New Zealand spotty wrasse	1203425	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Tautogolabrus adspersus	cunner	34787		Least concern		VGP			VGP	VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Labrus mixtus	cuckoo wrasse	508554		Least concern		DToL			VGP	DToL,VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Symphodus melops	corkwing wrasse	171736		Least concern		DToL			VGP	DToL,VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Labrus bergylta	ballan wrasse	56723		Least concern		DToL			VGP	DToL,VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Thalassoma bifasciatum	bluehead wrasse	76338							VGP	VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Labridae	Notolabrus parilus	brownspotted wrasse	248063				Minderoo OceanOmics			VGP	OG,VGP										
f59	Fishes	Actinopterygii (Ray-finned Fishes)	Odacidae	Olisthops cyanomelas	herring cale	1605466				Minderoo OceanOmics			VGP	OG,VGP										
f60	Fishes	Actinopterygii (Ray-finned Fishes)		Drepane punctata	spotted sicklefish	75022	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Bovichtidae	Cottoperca gobio	channel bull blenny	56716	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Sparidae	Acanthopagrus latus	yellowfin sea bream	8177		Not Evaluated		VGP			VGP	VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Pholidae	Pholis gunnellus	rock gunnel	56726		Not Evaluated		DToL			VGP	DToL,VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Zoarcidae	Lycodopsis pacificus	blackbelly eelpout	1772091		Not Evaluated		VGP			VGP	VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Zoarcidae	Melanostigma gelatinosum	limp eelpout	1091424		Not Evaluated		DToL			VGP	DToL,VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Nototheniidae	Notothenia rossii	marbled rockcod	101497		Not Evaluated		DToL			VGP	DToL,VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Triglidae	Eutrigla gurnardus	grey gurnard	426098		Not Evaluated		DToL			VGP	DToL,VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Serranidae	Epinephelus rankini	rankin cod	2930458		Vulnerable		Minderoo OceanOmics			VGP	OG,VGP										
f61	Fishes	Actinopterygii (Ray-finned Fishes)	Platycephalidae	Leviprora inops	longhead flathead	1230797				Minderoo OceanOmics			VGP	OG,VGP										
f62	Fishes	Actinopterygii (Ray-finned Fishes)	Chaetodontidae	Chelmon rostratus	copperband butterflyfish	109905	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f62	Fishes	Actinopterygii (Ray-finned Fishes)	Chaetodontidae	Chaetodon trifascialis	chevron butterflyfish	109706		Near Threatened		Hypothalamus			VGP	Hypothalamus,VGP										
f63	Fishes	Actinopterygii (Ray-finned Fishes)	Datnioididae	Datnioides microlepis	Indonesian tiger perch	1367090	3	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP							in_progress
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Pristipomoides typus	sharptooth jobfish	264210	4	Least concern		Minderoo OceanOmics			VGP	OG,VGP	OG,VGP	OG,VGP	OG,VGP				OG,VGP			open
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Lutjanus quinquelineatus	five-lined snapper	396789		Least concern		Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Lutjanus carponotatus	stripey snapper	396785				Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Lutjanus fulviflamma	blackspot snapper	260525				Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Lutjanus russellii	Moses' snapper	232193				Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Lutjanus sebae	red emperor	232192				Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Lutjanus vitta	brownstripe snapper	379402				Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Symphorus nematophorus	chinamanfish	396798		Least concern		Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Lutjanidae	Caesio teres	yellow and blueback fusilier	1311420		Least concern		Minderoo OceanOmics			VGP	OG,VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Acanthuridae	Ctenochaetus striatus	striated surgeonfish	175436		Least concern					VGP	VGP										
f64	Fishes	Actinopterygii (Ray-finned Fishes)	Gerreidae	Parequula melbournensis	silverbelly	548269				Minderoo OceanOmics			VGP	OG,VGP										
f65	Fishes	Actinopterygii (Ray-finned Fishes)	Sparidae	Sparus aurata	gilthead seabream	8175	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f65	Fishes	Actinopterygii (Ray-finned Fishes)	Lethrinidae	Lethrinus nebulosus	spangled emperor	182658		Least concern		Minderoo OceanOmics			VGP	OG,VGP										
f65	Fishes	Actinopterygii (Ray-finned Fishes)	Lethrinidae	Lethrinus laticaudis	grass snapper	182655				Minderoo OceanOmics			VGP	OG,VGP										
f66	Fishes	Actinopterygii (Ray-finned Fishes)	Antennariidae	Antennarius maculatus	warty frogfish	882753	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f67	Fishes	Actinopterygii (Ray-finned Fishes)	Tetraodontidae	Takifugu rubripes	Japanese puffer (torafugu)	31033	4	Near Threatened		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f67	Fishes	Actinopterygii (Ray-finned Fishes)	Tetraodontidae	Diodon nicthemerus	globefish	1329242				Minderoo OceanOmics			VGP	OG,VGP										
f68	Fishes	Actinopterygii (Ray-finned Fishes)	Pempheridae	Pempheris klunzingeri	rough bullseye	490270	4	Not Evaluated		Minderoo OceanOmics			VGP	OG,VGP	OG,VGP	OG,VGP	OG,VGP				OG,VGP			open
f68	Fishes	Actinopterygii (Ray-finned Fishes)	Pempheridae	Pempheris schomburgkii	copper sweeper	1182198							VGP	VGP										
f68	Fishes	Actinopterygii (Ray-finned Fishes)	Pentacerotidae	Pentaceropsis recurvirostris	longsnout boarfish	334889				Minderoo OceanOmics			VGP	OG,VGP										
f69	Fishes	Actinopterygii (Ray-finned Fishes)	Apogonidae	Sphaeramia orbicularis	orbiculate cardinalfish	375764	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f70	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiesocidae	Gouania willdenowi	blunt-snouted clingfish	441366	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f71	Fishes	Actinopterygii (Ray-finned Fishes)	Trachinidae	Echiichthys vipera	lesser weever	94984	4	Not Evaluated		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f72	Fishes	Actinopterygii (Ray-finned Fishes)	Cyclopteridae	Cyclopterus lumpus	lumpfish	8103	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Sebastidae	Sebastes umbrosus	honeycomb rockfish	72105	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Sebastidae	Sebastes fasciatus	Acadian redfish	394691		Endangered					VGP	VGP										
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Sebastidae	Sebastes mentella	Deepwater redfish	394696							VGP	VGP										
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Cottidae	Taurulus bubalis	long-spined sea scorpion	61643		Least concern		DToL			VGP	DToL,VGP										
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Cottidae	Myoxocephalus scorpius	shorthorn sculpin	8097		Least concern					VGP	VGP										
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Gasterosteidae	Spinachia spinachia	sea stickleback	206126		Least concern					VGP	VGP										
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Gasterosteidae	Pungitius pungitius	ninespine stickleback	134920		Least concern		DToL			VGP	DToL,VGP										
f73	Fishes	Actinopterygii (Ray-finned Fishes)	Gasterosteidae	Gasterosteus aculeatus	three-spined stickleback	69293		Least concern		DToL			VGP	DToL,VGP										
f92	Fishes	Actinopterygii (Ray-finned Fishes)	Callionymidae	Neosynchiropus ocellatus	ocellated dragonet	34785	4	Least concern		Yggdrasil			VGP	VGP,YGG	VGP,YGG	VGP,YGG	VGP,YGG				VGP,YGG			open
f92	Fishes	Actinopterygii (Ray-finned Fishes)	Callionymidae	Synchiropus picturatus	picturesque dragonet	586865		Least concern		Yggdrasil			VGP	VGP,YGG										
f74	Fishes	Chondrichthyes (Cartilaginous Fishes)	Chimaeridae	Hydrolagus colliei	spotted ratfish	7873	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f75	Fishes	Chondrichthyes (Cartilaginous Fishes)	Heterodontidae	Heterodontus francisci	horn shark	7792	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f75	Fishes	Chondrichthyes (Cartilaginous Fishes)	Heterodontidae	Heterodontus portusjacksoni	Port Jackson shark	7793		Least concern		Minderoo OceanOmics			VGP	OG,VGP										
f76	Fishes	Chondrichthyes (Cartilaginous Fishes)	Hemiscylliidae	Hemiscyllium ocellatum	epaulette shark	170820	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f76	Fishes	Chondrichthyes (Cartilaginous Fishes)	Stegostomatidae	Stegostoma tigrinum	zebra shark	3053191		Endangered		VGP			VGP	VGP										
f76	Fishes	Chondrichthyes (Cartilaginous Fishes)	Orectolobidae	Orectolobus wardi	Northern wobbegong	582430				Minderoo OceanOmics			VGP	OG,VGP										
f77	Fishes	Chondrichthyes (Cartilaginous Fishes)	Alopiidae	Carcharodon carcharias	great white shark	13397	4	Vulnerable		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f77	Fishes	Chondrichthyes (Cartilaginous Fishes)	Alopiidae	Carcharias taurus	sand tiger shark	1810		Critically Endangered					VGP	VGP										
f77	Fishes	Chondrichthyes (Cartilaginous Fishes)	Alopiidae	Cetorhinus maximus	basking shark	57982		Endangered		DToL			VGP	DToL,VGP										
f78	Fishes	Chondrichthyes (Cartilaginous Fishes)	Scyliorhinidae	Scyliorhinus canicula	small-spotted catshark	7830	4	Least concern		Sanger 25G			VGP	25GP,VGP	25GP,VGP	25GP,VGP	25GP,VGP				25GP,VGP			open
f78	Fishes	Chondrichthyes (Cartilaginous Fishes)	Triakidae	Mustelus asterias	starry smooth-hound shark	112232		Near Threatened		DToL			VGP	DToL,VGP										
f78	Fishes	Chondrichthyes (Cartilaginous Fishes)	Triakidae	Galeorhinus galeus	school shark	86063		Minderoo OceonOmics					VGP	VGP										
f79	Fishes	Chondrichthyes (Cartilaginous Fishes)	Hexanchidae	Heptranchias perlo	sharpnose sevengill shark	212740	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f80	Fishes	Chondrichthyes (Cartilaginous Fishes)	Squalidae	Squalus acanthias	spiny dogfish	7797	3	Vulnerable					VGP	VGP	VGP	VGP	VGP							in_progress
f81	Fishes	Chondrichthyes (Cartilaginous Fishes)	Echinorhinidae	Echinorhinus cookei	prickly shark	7834	2	Not Evaluated					VGP	VGP										
f82	Fishes	Chondrichthyes (Cartilaginous Fishes)	Squatinidae	Squatina dumeril	Atlantic angel shark	303946	3	Not evaluated					VGP	VGP	VGP	VGP	VGP							in_progress
f83	Fishes	Chondrichthyes (Cartilaginous Fishes)	Pristiophoridae	Pristiophorus japonicus	Japanese sawshark	55135	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f84	Fishes	Chondrichthyes (Cartilaginous Fishes)	Narcinidae	Narcine bancroftii	lesser electric ray	1343680	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f85	Fishes	Chondrichthyes (Cartilaginous Fishes)	Rajidae	Amblyraja radiata	thorny skate	386614	4	Vulnerable		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f85	Fishes	Chondrichthyes (Cartilaginous Fishes)	Rajidae	Raja brachyura	blonde ray	223862		Near Threatened		DToL			VGP	DToL,VGP										
f86	Fishes	Chondrichthyes (Cartilaginous Fishes)	Pristidae	Pristis pectinata	smalltooth sawfish	685728	4	Critically Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f87	Fishes	Chondrichthyes (Cartilaginous Fishes)	Dasyatidae	Hypanus sabinus	Atlantic stingray	79690	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f87	Fishes	Chondrichthyes (Cartilaginous Fishes)	Potamotrygonidae	Potamotrygon marinae	gold dust stingray	2803083		Not evaluated					VGP	VGP										
f87	Fishes	Chondrichthyes (Cartilaginous Fishes)	Mobulidae	Mobula birostris	Atlantic manta ray	1983395		Endangered		VGP			VGP	VGP										
f88	Fishes	Sarcopterygii (Lobe-finned fishes)	Latimeriidae	Latimeria chalumnae	African coelacanth	7897	4	Critically Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f89	Fishes	Sarcopterygii (Lobe-finned fishes)	Protopteridae	Protopterus annectens	West African lungfish	7888	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f90	Fishes	Agnatha (Jawless Fishes)	Myxinidae	Myxine glutinosa	Atlantic hagfish	7769	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f91	Fishes	Agnatha (Jawless Fishes)	Petromyzontidae	Petromyzon marinus	sea lamprey	7757	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f91	Fishes	Agnatha (Jawless Fishes)	Petromyzontidae	Lampetra fluviatilis	European river lamprey	7748		Least concern					VGP	VGP										
i1	Invertebrates	Deuterostomes	Branchiostomatidae	Branchiostoma belcheri	belcher's lancelet	7741	4	Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
i1	Invertebrates	Deuterostomes	Branchiostomatidae	Branchiostoma floridae	Florida amphioxus	7739		Not Evaluated		VGP			VGP	VGP										
i1	Invertebrates	Deuterostomes	Branchiostomatidae	Branchiostoma lanceolatum	European lancelet	7740		Not Evaluated					VGP	VGP										
i2	Invertebrates	Deuterostomes	Asteriidae	Asterias rubens	common starfish	7604	4	Not Evaluated		Sanger 25G project			VGP	25GP,VGP	25GP,VGP	25GP,VGP	25GP,VGP				25GP,VGP			open
i3	Invertebrates	Deuterostomes	Harrimaniidae	Saccoglossus sp. HW-2024a	unclassified acorn worm	10224	4	Not Evaluated		Individual			VGP	Individual,VGP	Individual,VGP	Individual,VGP	Individual,VGP				Individual,VGP			open
i4	Invertebrates	Tunicata (Polyclinidae)	Polyclinidae	Aplidium turbinatum	clonial sea squirt	2771288	4	Not Evaluated		DToL		https://pubmed.ncbi.nlm.nih.gov/35694195/#affiliation-1	VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
i4	Invertebrates	Tunicata (Polyclinidae)	Corellidae	Corella eumyota	Orange-tipped sea squirt	431183		Not Evaluated		DToL			VGP	DToL,VGP										
i4	Invertebrates	Tunicata (Polyclinidae)	Clavelinidae	Clavelina lepadiformis	light-bulb sea squirt	159417		Not Evaluated		DToL			VGP	DToL,VGP										
i4	Invertebrates	Tunicata (Polyclinidae)	Clavelinidae	Ascidiella aspersa	European sea squirt	201961		Not Evaluated		DToL			VGP	DToL,VGP										
i4	Invertebrates	Tunicata (Polyclinidae)	Clavelinidae	Styela clava	leathery sea squirt	7725							VGP	VGP										
i4	Invertebrates	Tunicata (Ascidiidae)	Ascidiidae	Ascidia mentula	pink sea squirt	38561		Not Evaluated		DToL			VGP	DToL,VGP										
