institute	id_number	project	higher_group	family	genus	species	standard	buffer	mean1	mean2	cv1	cv2	ratio	ave_sample	ave_standard	gs_pg_2c_replicate	gs_pg_2c	gs_pg_1c	x1c_gbp	cv_sample	cv_standard	sd_r_sample	stdv_gs	measured_by	date	d_to_l_specimen_id	previous_estimate_2c_prime	comments_on_d_to_l_sample	x30	x32	primary
Offsite	MC9063	DTOL	Angiosperm	Plantaginaceae	Linaria	vulgaris	<Petro	GPB3%PVPBmet	204.13	483.19	2.91	2.71	2.367	209.56	489.55	NA	1.93	0.96	0.94	2.79	2.43	0.032	NA	Sahr Mian	28/08/2020	KDTOL10067	1.74 (2013)* 1.83 (2012)	NA	NA	NA	1
Offsite	MC9064	DTOL	Angiosperm	Hypericaceae	Hypericum	perforatum	<Solanum	GPB3%PVPBmet	362.09	451.95	2.56	2.93	1.248	379.91	469.7	NA	1.62	0.81	0.79	3.13	2.79	0.011	NA	Sahr Mian	9/1/2020	KDTOL10068	0.78 (2013)* 1.57 (2010)*	Sanger - low DNA yield	NA	NA	1
Offsite	MC9065	DTOL	Angiosperm	Asteraceae	Tanacetum	vulgare	>Petro	GPB3%PVPBmet	240.75	560.82	2.02	2.11	2.33	571.52	247.23	NA	10.4	5.2	5.09	1.9	2.35	0.026	NA	Sahr Mian	9/1/2020	KDTOL10069	7.8 (1998)* 10 (1998)	NA	NA	NA	1
RBGE	ZAG1893	DTOL	Angiosperm	Oleaceae	Ligustrum	vulgare	<Petro	GPB3%PVPBmet	364.47	480.60	2.68	1.92	1.319	378.24	497.64	NA	3.42	1.71	1.67	2.64	1.94	0.003	NA	Sahr Mian	25/08/2020	NA	3.05 (2013)* 3.14 (2010)	NA	NA	NA	1
RBGE	ZAG1906	DTOL	Angiosperm	Caprifoliaceae	Linnaea	borealis	<Petro	GPB3%PVPBmet	246.43	560.53	2.93	1.8	2.275	253.56	569.59	NA	2	1	0.98	2.68	1.67	0.027	NA	Sahr Mian	25/08/2020	NA	1.8 (2012)*	NA	NA	NA	1
RGBE	ZAG1905	DTOL	Angiosperm	Fabaceae	Lathyrus	japonicus	>Pisum	GPB3%PVPBmet	320.68	453.45	1.72	1.85	1.414	460.1	326.9	NA	12.79	6.4	6.26	1.84	1.9	0.007	NA	Sahr Mian	26/08/2020	NA	no previous estimate	NA	NA	NA	1
RBGE	ZAG1895	DTOL	Gymnosperm	Taxaceae	Taxus	baccata	<Allium	Ebihara	307.16	433.06	3.84	3.11	1.41	313.77	437.34	NA	25.03	12.52	12.24	3.69	2.93	0.017	NA	Sahr Mian	26/08/2020	NA	22.10 (1998)* 23.30 (2012),  previous Kew measuremeant 13	NA	NA	NA	1
RBGE	ZAG1907	DTOL	Angiosperm	Asteraceae	Cicerbita	alpina	>Pisum	GPB3%PVPBmet	306.42	404.54	2.24	2.58	1.32	409.53	310.27	NA	12	6	5.87	2.43	2.25	0.000	NA	Sahr Mian	26/08/2020	NA	5.81 (2013)*	potential tetraploid	NA	NA	1
RBGE	ZAG1903	DTOL	Angiosperm	Caprifoliaceae	Succisa	pratensis	<Pisum	GPB3%PVPBmet	237.08	388.35	3.13	2.07	1.638	240.96	393.65	NA	5.56	2.78	2.72	2.91	1.98	0.004	NA	Sahr Mian	26/08/2020	NA	5.55 (2010)*	NA	NA	NA	1
RBGE	ZAG1909	DTOL	Angiosperm	Rosaceae	Sorbus	aucuparia	<Solanum	GPB3%PVPBmet	216.67	302.97	4.22	3.57	1.398	211.24	359.33	NA	1.18	0.59	0.57	4.06	3.22	0.587	NA	Sahr Mian	26/08/2020	NA	1.42 (2013)* 1.03 (2008), kew estimates 1.60	tried with Ebihara, only two runs possible	NA	NA	1
RBGE	ZAG1904	DTOL	Angiosperm	Geraniaceae	Erodium	maritimum	<Petro	GPB3%PVPBmet	192.91	464.55	3.26	2.24	2.408	195.16	464.01	NA	1.89	0.95	0.93	3.3	2.4	0.028	NA	Sahr Mian	26/08/2020	NA	no previous estimate	NA	NA	NA	1
RBGE	ZAG1908	DTOL	Angiosperm	Orobanchaceae	Melampyrum	sylvaticum	>Petro	GPB3%PVPBmet	242.89	565.74	2.06	2.08	2.329	575.39	338.98	NA	7.64	3.82	3.74	1.82	1.89	0.008	NA	Sahr Mian	26/08/2020	NA	no previous estimate	NA	NA	NA	1
RBGE	ZAG1897	DTOL	Angiosperm	Ulmaceae	Ulmus	glabra	<Pisum	GPB3%PVPBmet	301.86	641.04	2.75	2.17	1.638	308.69	652.42	NA	4.3	2.15	2.1	2.57	2	0.004	NA	Sahr Mian	26/08/2020	NA	3.98 (2010)* 4.37 (2007)	NA	NA	NA	1
RBGE	ZAG1894	DTOL	Angiosperm	Rhamnaceae	Frangula	alnus	<Solanum	GPB3%PVPBmet	221.59	619.45	6.51	3.41	2.795	267.6	509.42	NA	1.05	0.53	0.51	6.51	3.41	0.830	NA	Sahr Mian	26/08/2020	NA	0.66 (2010)* 1.08 (2003)	Messy sample all buffers tried, only able to run once. Recollect next year, prev estimate 0.66	NA	NA	1
RBGE	ZAG1909	DTOL	Angiosperm	Rosaceae	Sorbus	aucuparia	<Solanum	Ebihara	276.23	386.40	5.02	3.39	1.399	297.09	483.35	NA	1.23	0.61	0.6	5.02	3.39	0.046	NA	Sahr Mian	26/08/2020	NA	Kew previous estimates 1.60	Messy sample all buffers tried, only able to run once. Recollect next year, prev estimate 0.66	NA	NA	1
RBGE	ZAG1896	DTOL	Monilophyte	Athyriaceae	Athyrium	distentifolium	>Pisum	Ebihara	304.97	522.40	1.95	3.2	1.32	540.06	310.38	NA	15.82	7.91	7.73	3.28	2.33	0.000	NA	Sahr Mian	27/08/2020	NA	no previous estimate	NA	NA	NA	1
RBGE	DB1411	DTOL	Bryophyte	Brachytheciaceae	Kindbergia	praelonga	<Solanum	GPB3%PVPBmet	294.93	715.43	3.69	2.56	4.801	310.97	736.12	NA	0.84	0.42	0.41	3.78	2.42	0.142	NA	Sahr Mian	27/08/2020	NA	NA	NA	NA	NA	1
RBGK	MC9066	DTOL	Angiosperm	Menyanthaceae	Nymphoides	peltata	<Petro	GPB3%PVPBmet	216.25	558.37	2.84	2.26	2.582	221.41	564.64	NA	1.76	0.88	0.86	2.73	2.27	0.033	NA	Sahr Mian	1/9/2020	KDTOL10070	1.4 (1988)*	NA	NA	NA	1
RBGK	MC9067	DTOL	Angiosperm	Aponogetonaceae	Aponogeton	distachyos	>Petro	GPB3%PVPBmet	238.96	569.00	2.9	2.63	2.381	579.67	246.26	NA	10.59	5.3	5.18	2.48	2.59	0.025	NA	Sahr Mian	1/9/2020	KDTOL10071	7.9 (1988)*	NA	NA	NA	1
RBGK	MC9068	DTOL	Angiosperm	Pontederiaceae	Pontederia	cordata	<Petro	GPB3%PVPBmet	186.54	611.15	2.77	2.45	3.276	192.57	619.57	NA	1.4	0.7	0.68	2.7	2.44	0.055	NA	Sahr Mian	1/9/2020	KDTOL10072	1.6 (1988)*	NA	NA	NA	1
RBGK	MC9069	DTOL	Angiosperm	Butomaceae	Butomus	umbellatus	>Petro	GPB3%PVPBmet	216.62	420.33	2.68	2.49	1.94	426.8	220.9	NA	8.69	4.35	4.25	2.27	2.76	0.009	NA	Sahr Mian	1/9/2020	KDTOL10073	11.27 (2014)*  9.8 (1988)	NA	NA	NA	1
RBGK	MC9070	DTOL	Angiosperm	Cyperaceae	Schoenoplectus	lacustris	<Petro	GPB3%PVPBmet	179.42	616.45	2.78	2.5	3.436	185.46	624.74	NA	1.34	0.67	0.65	2.97	2.22	0.069	NA	Sahr Mian	1/9/2020	KDTOL10074	1.13 (2014)*	NA	NA	NA	1
RBGE	ZAG1918	DTOL	Angiosperm	Oleaceae	Fraxinus	excelsior	<Petro	GPB3%PVPBmet	214.06	524.89	2.37	2.05	2.452	220.99	535.13	NA	1.86	0.93	0.91	2.24	1.93	0.030	NA	Sahr Mian	2/9/2020	NA	1.68 (2014)*  1.9 (1984)	This batch of RBGE samples was in the post for two days before arriving	NA	NA	1
RBGE	ZAG1902	DTOL	Angiosperm	Fagaceae	Quercus	petraea	<Petro	GPB3%PVPBmet	178.87	401.97	2.93	2.87	2.247	182.07	405.32	NA	2.02	1.01	0.99	2.97	2.57	0.020	NA	Sahr Mian	2/9/2020	NA	1.81 (2013)*  1.9 (1998)	NA	NA	NA	1
RBGE	ZAG1917	DTOL	Angiosperm	Lamiaceae	Prunella	vulgaris	<Petro	GPB3%PVPBmet	139.80	439.15	3.37	2.2	3.141	143.78	447.98	NA	1.44	0.72	0.71	3.19	2.24	0.022	NA	Sahr Mian	2/9/2020	NA	1.3 (2010)* 1.39 (2013)	NA	NA	NA	1
RBGE	ZAG1901	DTOL	Angiosperm	Cornaceae	Cornus	sanguinea	<Petro	GPB3%PVPBmet	228.82	396.99	3.51	2.52	1.735	232.62	401.67	NA	2.61	1.3	1.27	3.53	2.45	0.010	NA	Sahr Mian	2/9/2020	NA	2.32 (2010)*	NA	NA	NA	1
RBGE	ZAG1900	DTOL	Angiosperm	Juncaceae	Luzula	sylvatica	<Solanum	GPB3%PVPBmet	162.72	626.76	3.65	2.1	3.851	168.85	637.69	NA	0.53	0.26	0.26	3.52	2.01	0.077	NA	Sahr Mian	2/9/2020	NA	1.14 (2012)* 0.97 (2014)	G2 overlap with sol	look at results again	NA	1
RBGE	ZAG1899	DTOL	Angiosperm	Plantaginaceae	Plantago	lanceolata	<Petro	GPB3%PVPBmet	277.30	426.92	2.8	2	1.54	285.74	437.05	NA	2.94	1.47	1.44	2.49	2.1	0.010	NA	Sahr Mian	2/9/2020	NA	2.9 (2012)*	NA	NA	NA	1
RBGE	ZAG1898	DTOL	Angiosperm	Betulaceae	Alnus	glutinosa	<Solanum	GPB3%PVPBmet	224.25	417.69	3.91	3.42	1.863	231.13	427.69	NA	1.08	0.54	0.53	3.61	3.21	0.016	NA	Sahr Mian	2/9/2020	NA	previous sample 1.14 (1.34, 1.23 kew)	NA	NA	NA	1
RBGK	MC9071	DTOL	Angiosperm	Lamiaceae	Lamium	album	<Petro	GPB3%PVPBmet	171.83	407.85	2.59	2.18	2.374	183.65	425.57	NA	1.94	0.97	0.95	2.84	2.22	0.048	NA	Sahr Mian	3/9/2020	KDTOL10076	2.2 (1972)*	NA	NA	NA	1
RBGK	MC9072	DTOL	Angiosperm	Lamiaceae	Ballota	nigra	<Petro	GPB3%PVPBmet	204.72	318.83	2.53	2.81	1.557	210.57	325.91	NA	2.91	1.45	1.42	2.45	2.57	0.010	NA	Sahr Mian	3/9/2020	KDTOL10077	No previous estimate	NA	NA	NA	1
RBGK	MC9073	DTOL	Angiosperm	Primulaceae	Lysimachia	vulgaris	<Pisum	GPB3%PVPBmet	180.27	355.69	2.4	1.93	1.973	185.78	365.93	NA	4.61	2.31	2.26	2.27	1.65	0.003	NA	Sahr Mian	3/9/2020	KDTOL10078	No previous estimate	NA	NA	NA	1
RBGK	MC9074	DTOL	Angiosperm	Rosaceae	Comarum	palustre	<Petro	GPB3%PVPBmet	186.18	614.34	3.59	2.88	3.3	195.72	629.66	NA	1.4	0.7	0.68	3.61	2.76	0.080	NA	Sahr Mian	3/9/2020	KDTOL10079	1.07 (2016)*	NA	NA	NA	1
RBGK	MC9076	DTOL	Angiosperm	Lamiaceae	Thymus	serpyllum	<Petro	GPB3%PVPBmet	133.41	241.17	3.5	2.96	1.808	142.77	252.66	NA	2.54	1.27	1.24	3.34	2.91	0.035	NA	Sahr Mian	3/9/2020	KDTOL10081	No previous estimate	NA	NA	NA	1
RBGK	MC9077	DTOL	Angiosperm	Rosaceae	Geum	rivale	<Petro	GPB3%PVPBmet	198.30	352.31	3.71	2.62	1.777	209.15	364.73	NA	2.58	1.29	1.26	3.44	2.17	0.030	NA	Sahr Mian	3/9/2020	KDTOL10082	No previous estimate	NA	NA	NA	1
RBGK	MC9078	DTOL	Angiosperm	Violaceae	Viola	riviniana	<Petro	GPB3%PVPBmet	205.62	342.94	4.12	3.79	1.668	217.73	359.33	NA	2.73	1.36	1.33	4.94	3.77	0.019	NA	Sahr Mian	3/9/2020	KDTOL10083	1.13 (2013)* 2.7 (1985)*  2.79, 2.82 (2011)	Material past its peak, sample came out gooey and slimey. Limited material to try.	NA	NA	1
RBGK	MC9079	DTOL	Angiosperm	Cistaceae	Helianthemum	apenninum	<Pisum	OXPRO	239.00	346.05	3.04	3.42	1.448	256.49	367.47	NA	6.34	3.17	3.1	2.88	2.92	0.015	NA	Sahr Mian	4/9/2020	KDTOL10084	No previous estimate	Awful sample to work with, very slimey, all buffers tried. No previous estimate	NA	NA	1
RBGK	MC9080	DTOL	Angiosperm	Ericaceae	Erica	ciliaris	<Solanum	GPB3%PVPBmet	176.25	339.69	3.52	2.93	1.927	183.91	348.75	NA	1.05	0.53	0.52	3.59	2.68	0.028	NA	Sahr Mian	4/9/2020	KDTOL10085	No previous estimate	NA	NA	NA	1
RBGK	MC9081	DTOL	Angiosperm	Plantaginaceae	Veronica	spicata	<Petro	GPB3%PVPBmet	281.68	386.18	2.79	2.3	1.668	296.78	401.52	NA	3.33	1.66	1.63	2.82	2.18	0.019	NA	Sahr Mian	4/9/2020	KDTOL10086	1.44 (2013)*	Potential polyploid	NA	NA	1
RBGK	MC9082	DTOL	Angiosperm	Cyperaceae	Carex	depauperata	<Petro	GPB3%PVPBmet	172.82	449.06	2.7	2.3	2.598	179.15	456.69	NA	1.77	0.88	0.86	2.58	2.21	0.044	NA	Sahr Mian	4/9/2020	KDTOL10087	1.44 (2013)*	potential polyploid?	NA	NA	1
RBKG	MC9083	DTOL	Angiosperm	Fabaceae	Lathyrus	linifolius	>Pisum	GPB3%PVPBmet	240.28	312.95	2.14	1.68	1.302	320.09	246.99	NA	11.78	5.89	5.76	1.73	2.11	0.007	NA	Sahr Mian	4/9/2020	KDTOL10088	24.4 in lit search	NA	NA	NA	1
RBGK	MC9084	DTOL	Angiosperm	Sarraceniaceae	Sarracenia	purpurea	>Petro	OXPRO	168.05	310.33	2.79	2.94	1.847	326.09	180.69	NA	8.12	4.06	3.97	2.96	3.03	0.044	NA	Sahr Mian	4/9/2020	KDTOL10090/91	7 (2012)*	NA	NA	NA	1
RBGK	MC9085	DTOL	Angiosperm	Typhaceae	Typha	latifolia	<Solanum	GPB3%PVPBmet	160.16	545.13	3.48	2.12	1.863	169	567.16	NA	0.6	0.3	0.29	3.9	2.51	0.016	NA	Sahr Mian	4/9/2020	KDTOL10089	0.6 (1984)*	NA	NA	NA	1
RBGK	MC9086	DTOL	Angiosperm	Papaveraceae	Chelidonium	majus	<Petro	GPB3%PVPBmet	208.77	377.81	2.85	2.9	1.81	213.95	381.24	NA	2.53	1.26	1.23	2.88	2.83	0.025	NA	Sahr Mian	7/9/2020	KDTOL10092	2.26 (2013)* 2.4 (1983)	NA	NA	NA	1
RBGK	MC9087	DTOL	Angiosperm	Scrophulariaceae	Scrophularia	auriculata	>Solanum	GPB3%PVPBmet	240.25	388.49	3.47	2.77	1.791	410.08	256.17	NA	3.2	1.6	1.57	2.75	3.08	0.011	NA	Sahr Mian	7/9/2020	KDTOL10093	1.19 (2012)* 1.38 (2012)	polyploid?	NA	NA	1
RBGK	MC9088	DTOL	Monilophyte	Equisetaceae	Equisetum	arvense	<Allium	GPB3%PVPBmet	266.95	324.83	3.32	2.7	1.217	272.42	329.06	NA	28.89	14.44	14.12	3.43	2.66	0.009	NA	Sahr Mian	7/9/2020	KDTOL10094	29.29 (2011)* 28.40 (1988)	NA	NA	NA	1
RBGK	MC9089	DTOL	Monilophyte	Equisetaceae	Equisetum	palustre	<Allium	GPB3%PVPBmet	265.48	331.00	2.57	2.96	1.247	272.3	339.63	NA	27.97	13.99	13.68	2.57	2.77	0.002	NA	Sahr Mian	8/9/2020	KDTOL10095	28.5 2012)* 25 (1998)	NA	NA	NA	1
RBGK	MC9090	DTOL	Angiosperm	Viscaceae	Viscum	album	>Allium	GPB3%PVPBmet	101.94	540.49	3.04	2.77	5.395	545.15	106.98	NA	177.8	88.9	86.94	3.41	2.81	0.019	NA	Sahr Mian	7/9/2020	KDTOL10096	NA	Found on Hawthorne in Hampton court	NA	NA	1
RBGK	MC9092	DTOL	Monilophyte	Polipodiaceae	Polypodium	vulgare	>Allium	GPB3%PVPBmet	303.41	397.32	2.34	2.39	1.31	405.47	307.5	NA	46.01	23	22.5	2.51	2.46	0.013	NA	Sahr Mian	8/9/2020	KDTOL10098	29 (2003)* 39.73 (2013)	Potential triploid	NA	NA	1
RBGK	MC9093	DTOL	Angiosperm	Ranunculaceae	Clematis	vitalba	<Allium	OXPRO	148.40	274.67	5.47	1.93	1.387	153.87	281.26	NA	19.09	9.54	9.33	5.77	2.58	0.248	NA	Sahr Mian	7/9/2020	KDTOL10099	16.81 (2013)* 18.10 (1984)	All buffers tried, degraded sample.	NA	NA	1
RBGK	MC9094	DTOL	Angiosperm	Rubiaceae	Galium	aparine	>Oryza	OXPRO	190.83	412.21	3.29	2.97	2.16	446.87	207.17	NA	2.16	1.08	1.05	2.84	3.5	0.007	NA	Sahr Mian	7/9/2020	KDTOL10100	2.9 (2012)* 3.75( Zonneveld 2005)	NA	NA	NA	1
RBGK	MC9095	DTOL	Angiosperm	Balsaminaceae	Impatiens	glandulifera	<Petro	GPB3%PVPBmet	159.58	357.32	3.53	2.85	2.239	165.98	365.54	NA	2.04	1.02	1	3.3	2.5	0.037	NA	Sahr Mian	7/9/2020	KDTOL10101	2.3 (1989)*  1.90 (2010)	NA	NA	NA	1
RBGK	MC9096	DTOL	Angiosperm	Scrophulariaceae	Buddleja	davidii	<Petro	GPB3%PVPBmet	192.35	273.57	3.2	3.13	1.422	197.77	281.74	NA	3.16	1.58	1.54	2.79	2.44	0.004	NA	Sahr Mian	7/9/2020	KDTOL10102	2.74 (2009)* 2.90 (2005)  3.10 (2012)	NA	NA	NA	1
RBGK	MC9098	DTOL	Angiosperm	Aquifoliaceae	Ilex	aquifolium	<Petro	GPB3%PVPBmet	184.60	405.68	2.91	2.51	2.198	189.95	412.15	NA	2.07	1.04	1.01	2.88	2.53	0.027	NA	Sahr Mian	9/9/2020	KDTOL10104	2.3 (1989)*  1.93 (2007)	NA	NA	NA	1
RBGK	MC9099	DTOL	Angiosperm	Araliaceae	Hedera	helix	<Petro	GPB3%PVPBmet	224.90	321.51	2.77	2.31	1.43	231.69	328.83	NA	3.17	1.59	1.55	2.77	2.01	0.009	NA	Sahr Mian	9/9/2020	KDTOL10105	3.00 (1987)*	NA	NA	NA	1
RBGK	MC9100	DTOL	Angiosperm	Buxaceae	Buxus	sempervirens	<Petro	GPB3%PVPBmet	170.70	434.36	3.2	2.47	2.545	183.14	451.86	NA	1.82	0.91	0.89	3.15	2.35	0.088	NA	Sahr Mian	9/9/2020	KDTOL10106	1.4 and 2.15 (2011)*  1.62(2003)	NA	NA	NA	1
RBGK	MC9101	DTOL	Angiosperm	Geraniaceae	Geranium	robertianum	<Petro	GPB3%PVPBmet	218.15	375.25	2.67	2.25	1.72	222.44	379.26	NA	2.64	1.32	1.29	2.76	2.27	0.016	NA	Sahr Mian	9/9/2020	KDTOL10107	no previous estimate	NA	NA	NA	1
RBGK	MC9102	DTOL	Angiosperm	Polygonaceae	Polygonum	aviculare	<Petro	GPB3%PVPBmet	159.93	396.70	2.75	2.25	2.481	169.56	409.79	NA	1.86	0.93	0.91	2.56	2.17	0.061	NA	Sahr Mian	10/9/2020	KDTOL10108	1.61 (2013)* 1.61 (2010) 1.71 (1993)	NA	NA	NA	1
RBGK	MC9103	DTOL	Angiosperm	Onagraceae	Chamaenerion	angustifolium	<Petro	GPB3%PVPBmet	180.21	484.96	3.67	2.64	2.481	187.98	494.89	NA	1.71	0.85	0.84	3.27	2.44	0.061	NA	Sahr Mian	9/9/2020	KDTOL10109	0.8 (1989)*	potential tetraploid	NA	NA	1
RBGK	MC9104	DTOL	Angiosperm	Celastraceae	Euonymus	europaeus	<Petro	OXPRO	129.00	505.21	3.37	1.79	3.916	137.14	519.96	NA	1.19	0.59	0.58	3.44	1.83	0.139	NA	Sahr Mian	9/9/2020	KDTOL10110	1.88 (2010)*	NA	NA	NA	1
RBGK	MC9105	DTOL	Angiosperm	Ranunculaceae	Ranunculus	acris	>Petro	GPB3%PVPBmet	217.04	485.64	2.23	1.6	2.238	498.22	227.01	NA	9.88	4.94	4.83	1.69	2.45	0.041	NA	Sahr Mian	9/9/2020	KDTOL10111	8.9 and 15.6 (1974)* 9.4 (1974) 10.7 (1975)	NA	NA	NA	1
RBGK	MC9106	DTOL	Angiosperm	Chenopodiaceae	Suaeda	vera	<Petro	GPB3%PVPBmet	171.78	313.63	3.28	2.94	1.826	181.71	325.22	NA	2.51	1.26	1.23	3.3	2.7	0.031	NA	Sahr Mian	9/9/2020	KDTOL10112	No previous estimate	Sanger - low DNA yield	NA	NA	1
MSB	678632	DTOL	Angiosperm	Lamiaceae	Scutellaria	minor	<Solanum	GPB3%PVPBmet	298.80	711.92	3.8	2.74	2.383	318.2	743.14	NA	0.85	0.42	0.41	3.55	2.73	0.04	NA	Sahr Mian	22/07/2020	KDTOL10113	No previous estimate	NA	NA	NA	1
MSB	71048	DTOL	Angiosperm	Lamiaceae	Scutellaria	galericulata	<Solanum	GPB3%PVPBmet	284.65	707.99	4.72	3.13	2.487	307.15	747.89	NA	0.81	0.41	0.4	3.98	2.9	0.04	NA	Sahr Mian	22/07/2020	KDTOL10114	No previous estimate	NA	NA	NA	1
RBGE	ZAG1912	DTOL	Monilophyte	Equisetaceae	Equisetum	arvense	<Allium	GPB3%PVPBmet	246.48	297.37	2.63	3.63	1.206	251.66	306.16	NA	28.68	14.34	14.02	2.54	3.26	0.010	NA	Sahr Mian	8/9/2020	NA	28.89 kew estimate, 29.29 (2011)*	NA	NA	NA	1
RBGE	ZAG1913	DTOL	Monilophyte	Equisetaceae	Equisetum	hyemale	>Allium	GPB3%PVPBmet	296.36	511.01	2.5	2.61	1.724	532.77	305.5	NA	60.84	30.42	29.75	2.86	2.57	0.022	NA	Sahr Mian	8/9/2020	NA	52.6 (2005)*	NA	NA	NA	1
RBGE	ZAG1916	DTOL	Monilophyte	Marsileaceae	Pilularia	globulifera	<Petro	GPB3%PVPBmet	153.69	327.32	4.33	2.67	2.13	164.34	355.01	NA	2.08	1.04	1.02	3.54	2.96	0.034	NA	Sahr Mian	8/9/2020	NA	No previous estimate	NA	NA	NA	1
RBGE	RG1	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	<Allium	GPB3%PVPBmet	295.17	489.43	4.03	2.03	1.658	306.84	501.94	NA	21.33	10.66	10.43	4.66	2.17	0.019	NA	Sahr Mian	29/10/20	NA	11	Tetraploid	NA	NA	1
RBGE	RG2	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	255.79	601.99	2.31	3.86	2.253	617.2	265.83	NA	10.45	5.22	5.11	3.67	2.03	0.031	NA	Sahr Mian	29/10/20	NA	11	NA	NA	NA	1
RBGE	RG3	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	216.87	493.13	2.97	3.91	2.274	507.9	227.08	NA	10.07	5.03	4.92	3.84	2.83	0.590	NA	Sahr Mian	29/10/20	NA	11	NA	NA	NA	1
RBGE	RG4	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	256.47	581.86	2.13	3.45	2.269	596.69	265.76	NA	10.1	5.05	4.94	3.44	2.05	0.022	NA	Sahr Mian	29/10/20	NA	11	NA	NA	NA	1
RBGE	RG5	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	207.50	466.86	2.81	3.75	2.25	480.9	215.36	NA	10.05	5.02	4.91	3.69	2.62	0.017	NA	Sahr Mian	29/10/20	NA	11	NA	NA	NA	1
RBGE	RG6	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	215.00	480.85	2.89	3.56	2.237	492.15	222.31	NA	9.96	4.98	4.87	3.8	2.92	0.069	NA	Sahr Mian	29/10/20	NA	11	NA	NA	NA	1
RBGE	RG7	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	<Allium	GPB3%PVPBmet	312.58	525.87	4.61	2.58	1.682	322.93	536.86	NA	20.99	10.49	10.26	4.27	2.53	0.020	NA	Sahr Mian	29/10/20	NA	11	Tetraploid	NA	NA	1
RBGE	RG8	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	222.01	503.59	3.37	3.73	2.268	523.56	234.24	NA	10.06	5.03	4.92	3.75	3.24	0.031	NA	Sahr Mian	29/10/20	NA	11	NA	NA	NA	1
RBGK	MC9120	DTOL	Angiosperm	Rosaceae	Alchemilla	arvensis	<Solanum	Ebihara	94.75	225.92	4.95	4.17	2.384	97.55	229.38	NA	0.84	0.42	0.41	5	4.17	0.03	NA	Sahr Mian	3/9/2021	KDTOL10120	no previous estimate	NA	NA	NA	1
RBGK	MC9121	DTOL	Angiosperm	Ranunculaceae	Ficaria	verna	>Pisum	GPB3%PVPBmet	116.24	465.57	1.7	1.74	4.005	461.71	115.72	NA	36.27	18.13	17.74	2.01	1.96	0.020	NA	Sahr Mian	3/9/2021	KDTOL10128	29.01(2012)*	NA	NA	NA	1
RBGK	MC9122	DTOL	Angiosperm	Violaceae	Viola	odorata	<Petro	OXPRO	177.59	380.81	5.04	2.39	2.144	177.59	380.81	NA	2.1	1.05	1.03	5.04	2.39	NA	NA	Sahr Mian	3/9/2021	KDTOL10129	no previous estimate	Endopolyploidy, Difficult sample to run, much mucilage, few nucei	NA	NA	1
RBGK	MC9123	DTOL	Angiosperm	Primulaceae	Primula	vulgaris	<Solanum	OXPRO	164.73	338.71	3.3	2.41	2.056	163.06	322.86	NA	0.99	0.49	0.48	3.72	2.86	0.05	NA	Sahr Mian	3/9/2021	KDTOL10130	0.99 (2013)*	Hairy and difficult to work with	NA	NA	1
RBGK	MC9124	DTOL	Angiosperm	Asteraceae	Petasites	fragrans	>Petro	OXPRO	136.79	221.67	2.07	2.68	1.621	220.38	135.03	NA	7.34	3.67	3.59	2.8	2.53	0.018	NA	Sahr Mian	3/9/2021	KDTOL10131	no previous estimate	NA	NA	NA	1
YORK	BJ1	DTOL	Angiosperm	Amaryllidaceae	Narcissus	pseudonarcissus	<Allium	GPB3%PVPBmet	211.58	295.11	2.63	3.63	1.206	214.66	298.34	NA	25.1	12.55	12.28	2.54	3.26	0.010	NA	Sahr Mian	3/9/2021	KDTOL10132	23.5	NA	NA	NA	1
RBGE	DB1412	DTOL	Bryophyte	Mniaceae	Plagiomnium	undulatum	<Petro	GPB3%PVPBmet	231.30	470.63	2.55	2.92	4.063	240.22	476.84	NA	2.27	1.13	1.11	2.94	2.83	0.136	NA	Sahr Mian	27/08/2020	NA	2.03	NA	NA	NA	1
RBGE	DB1411	DTOL	Bryophyte	Brachytheciaceae	Kindbergia	praelonga	<Solanum	GPB3%PVPBmet	294.93	715.43	3.69	2.56	4.801	310.97	736.12	NA	0.83	0.41	0.4	3.78	2.42	0.140	NA	Sahr Mian	27/08/2020	NA	-	NA	NA	NA	1
RBGE	DB1414	DTOL	Bryophyte	Mniaceae	Mnium	hornum	<Petro	GPB3%PVPBmet	226.07	522.19	2.82	2.9	1.989	228.84	520.83	NA	1.98	0.99	0.97	2.65	2.65	0.011	NA	Sahr Mian	3/9/2020	NA	1.75	NA	NA	NA	1
RBGE	DB1413	DTOL	Bryophyte	Polytrichaceae	Atrichum	undulatum	>Oryza	GPB3%PVPBmet	119.20	255.11	2.61	2.35	2.14	270.45	128.45	NA	4.21	2.11	2.06	2.39	2.78	0.030	NA	Sahr Mian	3/9/2020	NA	1.46/3.95	NA	NA	NA	1
