"Infra Class","Order","Family","Common name","Species","Synonym*","2n","Estimated_haploid_2n/2","Reference"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Estrilda astrild","","78","39","Les Christidis 1987"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Euodice cantans","Lonchura cantans","78","39","Hirschi et al. 1972"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Euodice malabarica","Lonchura malabarica","78","39","Ray-Chaudhuri 1976; Prasad and Patnaik 1977; Mittal and Sharma 1993"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Heteromunia pectoralis","Lonchura pectoralis","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lagonosticta senegala","","78","39","Les Christidis 1987"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura atricapilla","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura castaneothorax","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura flaviprymna","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura maja","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura malacca","","78","39","Ray-Chaudhuri 1976; Prasad and Patnaik 1977"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura oryzivora","","78","39","Takagi 1972; Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura punctulata","","78","39","Ray-Chaudhuri 1976; Prasad and Patnaik 1977; Les Christidis 1986b; Mittal and Sharma 1993"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Lonchura striata","","78","39","Takagi 1972; Ray-Chaudhuri 1976; Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Neochmia phaeton","","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Neochmia temporalis","Aegintha temporalis","80","40","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Poephila acuticauda","","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Poephila cincta","","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Poephila personata","","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Pytilia melba","","76","38","Les Christidis 1983a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Pytilia phoenicoptera","","56","28","Les Christidis 1983a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Spermestes bicolor","Lonchura bicolor","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Stagonopleura guttata","Emblema guttata","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Taeniopygia guttata","","78","39","Takagi 1972; Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Uraeginthus bengalus","","80","40","Les Christidis 1987"
"NEOGNATHAE","PASSERIFORMES","Eurylaimidae","Broadbills","Psarisomus dalhousiae","","76","38","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","Finches, Euphonias","Acanthis flammea","Carduelis flammea","78","39","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Bucanetes githagineus","Rhodopechys githaginea","78","39","Bulatova 1973a; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Bucanetes mongolicus","Rhodopechys mongolica","80","40","Bulatova 1973a; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Carduelis carduelis","","82","41","Les Christidis 1986c"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Carpodacus erythrinus","","80","40","Bulatova 1973a; Misra and Srivastava 1973; Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Carpodacus roseus","","82","41","Li and Bian 1987; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Chloris ambigua","Carduelis ambigua","80","40","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Chloris chloris","Carduelis chloris","80","40","Hammar and Herlin 1975; Les Christidis 1986c"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Chloris sinica","Carduelis sinica","80","40","Li and Bian 1987; Chen et al. 1999"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Coccothraustes coccothraustes","","78","39","Li and Bian 1987; Guo and Dong 1990"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Eophona migratoria","Coccothraustes migratorius","78","39","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Eophona personata","","78","39","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Fringilla coelebs","","80","40","Piccini and Stella 1970"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Fringilla montifringilla","","78","39","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Haemorhous mexicanus","Carpodacus mexicanus","80","40","Shields 1982"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Linaria cannabina","Carduelis cannabina","82","41","Bulatova 1973a; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Loxia curvirostra","","76","38","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Pyrrhula pyrrhula","","78","39","Li and Bian 1987"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Serinus canaria","","80","40","Ohno et al. 1964"
"NEOGNATHAE","PASSERIFORMES","Fringillidae","","Spinus spinus","Carduelis spinus","78","39","Takagi 1972; Bulatova 1973a; Li and Bian 1987; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Furnariidae","Ovenbirds","Lepidocolaptes angustirostris","","82","41","Barbosa et al. 2013"
"NEOGNATHAE","PASSERIFORMES","Furnariidae","","Glyphorynchus spirurus","","80","40","Ribas et al. 2018"
"NEOGNATHAE","PASSERIFORMES","Furnariidae","","Sittasomus griseicapillus","","82","41","Barbosa et al. 2013"
"NEOGNATHAE","PASSERIFORMES","Furnariidae","","Synallaxis frontalis","","82","41","Kretschmer et al 2018a; Souza et al. 2019"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","Swallows, Martins","Cecropis daurica","Hirundo daurica","78","39","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Hirundo rustica","","80","40","Bulatova et al. 1971"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Hirundo smithii","","72","36","Mittal and Sharma 1990a"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Notiochelidon cyanoleuca","","82","41","De Lucca 1977"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Progne chalybea","","76","38","De Lucca and Waldrigues 1985; Barcellos et al. 2019; Barcellos et al. 2020"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Progne tapera","","76","38","Barcellos et al. 2019; Barcellos et al. 2020"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Riparia diluta","","72","36","Mittal and Sharma 1990a"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Riparia riparia","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Stelgidopteryx ruficollis","","80","40","De Lucca and Waldrigues 1985"
"NEOGNATHAE","PASSERIFORMES","Icteridae","Oropendolas, Orioles and Blackbirds","Agelaius phoeniceus","","80","40","Hobart et al. 1982; Cox and James 1984; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Icteria virens","","80","40","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Icterus graduacauda","","78","39","Hobart et al. 1982; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Molothrus ater","","80","40","Hobart et al. 1982"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Molothrus bonariensis","","80","40","De Lucca 1977; Rocha and De Lucca 1988; Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Quiscalus mexicanus","","76","38","Hobart et al. 1982"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Quiscalus quiscula","","76","38","Hobart et al. 1982"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Sturnella magna","","78","39","Hobart et al. 1982; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Xanthocephalus xanthocephalus","","76","38","Makino and Baldwin 1954"
"NEOGNATHAE","PASSERIFORMES","Laniidae","Shrikes","Lanius bucephalus","","76","38","Udagawa 1954c; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius collurio","","76","38","Bulatova et al. 1971"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius cristatus","","76","38","Udagawa 1952; Ray-Chaudhuri 1976; Bhunya and Das 1990"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius excubitor","","76","38","Mittal and Sharma 1989b; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius minor","","76","38","Bulatova et al. 1971; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius phoenicuroides","","76","38","Bulatova et al. 1971;"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius tephronotus","","74","37","Mittal 1985"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius tigrinus","","76","38","Udagawa 1952; Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Laniidae","","Lanius vittatus","","72","36","Mittal and Sharma 1989b"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","Laughingthrushes & allies","Actinodura cyanouroptera","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Garrulax canorus","","78","39","Bian et al. 1988a; Guo and Dong 1991"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Garrulax pectoralis","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Garrulax poecilorhynchus","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Garrulax sannio","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Heterophasia melanoleuca","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Heterophasia pulchella","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Ianthocincla albogularis","","76","38","Zhao et al. 1992"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Leiothrix lutea","","76","38","Zhao et al. 1992"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Trochalopteron formosum","","78","39","Zhao et al. 1992"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Turdoides striata","Turdoides striatus striatus","70","35","Ray-Chaudhuri et al. 1966; Ray-Chaudhuri et al. 1969"
"NEOGNATHAE","PASSERIFORMES","Locustellidae","Grassbirds and allies","Locustella fasciolata","","80","40","Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Locustellidae","","Locustella fluviatilis","","72","36","Hassan 1998"
"NEOGNATHAE","PASSERIFORMES","Locustellidae","","Locustella lanceolata","","80","40","Xiaozhuang et al. 1991b; Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Mimidae","Mockingbirds, Thrashers","Mimus saturninus","","76","38","De Lucca 1974b; Rocha and De Lucca 1988; Kretschmer et al 2014b"
"NEOGNATHAE","PASSERIFORMES","Mimidae","","Toxostoma rufum","","78","39","Jovanovic and Atkins 1969a"
"NEOGNATHAE","PASSERIFORMES","Monarchidae","Monarchs","Grallina cyanoleuca","","78","39","Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Monarchidae","","Terpsiphone paradisi","","80","40","Bian et al. 1991"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","Wagtails, Pipits","Anthus hodgsoni","","78","39","Jiang et al. 1996"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Anthus novaeseelandiae","","78","39","Ray-Chaudhuri 1976"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Anthus rufulus","","78","39","Ray-Chaudhuri 1976; Bhunya and Sultana 1979"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Anthus spinoletta","","86","43","Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Anthus trivialis","","82","41","Hammar and Herlin 1975; Bulatova et al. 1971; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Motacilla alba","","78","39","Hammar and Herlin 1975; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Motacilla cinerea","","78","39","Udagawa 1955a"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Motacilla flava","","78","39","Hammar 1970; Ray-Chaudhuri 1976; Xu 1990; Garg and Shrivastava 2013f"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Motacilla grandis","","78","39","Udagawa 1955a"
"NEOGNATHAE","PASSERIFORMES","Motacillidae","","Motacilla maderaspatensis","","80","40","Ray-Chaudhuri 1976"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","Chats, Old World Flycatchers","Calliope calliope","Erithacus calliope","84","42","Udagawa 1952; Bulatova and Panov 1973; Ray-Chaudhuri 1976; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Calliope pectoralis","","84","42","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Cyanoptila cumatilis","","80","40","Guo and Dong 1991"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Cyanoptila cyanomelana","","84","42","Udagawa 1955a"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Enicurus leschenaulti","","78","39","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Ficedula mugimaki","","80","40","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Ficedula narcissina","","80","40","Udagawa 1954c"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Ficedula parva","","80","40","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Ficedula zanthopygia","","76","38","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Larvivora akahige","","78","39","Udagawa 1956"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Larvivora komadori","","78","39","Udagawa 1957"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Larvivora sibilans","","80","40","Li 1989; Jiang et al. 1996"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Luscinia megarhynchos","","84","42","Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Luscinia svecica","Erithacus svecicus","82","41","Ray-Chaudhuri 1976; Bhunya and Sultana 1982"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Monticola saxatilis","","86","43","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Monticola solitarius","","86","43","Udagawa 1955b; Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Muscicapa sibirica","","78","39","Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Muscicapa striata","","80","40","Xu 1990"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Myiomela leucura","","78","39","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe chrysopygia","","82","41","Bulatova and Panov 1973"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe deserti","","82","41","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe finschii","","82","41","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe hispanica","","82","41","Bulatova and Panov 1973"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe isabellina","","82","41","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe melanoleuca","","82","41","Bulatova and Panov 1973"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe oenanthe","","82","41","Hammar 1970; Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe picata","","82","41","Bulatova and Panov 1973"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe pleschanka","","82","41","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Oenanthe xanthoprymna","","82","41","Bulatova and Panov 1973"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Phoenicurus auroreus","","78","39","Udagawa 1955b; Li 1989; Chen et al. 1999"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Phoenicurus phoenicurus","","76","38","Hammar 1966"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Saxicola insignis","","80","40","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Saxicola torquatus","","80","40","Piccinni and Stella 1970; Bulatova and Panov 1973; Bulatova 1981; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Tarsiger cyanurus","","78","39","Bian et al. 1988a; Guo and Dong 1991"
"NEOGNATHAE","PASSERIFORMES","Monarchidae","Monarchs","Terpsiphone paradisi","","80","40","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Nectariniidae","Sunbirds","Cinnyris asiaticus","","72","36","Mittal and Sharma 1984; Mohanty and Bhunya 1989"
"NEOGNATHAE","PASSERIFORMES","Nectariniidae","","Leptocoma zeylonica","Nectarinia zeylonica","82","41","Ray-Chaudhuri 1976; Bhunya and Das 1991"
"NEOGNATHAE","PASSERIFORMES","Oriolidae","Figbirds, Orioles & Turnagra","Chalcomitra amethystina","","96-100","#VALUE!","Piccinni and Stella 1970; Bulatova and Panov 1973; Bulatova 1981; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Oriolidae","","Oriolus chinensis","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Oriolidae","","Oriolus kundoo","","78","39","Ray-Chaudhuri et al. 1969"
"NEOGNATHAE","PASSERIFORMES","Oriolidae","","Oriolus oriolus","","80","40","Abu-Almaaty 2017"
"NEOGNATHAE","PASSERIFORMES","Oriolidae","","Oriolus xanthornus","","80","40","Ansari and Kaul 1979; Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Paridae","Tits, Chickadees","Pardaliparus venustulus","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Parus major","","80","40","Castroviejo et al. 1969; Hammar 1970; Bulatova 1981; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Parus minor","","80","40","Jiang et al. 1996"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Periparus ater","Parus ater","80","40","Li and Bian 1988; Jiang et al. 1996"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Poecile atricapillus","Parus atricapillus","80","40","Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Poecile montanus","","80","40","Jiang et al. 1996"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Poecile palustris","Parus palustris","80","40","Castroviejo et al. 1969; Hammar 1970; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Paridae","","Sittiparus varius","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Parulidae","New World Warblers","Cardellina rubrifrons","","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Leiothlypis luciae","Vermivora luciae","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Leiothlypis ruficapilla","Vermivora ruficapilla","80","40","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Leiothlypis virginiae","Vermivora virginae","80","40","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Myioborus pictus","","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Myiothlypis leucoblephara","Basileuterus leucoblepharus","76","38","Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Setophaga coronata","Dendroica coronata","78","39","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Setophaga graciae","Dendroica graciae","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Parulidae","","Setophaga petechia","Dendroica petechia","80","40","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Pipridae","Manakins","Pipra fasciicauda","","78","39","Degrandi et al. 2011"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","New World Sparrows","Ammodramus aurifrons","","76","38","De Lucca and Waldrigues 1985"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Ammodramus humeralis","","80","40","De Lucca 1974a; Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Amphispiza bilineata","","78","39","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Amphispiza quinquestriata","","76-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Artemisiospiza belli","Amphispiza belli","78-82","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Junco hyemalis","","82","41","Shields 1973; Be�ak et al. 1975"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Junco insularis","","82","41","Shields 1973"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Junco phaeonotus","","82","41","Shields 1973"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Junco vulcani","","82","41","Shields 1973"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Melozone aberti","Pipilo aberti","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Melozone fusca","Pipilo fuscus","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Passerculus sandwichensis","","74","37","Be�ak et al. 1975"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Passerella iliaca","","78","39","Shields 1983"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Peucaea botterii","Aimophila botterii�","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Peucaea carpalis","Aimophila carpalis","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Peucaea cassinii","Aimophila cassinii","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Pipilo erythrophthalmus","","84","42","Jovanovic and Atkins 1969b; Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Zonotrichia albicollis","","82","41","Thorneycroft 1966"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Zonotrichia atricapilla","","82","41","Shields 1973"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Zonotrichia capensis","","82","41","De Lucca and Rocha 1985; Carvalho 1989; Rocha et al. 1990"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Zonotrichia leucophrys","","82","41","Shields 1983"
"NEOGNATHAE","PASSERIFORMES","Passerellidae","","Zonotrichia querula","","82","41","Shields 1973"
"NEOGNATHAE","PASSERIFORMES","Passeridae","Old World Sparrows, Snowfinches","Gymnoris xanthocollis","","72","36","Mittal and Sharma 1990b"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Montifringilla nivalis","","80","40","Bulatova 1973b"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Passer domesticus","","76","38","Castroviejo et al. 1969; Bulatova et al. 1972; Prasad and Patnaik 1977; De Lucca 1977; Les Christidis 1986c; Hassan 1998"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Passer hispaniolensis","","76","38","Bulatova et al. 1972"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Passer montanus","","78","39","Castroviejo et al. 1969; Hammar 1970; Bulatova et al. 1972"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Petronia petronia","","82","41","Bulatova 1973b"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Pyrgilauda davidiana","","78","39","Bulatova 1973b"
"NEOGNATHAE","PASSERIFORMES","Pellorneidae","Fulvettas, Ground Babblers","Alcippe morrisonia","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Pellorneidae","","Alcippe nipalensis","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Pellorneidae","","Schoeniparus dubius","Alcippe dubia","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Peucedramidae","Olive Warbler","Peucedramus taeniatus","","80","40","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","Leaf Warblers and allies","Phylloscopus affinis","","78","39","Bian et al. 1991"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus borealis","","78","39","Xiaozhuang et al. 1991b; Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus fuscatus","","78","39","Xiaozhuang et al. 1991b; Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus inornatus","","78","39","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus proregulus","","80","40","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus pulcher","","76","38","Bian et al. 1991"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus schwarzi","","78","39","Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus tenellipes","","78","39","Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Phylloscopidae","","Phylloscopus trochiloides","","78","39","Zhao et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Picathartidae","Rockfowl","Picathartes gymnocephalus","","78","39","Belterman and De Boer 1984"
"NEOGNATHAE","PASSERIFORMES","Ploceidae","Weavers, Widowbirds","Foudia madagascariensis","","72","36","Les Christidis 1986c"
"NEOGNATHAE","PASSERIFORMES","Ploceidae","","Plocepasser mahali","","74-78","#VALUE!","Capanna and Geralico 1982"
"NEOGNATHAE","PASSERIFORMES","Ploceidae","","Ploceus intermedius","","74-78","#VALUE!","Capanna and Geralico 1982"
"NEOGNATHAE","PASSERIFORMES","Ploceidae","","Ploceus philippinus","","78","39","Prasad and Patnaik 1977; Misra and Srivastava 1973"
"NEOGNATHAE","PASSERIFORMES","Ploceidae","","Ploceus velatus","","78","39","Jensen 1980"
"NEOGNATHAE","PASSERIFORMES","Prunellidae","Accentors","Prunella montanella","","78","39","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Prunellidae","","Prunella rubida","","84","42","Udagawa 1952; Udagawa 1954a"
