PHYLUM	ORDER	GENUS	SPECIES	METHOD	1C in pg	1C in Mbp	x	FGSDID	SPECIMEN ID
Ascomycota	Helotiales	Pezoloma sp.		Fl-PC	0.048	47.31	3	2404	REG (Weber 346)
Ascomycota	Helotiales	Pezoloma sp.		Fl-PC	0.052	50.54	3	2405	BARAL 3762 (Weber 328)
Ascomycota	Helotiales	Phaeohelotium	geogenum	Fl-PC	0.047	45.60	3	2491	no herbarium specimen (Weber 10)
Ascomycota	Helotiales	Phaeohelotium	geogenum	Fl-PC	0.048	47.31	3	2492	REG (Weber 238)
Ascomycota	Helotiales	Phaeohelotium	italicum ss. Dennis	Fl-PC	0.052	51.30	3	2354	REG
Ascomycota	Helotiales	Phialina	lachnobrachya	Fl-PC	0.049	48.07	3	2336	REG
Ascomycota	Helotiales	Phialina	lachnobrachya	Fl-PC	0.053	52.06	3	2337	BARAL 4204
Ascomycota	Helotiales	Phialina	separabilis	Fl-PC	0.038	37.43	2	2348	REG
Ascomycota	Helotiales	Phialina	ulmariae	Fl-PC	0.036	34.96	2	2334	BARAL 3742
Ascomycota	Helotiales	Phialocephala	scopiformis	CS	0.050	48.88		5727	
Ascomycota	Helotiales	Phialocephala	subalpina	CS	0.071	69.69		5742	strain UAMH 11012
Ascomycota	Helotiales	Pirottaea	adenostylidis	Fl-PC	0.068	66.88	4	2140	REG
Ascomycota	Helotiales	Pirottaea	paupercula	Fl-PC	0.075	73.34	4	2142	BARAL 4092
Ascomycota	Helotiales	Pirottaea	saxonica	Fl-PC	0.072	70.87	4	2141	BARAL 4080
Ascomycota	Helotiales	Pirottaea	senecionis	Fl-PC	0.037	36.67	2	2139	BARAL 4144
Ascomycota	Helotiales	Pirottaea sp.		Fl-PC	0.099	96.90	6	2143	BARAL 4081 (Weber 634)
Ascomycota	Helotiales	Poculum	firmum	Fl-PC	0.077	74.86	4	2577	REG (Weber 439)
Ascomycota	Helotiales	Poculum	firmum	Fl-PC	0.107	105.07	6	2578	REG (Weber 411)
Ascomycota	Helotiales	Polydesmia	pruinosa	Fl-PC	0.018	17.86	1	2218	REG (Weber 101), M 46/87
Ascomycota	Helotiales	Polydesmia	pruinosa	Fl-PC	0.020	19.57	1	2219	REG (Weber 106)
Ascomycota	Helotiales	Proliferodiscus	pulveraceus	Fl-PC	0.030	29.26	2	2223	REG (Weber 263)
Ascomycota	Helotiales	Proliferodiscus	pulveraceus	Fl-PC	0.034	33.44	2	2224	REG (Weber 485)
Ascomycota	Helotiales	Pseudohelotium	pineti	Fl-PC	0.039	38.38	2	2314	BARAL 4006
Ascomycota	Helotiales	Pseudopeziza	trifolii	Fl-PC	0.032	31.73	2	2178	REG
Ascomycota	Helotiales	Psilachnum	acutum	Fl-PC	0.058	56.24	3	2293	REG
Ascomycota	Helotiales	Psilachnum	chrysostigmum	Fl-PC	0.050	48.83	3	2290	REG
Ascomycota	Helotiales	Psilachnum	chrysostigmum	Fl-PC	0.056	54.53	3	2291	REG (Weber 308)
Ascomycota	Helotiales	Psilachnum	chrysostigmum	Fl-PC	0.057	55.48	3	2292	REG (Weber 559)
Ascomycota	Helotiales	Psilachnum	granulosellum	Fl-PC	0.037	36.67	2	2276	BARAL 4060
Ascomycota	Helotiales	Psilachnum	inquilinum	Fl-PC	0.038	37.43	2	2294	REG
Ascomycota	Helotiales	Psilachnum	lanceolato-paraphysatum	Fl-PC	0.034	33.44	2	2287	BARAL 4078
Ascomycota	Helotiales	Psilachnum	rubrotinctum	Fl-PC	0.052	51.30	3	2289	BARAL 4074
Ascomycota	Helotiales	Psilocistella sp.		Fl-PC	0.077	74.86	4	2295	BARAL 3921 (Weber 455)
Ascomycota	Helotiales	Pyrenopeziza	benesuada	Fl-PC	0.037	35.91	2	2075	BARAL 4034
Ascomycota	Helotiales	Pyrenopeziza	mercurialis	Fl-PC	0.099	96.90	6	2154	BARAL 4063
Ascomycota	Helotiales	Pyrenopeziza	millegrana	Fl-PC	0.101	98.61	6	2157	BARAL 3730 (Weber 4)
Ascomycota	Helotiales	Pyrenopeziza	millegrana	Fl-PC	0.105	102.60	6	2158	REG (Weber 509)
Ascomycota	Helotiales	Pyrenopeziza	petiolaris	Fl-PC	0.094	92.15	6	2155	BARAL 3728 (Weber 25)
Ascomycota	Helotiales	Pyrenopeziza	petiolaris	Fl-PC	0.101	98.61	6	2156	REG (Weber 521)
Ascomycota	Helotiales	Pyrenopeziza	plicata cf.	Fl-PC	0.078	76.57	4	2148	REG
Ascomycota	Helotiales	Pyrenopeziza	pulveracea	Fl-PC	0.086	83.98	5-6?	2149	REG (Weber 509)
Ascomycota	Helotiales	Pyrenopeziza	pulveracea	Fl-PC	0.089	87.21	5-6?	2150	BARAL 3730 (Weber 6)
Ascomycota	Helotiales	Pyrenopeziza	revincta	Fl-PC	0.054	53.01	3	2096	REG
Ascomycota	Helotiales	Pyrenopeziza	rubi	Fl-PC	0.092	89.68	6?	2151	REG, BARAL 3974
Ascomycota	Helotiales	Pyrenopeziza sp.		Fl-PC	0.039	38.38	2	2144	BARAL 4044 (Weber 556)
Ascomycota	Helotiales	Pyrenopeziza sp.		Fl-PC	0.052	51.30	3	2146	REG (Weber 376)
Ascomycota	Helotiales	Pyrenopeziza sp.		Fl-PC	0.094	92.15	6	2152	BARAL 4037 (Weber 552)
Ascomycota	Helotiales	Pyrenopeziza sp.		Fl-PC	0.129	126.35	8	2159	REG (Weber 564)
Ascomycota	Helotiales	Rhynchosporium	agropyri	CS	0.054	52.48		5741	strain 04CH-RAC-A.6.1
Ascomycota	Helotiales	Rhynchosporium	graminicola	CS	0.057	55.64		5739	strain UK7
Ascomycota	Helotiales	Rhynchosporium	secalis	CS	0.051	49.41		5740	strain 02CH4-6a.1
Ascomycota	Helotiales	Rodwayella	citrinula	Fl-PC	0.026	25.27	1-2	2467	BARAL 3737
Ascomycota	Helotiales	Rutstroemia	conformata	Fl-PC	0.047	46.36	3	2554	REG (Weber 578)
Ascomycota	Helotiales	Rutstroemia	conformata	Fl-PC	0.050	48.83	3	2555	REG (Weber 302)
Ascomycota	Helotiales	Rutstroemia	elatina	Fl-PC	0.052	50.54	3	2572	REG
Ascomycota	Helotiales	Rutstroemia	juniperi	Fl-PC	0.086	83.98	4?	2576	BARAL 3871
Ascomycota	Helotiales	Rutstroemia	sydowiana	CS	0.053	51.99		5737	strain CBS 115975
Ascomycota	Helotiales	Rutstroemia	sydowiana	Fl-PC	0.076	74.10	4	2575	REG
Ascomycota	Helotiales	Rutstroemia sp.		Fl-PC	0.056	54.53	3	2573	REG (Weber 679)
Ascomycota	Helotiales	Sclerotinia	borealis	CS	0.040	39.45		5703	strain F-4128
Ascomycota	Helotiales	Sclerotinia	glacialis	CS	0.042	41.10		5719	
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.030	29.73		5705	LT30
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.037	35.89		5713	SH44
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.037	36.00		5712	SE16F4
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.037	36.18		5710	RB19
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.037	36.40		5708	CPB17
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.038	37.24		5711	LWC10
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.040	39.47		5709	MB01
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.043	42.27		5706	SAMN04267404
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.044	43.36		5704	HRI11
Ascomycota	Helotiales	Sclerotinia	homoeocarpa	CS	0.050	48.72		5707	TFC 98-9
Ascomycota	Helotiales	Sclerotinia	sclerotiorum	CS	0.039	38.00		4445	strain 1980 (ATCC18683)
Ascomycota	Helotiales	Sclerotinia	sclerotiorum	CS	0.039	38.33		4847	strain 1980 (ATCC18683) v1.0
Ascomycota	Helotiales	Sclerotinia	sclerotiorum	PFGE	0.044	43.50		3913	Six field isolates S5, S6, S16, S17, S30 with different levels of virulence
Ascomycota	Helotiales	Sclerotinia	sclerotiorum	Fl-PC	0.055	53.77	3	2581	REG
Ascomycota	Helotiales	Sclerotinia	sp.	Fl-PC	0.053	52.06	3	2580	REG (Weber 203)
Ascomycota	Helotiales	Sclerotinia	trifoliorum	Fl-PC	0.052	51.30	3	2579	BARAL 4293
Ascomycota	Helotiales	Scutomollisia	lanceata	Fl-PC	0.031	30.21	2	2073	BARAL 4118
Ascomycota	Helotiales	Scutomollisia	russea	Fl-PC	0.068	66.88	4	2101	BARAL 3827
Ascomycota	Helotiales	Spathularia	flavida	Fl-PC	0.037	36.67	2	2190	REG
Ascomycota	Helotiales	Spathularia	pectinata	Fl-PC	0.102	100.13	6	2191	BARAL 4258
Ascomycota	Helotiales	Stromatinia	paridis cf.	Fl-PC	0.052	50.54	3	2582	BARAL 4069
Ascomycota	Helotiales	Strossmayeria	basitricha	Fl-PC	0.037	36.67	2	2447	BARAL 3790
Ascomycota	Helotiales	Symphyosirinia	angelicae	Fl-PC	0.173	168.72	10?	2537	BARAL 3853 (Weber 381)
Ascomycota	Helotiales	Symphyosirinia	angelicae	Fl-PC	0.173	169.48	10?	2538	BARAL 4189 (Weber 685)
Ascomycota	Helotiales	Symphyosirinia	clematidis	Fl-PC	0.225	220.02	13-14?	2539	BARAL 3939
Ascomycota	Helotiales	Tapesia	cinerella cf.	Fl-PC	0.048	47.31	3	2094	REG (Weber 294)
Ascomycota	Helotiales	Tapesia	cinerella cf.	Fl-PC	0.053	52.06	3	2093	REG (Weber 365)
Ascomycota	Helotiales	Tapesia	fusca	Fl-PC	0.063	61.94	4	2104	REG (Weber 286)
Ascomycota	Helotiales	Tapesia	fusca	Fl-PC	0.073	71.63	4	2103	REG (Weber 173)
Ascomycota	Helotiales	Tapesia	lividofusca	Fl-PC	0.081	79.04	4	2111	REG (Weber 289)
Ascomycota	Helotiales	Tapesia	lividofusca	Fl-PC	0.083	80.75	4	2110	REG (Weber 273)
Ascomycota	Helotiales	Tapesia	rosae	Fl-PC	0.040	39.14	2?	2080	REG (Weber 588)
Ascomycota	Helotiales	Tapesia	rosae	Fl-PC	0.041	39.90	2?	2079	BARAL 3716 (Weber 18)
Ascomycota	Helotiales	Tapesia	rosae	Fl-PC	0.065	63.46	4	2105	BARAL 3726 (Weber 22)
Ascomycota	Helotiales	Tapesia	rosae	Fl-PC	0.074	72.58	4	2106	REG (Weber 551)
Ascomycota	Helotiales	Tapesia	strobilicola	Fl-PC	0.071	69.16	4	2107	BARAL 3717
Ascomycota	Helotiales	Thuemenidium	atropurpureum	Fl-PC	0.037	35.91	2	2192	REG
Ascomycota	Helotiales	Trichopeziza	lizonii	Fl-PC	0.032	31.73	2	2266	BARAL 3520
Ascomycota	Helotiales	Tympanis sp.		Fl-PC	0.026	25.27	1-2	2407	REG (Weber 217)
Ascomycota	Helotiales	Unguicularia	carestiana	Fl-PC	0.018	17.86	1	2326	REG (Weber IV 86)
Ascomycota	Helotiales	Unguicularia	carestiana	Fl-PC	0.042	40.66	2-3	2327	BARAL 4445 (Weber II 591)
Ascomycota	Helotiales	Unguicularia	raripila	Fl-PC	0.037	35.91	2	2316	BARAL 4144
Ascomycota	Helotiales	Unguicularia	unguiculata	Fl-PC	0.049	48.07		2028	REG
Ascomycota	Helotiales	Unguiculariopsis	rehmii	Fl-PC	0.032	31.73	2	2330	BARAL 4150
Ascomycota	Helotiales	Unguiculella	eurotioides	Fl-PC	0.034	33.44	2.0	2331	BARAL 4090
Ascomycota	Helotiales	Unguiculella sp.		Fl-PC	0.054	53.01	3	2332	BARAL 3978 (Weber 477)
Ascomycota	Helotiales	Urceolella	conspicua	Fl-PC	0.068	66.88	3	2319	BARAL 3851
Ascomycota	Helotiales	Urceolella	tetraspora	Fl-PC	0.042	40.66	2-3	2328	REG
Ascomycota	Helotiales	Velutarina	rufo-olivacea	Fl-PC	0.037	35.91	2	2431	BARAL 3872 (Weber 454)
Ascomycota	Helotiales	Velutarina	rufo-olivacea	Fl-PC	0.037	35.91	2	2430	BARAL 3715 (Weber 19)
Ascomycota	Helotiales	Venturiocistella	pini cf.	Fl-PC	0.054	53.01	3	2427	BARAL 4139
Ascomycota	Helotiales	Vibrissea	flavovirens	Fl-PC	0.068	66.88	4	2137	REG (Weber 23)
Ascomycota	Helotiales	Vibrissea	flavovirens	Fl-PC	0.070	68.40	4	2138	REG (Weber 313)
Ascomycota	Helotiales	Vibrissea	truncorum	Fl-PC	0.067	65.93	4	2136	REG
Ascomycota	Helotiales	Vibrissea sp.		Fl-PC	0.037	36.67	2	2135	REG (Weber 619)
Ascomycota	Helotiales	Zoellneria	rosarum	Fl-PC	0.018	17.86	1	2274	BARAL 4291
Ascomycota	Hypocreales	Beauveria	bassiana	CS	0.034	33.69		5267	ARSEF 2860
Ascomycota	Hypocreales	Chaetomium	globosum	CS	0.036	34.90		4849	v1.0
Ascomycota	Hypocreales	Chaetomium	globosum	CS	0.037	36.00		4925	CBS 148.51
Ascomycota	Hypocreales	Claviceps	purpurea	Fl-PC	0.025	24.51		2045	REG
Ascomycota	Hypocreales	Cordyceps	militaris	CS	0.033	32.20		5109	strain Cm01 (CGMCC 3.14242)
Ascomycota	Hypocreales	Cordyceps	militaris	CS	0.033	32.27		5253	strain Cm01 CM01 v1.0
Ascomycota	Hypocreales	Fusarium	fujikuroi	CS	0.045	43.83		5276	IMI 58289
Ascomycota	Hypocreales	Fusarium	oxysporum		0.034	33.00		3966	
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.048	46.55		5041	II5
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.049	47.91		5036	FOSC 3-a
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.050	48.64		5038	MN25
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.050	49.36		5039	CL57
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.051	49.66		5033	Fo47
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.054	52.91		5040	Cotton
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.055	53.50		5035	PHW815
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.055	53.58		5034	PHW808
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.055	54.03		5042	melonis
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.056	55.19		5037	HDV247
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.061	59.90		4773	
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.063	61.36		4774	4287
Ascomycota	Hypocreales	Fusarium	oxysporum	CS	0.087	84.76		5032	mito
Ascomycota	Hypocreales	Fusarium	pseudograminearum	CS	0.037	36.18		5581	RBG5266
Ascomycota	Hypocreales	Fusarium	pseudograminearum	CS	0.038	36.93		5579	CS3096
Ascomycota	Hypocreales	Fusarium	pseudograminearum	CS	0.038	37.07		5580	CS3270
Ascomycota	Hypocreales	Fusarium	subglutinans	CHEF gel electrophoresis	0.055	54.10		4780	
Ascomycota	Hypocreales	Gibberella	moniliformis	CS	0.043	41.78		4777	7600
Ascomycota	Hypocreales	Gibberella	moniliformis	CS	0.047	46.00		3964	
Ascomycota	Hypocreales	Gibberella	moniliformis	CS	0.096	93.92		5029	mito
Ascomycota	Hypocreales	Gibberella	zeae	CS	0.037	36.33		4986	PH-1
Ascomycota	Hypocreales	Gibberella	zeae	CS	0.037	36.45		5030	PH-1
Ascomycota	Hypocreales	Gibberella	zeae	CS	0.037	36.45		5277	strain PH-1 (NRRL 31084)
Ascomycota	Hypocreales	Gibberella	zeae	CS	0.037	36.60		5102	
Ascomycota	Hypocreales	Gibberella	zeae		0.041	40.00		3932	
Ascomycota	Hypocreales	Gibberella	zeae	CS	0.041	40.00		4928	PH-1
Ascomycota	Hypocreales	Gibberella	zeae	CS	0.110	107.73		5031	mito
Ascomycota	Hypocreales	Hypocreopsis	lichenoides	Fl-PC	0.127	123.88		2013	REG
Ascomycota	Hypocreales	Hypomyces	odoratus	Fl-PC	0.036	34.96		2014	M 1/84, culture 494M
Ascomycota	Hypocreales	Hypomyces	polyporinus	Fl-PC	0.047	45.60		2016	3/89, culture 740M
Ascomycota	Hypocreales	Hypomyces	rosellus	Fl-PC	0.040	39.14		2015	M 80/86, culture 599M
Ascomycota	Hypocreales	Ilyonectria	sp.	CS	0.065	63.66		5284	v1.0
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.022	21.90		3994	Shimizu laboratory of Kyushu, strain 978
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.024	23.39		4004	CENARGEN/ EMBRAPA strain CG57
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.024	23.77		4007	CENARGEN/ EMBRAPA strain CG42
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.024	23.93		4006	CENARGEN/ EMBRAPA strain CG32
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.025	24.80		3993	Shimizu laboratory of Kyushu, strain 1946
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.027	26.40		3995	Shimizu laboratory of Kyushu, strain 1914
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.030	29.40		3997	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain E9
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.031	30.00		4001	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain M5
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.031	30.60		3999	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain A4
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.032	31.60		3998	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain RJ
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.033	31.88		4005	CENARGEN/ EMBRAPA strain CG46
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.037	35.70		4000	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain A19
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.037	36.40		4002	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain MT
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.038	37.20		3996	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain E6
Ascomycota	Hypocreales	Metarhizium	anisopliae	CHEF gel electrophoresis	0.040	38.90		4003	Laboratório de Genética de Microrganismos (ESALQ/University of São Paulo), strain AL
Ascomycota	Hypocreales	Metarhizium	anisopliae	CS	0.040	39.42		5285	CQMa 102
Ascomycota	Hypocreales	Metarhizium	robertsii	CS	0.040	39.15		5286	ARSEF 23 v1.0
Ascomycota	Hypocreales	Myrothecium	inundatum	CS	0.040	39.21		5406	CBS 120646 v1.0
Ascomycota	Hypocreales	Nectria	cinnabarina	Fl-PC	0.023	22.04		2018	REG (Weber 155)
Ascomycota	Hypocreales	Nectria	cinnabarina	Fl-PC	0.024	23.56		2019	REG (Weber 163)
Ascomycota	Hypocreales	Nectria	haematococca	PFGE	0.000	0.00		5075	strains ATCC18098 and ATCC18099
Ascomycota	Hypocreales	Nectria	haematococca		0.041	40.00		3965	
Ascomycota	Hypocreales	Nectria	haematococca	CS	0.041	40.00		4931	MPVI
Ascomycota	Hypocreales	Nectria	haematococca	CS	0.042	41.15		5287	v2.0
Ascomycota	Hypocreales	Nectria	haematococca	CS	0.052	51.15		4851	
Ascomycota	Hypocreales	Nectria	inventa	Fl-PC	0.020	19.57		2017	M 64/88, culture 733M
Ascomycota	Hypocreales	Nectriopsis	exigua	Fl-PC	0.032	30.97		2026	M 2/86, culture 573M
Ascomycota	Hypocreales	Nectriopsis	violacea	Fl-PC	0.033	32.68		2023	M 63/87, culture 680M
Ascomycota	Hypocreales	Niesslia	exilis	CS	0.036	35.38		5405	CBS 358.70 v1.0
Ascomycota	Hypocreales	Sphaerostilbella	aureonitens	Fl-PC	0.025	24.51		2021	M134/86, culture 702M
Ascomycota	Hypocreales	Sphaerostilbella	berkeleyana	Fl-PC	0.028	27.74		2022	M 123/86, culture 741M
Ascomycota	Hypocreales	Trichoderma	asperellum	CS	0.042	40.87		5398	CBS 433.97 v1.0
Ascomycota	Hypocreales	Trichoderma	atroviride	CS	0.037	36.00		4988	IMI 206040
Ascomycota	Hypocreales	Trichoderma	atroviride	CS	0.037	36.10		4857	
Ascomycota	Hypocreales	Trichoderma	atroviride	CS	0.041	40.00		4856	strain IMI 206040
Ascomycota	Hypocreales	Trichoderma	harzianum	CS	0.042	40.98		5397	CBS 226.95 v1.0
Ascomycota	Hypocreales	Trichoderma	longibrachiatum	CS	0.042	40.87		5396	ATCC 18648 v3.0
Ascomycota	Hypocreales	Trichoderma	reesei	CS	0.033	32.69		4858	RUT C-30 v1.0
Ascomycota	Hypocreales	Trichoderma	reesei	PFGE	0.034	33.00		4419	
Ascomycota	Hypocreales	Trichoderma	reesei	CS	0.034	33.00		4453	QM9414
Ascomycota	Hypocreales	Trichoderma	reesei	CS	0.034	33.00		4990	QM6a
Ascomycota	Hypocreales	Trichoderma	reesei	CS	0.035	34.10		4859	v2.0
Ascomycota	Hypocreales	Ustilaginoidea	virens	CS	0.052	51.20		5108	strain UV-8b
Ascomycota	Hypocreales	Valetoniellopsis	laxa	CS	0.023	22.13		5395	CBS 191.97 v1.0
Ascomycota	Hysteriales	Actidium	hysterioides	Fl-PC	0.032	30.97	2?	2047	REG
Ascomycota	Hysteriales	Glonium	nitidum	Fl-PC	0.035	34.20	2?	2048	REG
Ascomycota	Hysteriales	Hysterium	angustatum	Fl-PC	0.054	53.01	3?	2050	REG
Ascomycota	Hysteriales	Hysterium	pulicare	CS	0.039	38.43		5004	
Ascomycota	Hysteriales	Hysteropatella	elliptica	Fl-PC	0.022	21.09		2051	BARAL 4055 (Weber 506)
Ascomycota	Hysteriales	Hysteropatella	elliptica	Fl-PC	0.023	22.04		2052	MARSON 4050 (Weber 543)
Ascomycota	Hysteriales	Rhytidhysteron	rufulum	CS	0.041	40.18		5225	CBS 306.38
Ascomycota	Incertae sedis	Aaosphaeria	arxii	CS	0.040	38.90		5372	CBS 175.79 v1.0
Ascomycota	Incertae sedis	Amorphotheca	resinae	CS	0.029	28.63		5256	(ATCC 22711)
Ascomycota	Incertae sedis	Apiospora	montagnei	CS	0.049	47.67		5266	
Ascomycota	Incertae sedis	Baeomyces	rufus	Fl-PC	0.026	25.27	1-2	2054	REG
Ascomycota	Incertae sedis	Blastomyces	dermatitidis		0.029	28.00		3968	
Ascomycota	Incertae sedis	Blastomyces	dermatitidis	CS	0.029	28.00		4906	ATCC 26199
Ascomycota	Incertae sedis	Blastomyces	dermatitidis	CS	0.071	69.06		5589	
Ascomycota	Incertae sedis	Chalara	longipes	CS	0.054	52.43		5261	
Ascomycota	Incertae sedis	Colletotrichum	acutatum	CS	0.051	50.04		5278	MH 18
Ascomycota	Incertae sedis	Colletotrichum	acutatum	PI-FC	0.070	68.00		5950	LPV653
Ascomycota	Incertae sedis	Colletotrichum	cereale	CS	0.053	52.15		5982	CBS 129662 v1.0
Ascomycota	Incertae sedis	Colletotrichum	gloeosporioides	CS	0.060	58.84		5279	23 v1.0
Ascomycota	Incertae sedis	Colletotrichum	graminicola	CS	0.053	51.60		5269	M1.001
Ascomycota	Incertae sedis	Colletotrichum	higginsianum	CS	0.050	49.08		5270	IMI 349063
Ascomycota	Incertae sedis	Glarea	lozoyensis	CS	0.040	39.51		5390	ATCC 20868
Ascomycota	Incertae sedis	Oidiodendron	maius	CS	0.047	46.43		5264	Zn v1.0
Ascomycota	Incertae sedis	Orbilia	auricolor	Fl-PC	0.086	83.98	4?	2549	REG (Weber 291)
Ascomycota	Incertae sedis	Orbilia	auricolor	Fl-PC	0.102	100.13	4?	2550	REG (Weber 304)
Ascomycota	Incertae sedis	Orbilia	coccinella	Fl-PC	0.058	56.24	2-3?	2548	REG
Ascomycota	Incertae sedis	Orbilia	comma	Fl-PC	0.033	32.68	1-2?	2541	BARAL 3996
Ascomycota	Incertae sedis	Orbilia	delicatula	Fl-PC	0.023	22.04	1?	2543	REG (Weber 143)
Ascomycota	Incertae sedis	Orbilia	delicatula	Fl-PC	0.044	43.13	2?	2544	REG (Weber 143)
Ascomycota	Incertae sedis	Orbilia	delicatula	Fl-PC	0.045	44.08	2?	2545	REG (Weber 138)
Ascomycota	Incertae sedis	Orbilia	delicatula	Fl-PC	0.046	44.84	2?	2546	REG (Weber 134)
Ascomycota	Incertae sedis	Orbilia	sarraziniana	Fl-PC	0.048	47.31	2	2547	REG
Ascomycota	Incertae sedis	Orbilia	vinosa	Fl-PC	0.043	42.37	2?	2542	REG
Ascomycota	Incertae sedis	Rhamphoria	pyriformis	Fl-PC	0.023	22.04	1?	2033	MARSON 4064
Ascomycota	Incertae sedis	Saitoella	complicata	CS	0.014	14.14		5353	NRRL Y-17804 v1.0
Ascomycota	Incertae sedis	Sodiomyces	alkalinus	CS	0.044	43.45		5294	v1.0
Ascomycota	Incertae sedis	Stachybotrys	chartarum	CS	0.038	36.68		5591	ASM102136v1
Ascomycota	Incertae sedis	Stachybotrys	chartarum		0.041	40.00		3970	
Ascomycota	Incertae sedis	Symbiotaphrina	kochii	CS	0.025	24.83		2702	CBS 250.77
Ascomycota	Incertae sedis	Verticillium	alfalfae	CS	0.034	32.83		5394	VaMs.102
Ascomycota	Incertae sedis	Verticillium	dahliae	CS	0.035	33.83		4861	v1.0
Ascomycota	Incertae sedis	Zymoseptoria	ardabiliae	CS	0.032	31.55		5377	STIR04_1.1.1
Ascomycota	Incertae sedis	Zymoseptoria	ardabiliae	CS	0.034	32.86		5586	STIR04_1.1.2
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.032	31.62		5616	Strain STIR04_2.2.1
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.033	32.10		5615	Strain STIR04_4.3.1
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.033	32.50		5618	Strain STIR04_5.9.1
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.033	32.66		5376	STIR04_2.2.1
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.034	32.80		5617	Strain STIR04_5.3
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.034	33.46		5619	Strain STIR04_3.11.1
Ascomycota	Incertae sedis	Zymoseptoria	pseudotritici	CS	0.038	36.80		5620	BioSample SAMN03333222
Ascomycota	Incertae sedis	Zymoseptoria	tritici	CS	0.033	31.79		5613	ST99CH_1A5
Ascomycota	Incertae sedis	Zymoseptoria	tritici	CS	0.033	32.64		5614	STIR04_A26b
Ascomycota	Incertae sedis	Zymoseptoria	tritici	CS	0.039	37.86		5611	ST99CH_3D7
Ascomycota	Incertae sedis	Zymoseptoria	tritici	CS	0.041	39.69		5582	IPO323
Ascomycota	Incertae sedis	Zymoseptoria	tritici	CS	0.041	39.70		5612	ST99CH_1A5
Ascomycota	Lecanorales	Cladonia	grayi	CS	0.035	34.62		5254	Cgr/DA2myc/ss v1.0
Ascomycota	Lecanorales	Letharia	vulpina	Fl-PC	0.056	54.53	3-4?	2003	REG
Ascomycota	Lecanorales	Micarea	prasina	Fl-PC	0.015	14.63	1?	2005	REG
Ascomycota	Lecanorales	Porpidia	crustulata	Fl-PC	0.030	29.26	2?	2006	REG
