family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Lycaenidae	Polyommatus	fabressei	Polyommatus fabressei	90	90	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Polyommatus fabressei	NA	268654
Lycaenidae	Polyommatus	faramarzii	Polyommatus faramarzii	107	107	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus faramarzii	NA	317092
Lycaenidae	Polyommatus	firdussii	Polyommatus firdussii	30	30	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus firdussii	NA	268655
Lycaenidae	Polyommatus	fulgens	Polyommatus fulgens	109	109	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus fulgens	NA	268656
Lycaenidae	Polyommatus	glaucias	Polyommatus glaucias	56	56	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus glaucias	NA	268657
Lycaenidae	Polyommatus	gorbunovi	Polyommatus gorbunovi	20	20	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus gorbunovi	NA	281999
Lycaenidae	Polyommatus	haigi	Polyommatus haigi	25	25	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus haigi	NA	268658
Lycaenidae	Polyommatus	hamadanensis	Polyommatus hamadanensis	21	21	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus hamadanensis	NA	265371
Lycaenidae	Polyommatus	hopfferi	Polyommatus hopfferi	15	15	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus hopfferi	NA	268659
Lycaenidae	Polyommatus	humedasae	Polyommatus humedasae	39	39	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus humedasae	NA	282040
Lycaenidae	Polyommatus	icarus	Polyommatus icarus	23	23	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Polyommatus icarus	NA	265386
Lycaenidae	Polyommatus	interjectus	Polyommatus interjectus	31	31	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus interjectus	NA	265372
Lycaenidae	Polyommatus	iphidamon	Polyommatus iphidamon	14	14	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus iphidamon	NA	265374
Lycaenidae	Polyommatus	karatavicus	Polyommatus karatavicus	67	67	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus karatavicus	NA	268668
Lycaenidae	Polyommatus	kendevani	Polyommatus kendevani	16	16	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus kendevani	NA	268669
Lycaenidae	Polyommatus	kermansis	Polyommatus kermansis	22	22	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus kermansis	NA	317086
Lycaenidae	Polyommatus	khorasanensis	Polyommatus khorasanensis	84	84	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus khorasanensis	NA	282048
Lycaenidae	Polyommatus	klausschuriani	Polyommatus klausschuriani	56	56	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus klausschuriani	NA	282001
Lycaenidae	Polyommatus	kurdistanicus	Polyommatus kurdistanicus	62	62	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus kurdistanicus	NA	268670
Lycaenidae	Polyommatus	lorestanus	Polyommatus lorestanus	68	68	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus lorestanus	NA	282053
Lycaenidae	Polyommatus	lukhtanovi	Polyommatus lukhtanovi	22	22	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus lukhtanovi	NA	317094
Lycaenidae	Polyommatus	luna	Polyommatus luna	74	74	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus luna	NA	414014
Lycaenidae	Polyommatus	masulensis	Polyommatus masulensis	10	10	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus masulensis	NA	414010
Lycaenidae	Polyommatus	menalcas	Polyommatus menalcas	85	85	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Polyommatus menalcas	NA	265375
Lycaenidae	Polyommatus	merhaba	Polyommatus merhaba	17	17	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus merhaba	NA	268672
Lycaenidae	Polyommatus	mithridates	Polyommatus mithridates	22	22	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus mithridates	NA	268673
Lycaenidae	Polyommatus	mofidii	Polyommatus mofidii	35	35	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus mofidii	NA	282050
Lycaenidae	Polyommatus	nephohiptamenos	Polyommatus nephohiptamenos	90	90	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus nephohiptamenos	NA	282045
Lycaenidae	Polyommatus	ninae	Polyommatus ninae	33–34	33	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus ninae	NA	268674
Lycaenidae	Polyommatus	paracyaneus	Polyommatus paracyaneus	20	20	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus paracyaneus	NA	317082
Lycaenidae	Polyommatus	pfeifferi	Polyommatus pfeifferi	108	108	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus pfeifferi	NA	317085
Lycaenidae	Polyommatus	phyllides	Polyommatus phyllides	66	66	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus phyllides	NA	268676
Lycaenidae	Polyommatus	phyllis	Polyommatus phyllis	80	80	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus phyllis	NA	268678
Lycaenidae	Polyommatus	pierceae	Polyommatus pierceae	22	22	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus pierceae	NA	268679
Lycaenidae	Polyommatus	pljushtchi	Polyommatus pljushtchi	67	67	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus pljushtchi	NA	268680
Lycaenidae	Polyommatus	poseidon	Polyommatus poseidon	20	20	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus poseidon	NA	265376
Lycaenidae	Polyommatus	posthumus	Polyommatus posthumus	90	90	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus posthumus	NA	268681
Lycaenidae	Polyommatus	pseudactis	Polyommatus pseudactis	29	29	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus pseudactis	NA	268683
Lycaenidae	Polyommatus	pseudorjabovi	Polyommatus pseudorjabovi	79	79	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus pseudorjabovi	NA	1678998
Lycaenidae	Polyommatus	putnami	Polyommatus putnami	26	26	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus putnami	NA	268684
Lycaenidae	Polyommatus	ripartii	Polyommatus ripartii	90	90	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Polyommatus ripartii	NA	265377
Lycaenidae	Polyommatus	shahrami	Polyommatus shahrami	134	134	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus shahrami	NA	282057
Lycaenidae	Polyommatus	shamil	Polyommatus shamil	17	17	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus shamil	NA	317095
Lycaenidae	Polyommatus	sorkhensis	Polyommatus sorkhensis	43	43	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus sorkhensis	NA	317088
Lycaenidae	Polyommatus	stempfferi	Polyommatus stempfferi	23	23	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus stempfferi	NA	317083
Lycaenidae	Polyommatus	surakovi	Polyommatus surakovi	50	50	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus surakovi	NA	268694
Lycaenidae	Polyommatus	tankeri	Polyommatus tankeri	21	21	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Polyommatus tankeri	NA	268697
Lycaenidae	Polyommatus	tenhageni	Polyommatus tenhageni	54	54	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus tenhageni	NA	282049
Lycaenidae	Polyommatus	timfristos	Polyommatus timfristos	38	38	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus timfristos	NA	1930555
Lycaenidae	Polyommatus	transcaspicus	Polyommatus transcaspicus	52	52	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus transcaspicus	NA	317090
Lycaenidae	Polyommatus	turcicus	Polyommatus turcicus	24	24	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus turcicus	NA	265379
Lycaenidae	Polyommatus	valiabadi	Polyommatus valiabadi	23	23	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus valiabadi	NA	281997
Lycaenidae	Polyommatus	vanensis	Polyommatus vanensis	78	78	Vershinina, A.O. & Lukhtanov, V.A. (2013). Dynamics of Chromosome Number Evolution in the Agrodiaetus phyllis Species Complex (Insecta: Lepidoptera). Cell and Tissue Biology 7: 379–381.	1	Polyommatus vanensis	NA	268699
Lycaenidae	Polyommatus	violetae	Polyommatus violetae	90	90	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus violetae	NA	856255
Lycaenidae	Polyommatus	zarathustra	Polyommatus zarathustra	20-21	20	Lukhtanov, V.A., Kandul, N.P., Plotkin, J.B., Dantchenko, A.V., Haig, D. & Pierce, N.E. (2005). Reinforcement of pre-zygotic isolation and karyotype evolution in Agrodiaetus butterflies. Nature 436: 385–389.	1	Polyommatus zarathustra	NA	282052
Lycaenidae	Satyrium	sylvinus	Satyrium sylvinus	41	41	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Satyrium sylvinus	NA	1423409
Lycaenidae	Scolitantides	orion	Scolitantides orion	23	23	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Scolitantides orion	NA	301177
Lycaenidae	Strymon	astiocha	Strymon astiocha	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	1	Strymon astiocha	NA	2049177
Lycaenidae	Strymon	eurytulus	Strymon eurytulus	24	24	Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138.	1	Strymon eurytulus	NA	1178162
Lycaenidae	Strymon	melinus	Strymon melinus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Strymon melinus	NA	13698
Lycaenidae	Surendra	vivarna	Surendra vivarna	25	25	Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152.	1	Surendra vivarna	NA	233966
Lycaenidae	Taraka	hamada	Taraka hamada	15	15	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Taraka hamada	NA	940359
Lycaenidae	Ussuriana	stygiana	Ussuriana stygiana	47	47	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Ussuriana stygiana	NA	307094
Lycaenidae	Polyommatus	alcestis	Polyommatus alcestis	20-21	20	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus alcestis	NA	265365
Lycaenidae	Polyommatus	dantchenkoi	Polyommatus dantchenkoi	40-42	40	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus dantchenkoi	NA	268647
Lycaenidae	Polyommatus	eriwanensis	Polyommatus eriwanensis	32-34	32	Vishnevskaya, M.S., Saifitdinova, A.F. & Lukhtanov, V.A. (2016). Karyosystematics and molecular taxonomy of the anomalous blue butterflies (Lepidoptera, Lycaenidae) from the Balkan Peninsula. Comp Cytogenet 10: 1–85.	1	Polyommatus eriwanensis	NA	268652
Lymantriidae	Dasychira	pseudabietis	Dasychira pseudabietis	52	52	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Dasychira pseudabietis	NA	1078806
Lymantriidae	Dicallomera	fascelina	Dicallomera fascelina	16	16	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Dicallomera fascelina	NA	987471
Lymantriidae	Euproctis	chrysorrhoea	Euproctis chrysorrhoea	14	14	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Euproctis chrysorrhoea	NA	987934
Lymantriidae	Euproctis	flava	Euproctis flava	22	22	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Euproctis flava	NA	2249547
Lymantriidae	Euproctis	pseudoconspersa	Euproctis pseudoconspersa	22	22	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Euproctis pseudoconspersa	NA	1510228
Lymantriidae	Euproctis	similis	Euproctis similis	22-23	22	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Euproctis similis	NA	987935
Lymantriidae	Gynaephora	selenitica	Gynaephora selenitica	22	22	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Gynaephora selenitica	NA	988120
Lymantriidae	Leucoma	salicis	Leucoma salicis	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Leucoma salicis	NA	688415
Lymantriidae	Lymantria	dispar	Lymantria dispar	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lymantria dispar	NA	13123
Lymantriidae	Lymantria	fumida	Lymantria fumida	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lymantria fumida	NA	335466
Lymantriidae	Lymantria	mathura	Lymantria mathura	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Lymantria mathura	NA	335468
Lymantriidae	Lymantria	monacha	Lymantria monacha	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lymantria monacha	NA	78897
Lymantriidae	Lymantria	obfuscata	Lymantria obfuscata	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Lymantria obfuscata	NA	78900
Lymantriidae	Orgyia	antiqua	Orgyia antiqua	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Orgyia antiqua	NA	335469
Lymantriidae	Orgyia	leucostigma	Orgyia leucostigma	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Orgyia leucostigma	NA	95259
Lymantriidae	Orgyia	recens	Orgyia recens	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Orgyia recens	NA	198700
Lymantriidae	Orgyia	thyellina	Orgyia thyellina	11	11	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Orgyia thyellina	NA	335473
Megathymidae	Agathymus	mariae	Agathymus mariae	21	21	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Agathymus mariae	NA	509294
Megathymidae	Megathymus	violae	Megathymus violae	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Megathymus violae	NA	NA
Noctuidae	Achaea	janata	Achaea janata	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	1	Achaea janata	NA	378752
Noctuidae	Actinotia	polyodon	Actinotia polyodon	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Actinotia polyodon	NA	753264
Noctuidae	Aedia	funesta	Aedia funesta	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Aedia funesta	NA	1660572
Noctuidae	Agrochola	circellaris	Agrochola circellaris	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Agrochola circellaris	NA	987866
Noctuidae	Agrochola	litura	Agrochola litura	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Agrochola litura	NA	987869
Noctuidae	Amphipyra	perflua	Amphipyra perflua	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Amphipyra perflua	NA	753151
Noctuidae	Amphipyra	pyramidea	Amphipyra pyramidea	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Amphipyra pyramidea	NA	987878
Noctuidae	Anaplectoides	prasina	Anaplectoides prasina	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Anaplectoides prasina	NA	214030
Noctuidae	Anomis	commoda	Anomis commoda	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Anomis commoda	NA	1078811
Noctuidae	Anomis	sabulifera	Anomis sabulifera	31	31	Mohanty, P.K. & Nayak, B. (1983). Chromosome number of some Indian moths. Genetica 61: 147–149.	1	Anomis sabulifera	NA	1973511
Noctuidae	Antitype	chi	Antitype chi	31	31	Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.	1	Antitype chi	NA	988062
