	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
8728	Scolopax rosenbergii		New Guinea Woodcock	Scolopacidae		nan	nan	nan	nan	nan	B10K		
8729	Scolopax rusticola	rusticola	Eurasian Woodcock	Scolopacidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8730	Scolopax saturata		Javan Woodcock	Scolopacidae		nan	nan	nan	nan	nan	B10K		
8733	Scotopelia bouvieri		Vermiculated Fishing Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
8780	Seicercus amoenus		Kolombangara Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8782	Seicercus borealoides		Sakhalin Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8785	Seicercus calciatilis		Limestone Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8786	Seicercus cantator		Yellow-vented Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8788	Seicercus cebuensis	luzonensis	Lemon-throated Leaf Warbler	Phylloscopidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8789	Seicercus claudiae		Ticehurst's Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8791	Seicercus emeiensis		Emei Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8793	Seicercus goodsoni		Hartert's Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8795	Seicercus hainanus		Hainan Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8798	Seicercus klossi		White-tailed Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8799	Seicercus laetus		Red-faced Woodland Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8802	Seicercus magnirostris		Large-billed Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8806	Seicercus occipitalis		Western Crowned Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8807	Seicercus ogilviegranti		Kloss's Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8808	Seicercus olivaceus		Philippine Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8812	Seicercus presbytes		Timor Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8813	Seicercus reguloides		Blyth's Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8814	Seicercus ricketti		Sulphur-breasted Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8815	Seicercus ruficapilla		Yellow-throated Woodland Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8820	Seicercus trivirgatus		Mountain Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
8821	Seicercus trochiloides		Greenish Leaf Warbler	Phylloscopidae		B10K	B10K	B10K	nan	in_progress	B10K		
8838	Selenidera piperivora	culik	Guianan Toucanet	Ramphastidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8868	Serinus nigriceps		Ethiopian Siskin	Fringillidae		nan	nan	nan	nan	nan	B10K		
8878	Setopagis heterura		Todd's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
8879	Setopagis maculosa		Cayenne Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
8911	Setophaga pitiayumi	pitiayumi	Tropical Parula	Parulidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
8932	Sheppardia polioptera		Grey-winged Akalat	Muscicapidae		nan	nan	nan	nan	nan	B10K		
8941	Sibia waldeni		Streak-throated Barwing	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
8946	Sicalis flaveola	pelzelni	Saffron Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8950	Sicalis luteola	luteola	Grassland Yellow Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8951	Sicalis mendozae		Monte Yellow Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
8952	Sicalis olivascens	olivascens	Greenish Yellow Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8955	Sicalis uropigyalis		Bright-rumped Yellow Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
8964	Sinosuthora przewalskii		Rusty-throated Parrotbill	Sylviidae		nan	nan	nan	nan	nan	B10K		
8969	Siphonorhis americana		Jamaican Pauraque	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
8986	Sitta castanea	koelzi	Chestnut-bellied Nuthatch	Sittidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9000	Sitta solangiae		Yellow-billed Nuthatch	Sittidae		nan	nan	nan	nan	nan	B10K		
9024	Spatula hottentota		Hottentot Teal	Anatidae		nan	nan	nan	nan	nan	B10K		
9025	Spatula platalea		Red Shoveler	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9026	Spatula puna		Puna Teal	Anatidae		nan	nan	nan	nan	nan	B10K		
9029	Spatula smithii		Cape Shoveler	Anatidae		nan	nan	nan	nan	nan	B10K		
9030	Spatula versicolor		Silver Teal	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9039	Spelaeornis reptatus		Grey-bellied Wren Babbler	Timaliidae		nan	nan	nan	nan	nan	B10K		
9056	Sphenopsis frontalis		Oleaginous Hemispingus	Thraupidae		nan	nan	nan	nan	nan	B10K		
9057	Sphenopsis melanotis		Black-eared Hemispingus	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9064	Spilornis cheela	holospilus	Crested Serpent Eagle	Accipitridae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
9070	Spindalis nigricephala		Jamaican Spindalis	Phaenicophilidae		nan	nan	nan	nan	nan	B10K		
9071	Spindalis portoricensis		Puerto Rican Spindalis	Phaenicophilidae		nan	nan	nan	nan	nan	B10K		
9111	Spizocorys fremantlii		Short-tailed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
9113	Spizocorys obbiensis		Obbia Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
9121	Sporathraupis cyanocephala		Blue-capped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9123	Sporophila americana	corvina	Wing-barred Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9125	Sporophila atrirostris		Black-billed Seed Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
9126	Sporophila beltoni		Tropeiro Seedeater	Thraupidae		nan	nan	nan	nan	nan	B10K		
9128	Sporophila bouvronides		Lesson's Seedeater	Thraupidae		nan	nan	nan	nan	nan	B10K		
9136	Sporophila fringilloides		White-naped Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9138	Sporophila funerea		Thick-billed Seed Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
9141	Sporophila intermedia	intermedia	Gray Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9148	Sporophila murallae		Caquetá Seedeater	Thraupidae		nan	nan	nan	nan	nan	B10K		
9151	Sporophila nuttingi		Nicaraguan Seed Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
9155	Sporophila plumbea	whiteleyana	Plumbeous Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9164	Stachyris herberti		Sooty Babbler	Timaliidae		nan	nan	nan	nan	nan	B10K		
9165	Stachyris humei		Wedge-billed Babbler	Timaliidae		nan	nan	nan	nan	nan	B10K		
9181	Starnoenas cyanocephala		Blue-headed Quail Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
9185	Stelgidopteryx ruficollis	decolor	Southern Rough-winged Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9186	Stelgidopteryx serripennis	serripennis	Northern Rough-winged Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9199	Sterna acuticauda		Black-bellied Tern	Laridae		nan	nan	nan	nan	nan	B10K		
9200	Sterna aurantia		River Tern	Laridae		nan	nan	nan	nan	nan	B10K		
9207	Sterna repressa		White-cheeked Tern	Laridae		nan	nan	nan	nan	nan	B10K		
9211	Sterna virgata		Kerguelen Tern	Laridae		nan	nan	nan	nan	nan	B10K		
9227	Stigmatura budytoides	inzonata	Greater Wagtail Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9230	Stiphrornis erythrothorax	pyrrholaemus	Forest Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9241	Streptocitta albertinae		Bare-eyed Myna	Sturnidae		nan	nan	nan	nan	nan	B10K		
9254	Streptopelia reichenowi		White-winged Collared Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
9257	Streptopelia senegalensis	aequatorialis	Laughing Dove	Columbidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9262	Streptoprocne biscutata		Biscutate Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9265	Streptoprocne semicollaris		White-naped Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9266	Streptoprocne zonaris	albicincta	White-collared Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9278	Strix ocellata		Mottled Wood Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
9286	Struthio molybdophanes		Somali Ostrich	Struthionidae		nan	nan	nan	nan	nan	B10K		
9293	Sturnornis albofrontatus		White-faced Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
9298	Sublegatus modestus	arenarum	Southern Scrub Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9328	Sylviorthorhynchus desmurii		Des Murs's Wiretail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9329	Sylviorthorhynchus yanacensis		Tawny Tit Spinetail	Furnariidae		B10K	B10K	B10K	nan	in_progress	B10K		
9336	Symposiachrus brehmii		Biak Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
9341	Symposiachrus julianae		Kafiau Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
9344	Symposiachrus malaitae		White-cheeked Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
9348	Symposiachrus rubiensis		Rufous Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
9349	Symposiachrus sacerdotum		Flores Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
9354	Synallaxis albescens	josephinae	Pale-breasted Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9358	Synallaxis beverlyae		Rio Orinoco Spinetail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9359	Synallaxis brachyura	nigrifumosa	Slaty Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9395	Syndactyla rufosuperciliata	oleaginea	Buff-browed Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9397	Syndactyla subalaris	lineata	Lineated Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9405	Synthliboramphus scrippsi		Scripps's Murrelet	Alcidae		nan	nan	nan	nan	nan	B10K		
9407	Sypheotides indicus		Lesser Florican	Otididae		nan	nan	nan	nan	nan	B10K		
9415	Syrrhaptes tibetanus		Tibetan Sandgrouse	Pteroclidae		nan	nan	nan	nan	nan	B10K		
9418	Taccocua leschenaultii		Sirkeer Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
9419	Tachornis furcata		Pygmy Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9438	Tachycineta thalassina	lepida	Violet-green Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9446	Tachyphonus cristatus	intercedens	Flame-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9452	Tachyphonus surinamus	surinamus	Fulvous-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9461	Taeniotriccus andrei	klagesi	Black-chested Tyrant	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9466	Tangara argentea		Black-headed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9469	Tangara cabanisi		Azure-rumped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9471	Tangara cayana	cayana	Burnished-buff Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9486	Tangara glaucocolpa		Glaucous Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9500	Tangara ornata		Golden-chevroned Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9504	Tangara peruviana		Black-backed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9537	Taraba major	semifasciatus	Great Antshrike	Thamnophilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9538	Tarphonomus certhioides	estebani	Chaco Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9548	Tauraco corythaix	shalowi	Knysna Turaco	Musophagidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
9557	Tauraco rossae		Ross's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9561	Tauraco violaceus		Violet Turaco	Musophagidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9563	Tchagra jamesi		Three-streaked Tchagra	Malaconotidae		nan	nan	nan	nan	nan	B10K		
9565	Tchagra tchagra		Southern Tchagra	Malaconotidae		nan	nan	nan	nan	nan	B10K		
9566	Telacanthura melanopygia		Black Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9567	Telacanthura ussheri		Mottled Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9572	Telophorus viridis		Gorgeous Bush-shrike	Malaconotidae		B10K	nan	nan	nan	sample_collected	B10K		
9577	Tephrophilus wetmorei		Masked Mountain Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9583	Terenura sicki		Orange-bellied Antwren	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
9585	Teretistris fornsi		Oriente Teretistris	Zeledoniidae		nan	nan	nan	nan	nan	B10K		
9612	Tetraogallus caucasicus		Caucasian Snowcock	Phasianidae		nan	nan	nan	nan	nan	B10K		
9662	Thamnophilus murinus	murinus	Mouse-colored Antshrike	Thamnophilidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9699	Threskiornis aethiopicus	molucca	African Sacred Ibis	Threskiornithidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9700	Threskiornis bernieri		Madagascar Sacred Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
9711	Thripophaga amacurensis		Delta Amacuro Softtail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9716	Thryomanes bewickii	drymoecus	Bewick's Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9723	Thryothorus griseus		Gray Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
9748	Tityra cayana	cayana	Black-tailed Tityra	Tityridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9750	Tityra leucura		White-tailed Tityra	Tityridae		nan	nan	nan	nan	nan	B10K		
9755	Tockus camurus	camurus	Red-billed Dwarf Hornbill	Bucerotidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9756	Tockus damarensis		Damara Hornbill	Bucerotidae		nan	nan	nan	nan	nan	B10K		
9760	Tockus flavirostris	leucomelas	Eastern Yellow-billed Hornbill	Bucerotidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9780	Todiramphus miyakoensis		Miyako Island Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9789	Todirostrum cinereum	cinereum	Common Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9790	Todirostrum maculatum	amacurense	Spotted Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9802	Tolmomyias poliocephalus	sclateri	Gray-crowned Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9803	Tolmomyias sulphurescens	aequatorialis	Yellow-olive Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9828	Toxostoma rufum	rufum	Brown Thrasher	Mimidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9847	Treron capellei		Large Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9849	Treron floris		Flores Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9851	Treron fulvicollis		Cinnamon-headed Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9852	Treron griseicauda		Grey-cheeked Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9853	Treron olax		Little Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9854	Treron oxyurus		Sumatran Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9855	Treron pembaensis		Pemba Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9857	Treron pompadora	amadoni	Pompadour Green Pigeon	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9858	Treron psittaceus		Timor Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9860	Treron seimundi		Yellow-vented Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9863	Treron teysmannii		Sumba Green Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
9875	Trichastoma tickelli		Buff-breasted Babbler	Pellorneidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9890	Tricholaema frontata		Miombo Pied Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
9892	Tricholaema lacrymosa		Spot-flanked Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
9895	Tricholaema melanocephala		Black-throated Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
9912	Tringa totanus	eurhinus	Common Redshank	Scolopacidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9933	Troglodytes aedon	albicans	House Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9936	Troglodytes monticola		Santa Marta Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
9942	Troglodytes solstitialis	auricularis	Mountain Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9943	Troglodytes tanneri		Clarion Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
9947	Trogon caligatus		Gartered Trogon	Trogonidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9948	Trogon chionurus		White-tailed Trogon	Trogonidae		nan	nan	nan	nan	nan	B10K		
9958	Trogon mesurus		Ecuadorian Trogon	Trogonidae		nan	nan	nan	nan	nan	B10K		
9961	Trogon ramonianus		Amazonian Trogon	Trogonidae		nan	nan	nan	nan	nan	B10K		
9969	Turacoena modesta		Black Cuckoo Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
9972	Turdinus crassus		Mountain Wren Babbler	Pellorneidae		nan	nan	nan	nan	nan	B10K		
9975	Turdinus marmoratus		Marbled Wren Babbler	Pellorneidae		nan	nan	nan	nan	nan	B10K		
9976	Turdinus rufipectus		Rusty-breasted Wren Babbler	Pellorneidae		nan	nan	nan	nan	nan	B10K		
9981	Turdoides hindei		Hinde's Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
9986	Turdoides melanops		Black-faced Babbler	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
10005	Turdus chiguanco	anthracinus	Chiguanco Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10008	Turdus eremita		Tristan da Cunha Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
10014	Turdus fumigatus	fumigatus	Cocoa Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10037	Turdus merula	aterrimus	Eurasian Blackbird	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10047	Turdus olivaceus	pelios	Olive Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10051	Turdus philomelos	clarki	Song Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10077	Turnix castanotus		Chestnut-backed Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10078	Turnix everetti		Sumba Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10080	Turnix maculosus		Red-backed Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10081	Turnix melanogaster		Black-breasted Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10083	Turnix ocellatus		Spotted Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10084	Turnix olivii		Buff-breasted Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10091	Turnix worcesteri		Worcester's Buttonquail	Turnicidae		nan	nan	nan	nan	nan	B10K		
10095	Turtur chalcospilos	chalcospilos	Emerald-spotted Wood Dove	Columbidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10096	Turtur tympanistria	tympanistria	Tambourine Dove	Columbidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
10100	Tympanuchus phasianellus	phasianellus	Sharp-tailed Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10124	Tyto delicatula		Pearly Owl	Tytonidae		nan	nan	nan	nan	nan	B10K		
10125	Tyto deroepstorffi		Andaman Barn Owl	Tytonidae		nan	nan	nan	nan	nan	B10K		
10133	Tyto prigoginei		Itombwe Owl	Tytonidae		nan	nan	nan	nan	nan	B10K		
10139	Upucerthia dumetaria	hypoleuca	Scaly-throated Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10141	Upucerthia validirostris	validirostris	Buff-breasted Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10142	Upucerthia validirostris	jelskii	Buff-breasted Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10154	Urocissa ornata		Sri Lanka Blue Magpie	Corvidae		nan	nan	nan	nan	nan	B10K		
10155	Urocissa whiteheadi		White-winged Magpie	Corvidae		nan	nan	nan	nan	nan	B10K		
10162	Urolestes melanoleucus		Magpie Shrike	Laniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10170	Urosphena subulata		Timor Stubtail	Scotocercidae		nan	nan	nan	nan	nan	B10K		
10182	Vanellus crassirostris		Long-toed Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10183	Vanellus duvaucelii		River Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10187	Vanellus lugubris		Senegal Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10188	Vanellus macropterus		Javan Wattled Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10189	Vanellus malarbaricus		Yellow-wattled Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10190	Vanellus melanocephalus		Spot-breasted Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10191	Vanellus melanopterus		Black-winged Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10194	Vanellus senegallus		African Wattled Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10196	Vanellus superciliosus		Brown-chested Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10197	Vanellus tectus		Black-headed Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10198	Vanellus tricolor		Black-breasted Lapwing	Charadriidae		nan	nan	nan	nan	nan	B10K		
10201	Vauriella albigularis		White-throated Jungle Flycatcher	Muscicapidae		nan	nan	nan	nan	nan	B10K		
10202	Vauriella goodfellowi		Slaty-backed Jungle Flycatcher	Muscicapidae		nan	nan	nan	nan	nan	B10K		
10204	Vauriella insignis		White-browed Jungle Flycatcher	Muscicapidae		B10K	B10K	B10K	nan	in_progress	B10K		
10205	Veles binotatus		Brown Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
10212	Veniliornis kirkii	cecilii	Red-rumped Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10214	Veniliornis maculifrons		Yellow-eared Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
10242	Vidua togoensis		Togo Paradise Whydah	Viduidae		nan	nan	nan	nan	nan	B10K		
10255	Vireo caribaeus		San Andres Vireo	Vireonidae		nan	nan	nan	nan	nan	B10K		
10262	Vireo gracilirostris		Noronha Vireo	Vireonidae		nan	nan	nan	nan	nan	B10K		
10264	Vireo gundlachii		Cuban Vireo	Vireonidae		nan	nan	nan	nan	nan	B10K		
10270	Vireo masteri		Choco Vireo	Vireonidae		nan	nan	nan	nan	nan	B10K		
10273	Vireo nelsoni		Dwarf Vireo	Vireonidae		nan	nan	nan	nan	nan	B10K		
10285	Viridonia sagittirostris		Greater Amakihi	Fringillidae		nan	nan	nan	nan	nan	B10K		
10348	Xolmis cinereus	cinerea	Gray Monjita	Tyrannidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10351	Xolmis irupero	irupero	White Monjita	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10354	Xolmis salinarum		Salinas Monjita	Tyrannidae		nan	nan	nan	nan	nan	B10K		
10358	Yuhina castaniceps	torqueola	Striated Yuhina	Zosteropidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10366	Zanclostomus javanicus		Red-billed Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
10370	Zapornia akool		Brown Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
10372	Zapornia bicolor		Black-tailed Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
10375	Zapornia monasa		Kosrae Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
10376	Zapornia olivieri		Sakalava Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
10377	Zapornia palmeri		Laysan Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
10379	Zapornia paykullii		Band-bellied Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
10381	Zapornia sandwichensis		Hawaiian Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
10388	Zenaida auriculata	rubripes	Eared Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
