available_samples_ready	common_name	desc	family	family_representative	family_representative_link	genome_notes	genus	infra_epithet	lab_work_status	marked_done	material_status	order_group	prefix	project_code	sample_count	scientific_name	sequencing_material_status_updated_at	sequencing_status	species_id	submitted_gals	taxon_group	taxon_id	taxon_uri	tissue_depleted	tissue_status	sequencing_status_simple	sequencing_status_dtol	sequencing_status_asg	sequencing_status_ergapi	sequencing_status_vgp	sequencing_status_blax	sequencing_status_durb	sequencing_status_rnd	sequencing_status_lawn	sequencing_status_berri	sequencing_status_meier	sequencing_status_misk	sample_collected	sample_acquired	in_progress
Yes		ACCEPTED	Coleochaetaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%283125%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Coleochaete		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2023-03-30T09:57:44.055176'}]			Coleochaetales	ukColScut	['DTOL']	5	Coleochaete scutata			4336	UNIVERSITY OF OXFORD	Charophyta	3125			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
No	Gorse Case-bearer	ACCEPTED	Coleophoridae				Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:29.304086'}]			Lepidoptera	ilColAlbc	['DTOL']	1	Coleophora albicosta		[{'updated_at': '2022-11-17T12:30:33.602829', 'name': 'HIC', 'status': 'COMPLETE'}]	4167	UNIVERSITY OF OXFORD	Arthropoda	1869607		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	White-legged Case-bearer	ACCEPTED	Coleophoridae				Coleophora		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-06-21T03:20:19.168848'}]			Lepidoptera	ilColAlbt	['DTOL']	1	Coleophora albitarsella		[{'updated_at': '2023-06-21T03:20:19.236445', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	6446	UNIVERSITY OF OXFORD	Arthropoda	1150029		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Clover Case-bearer	ACCEPTED	Coleophoridae				Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-02-07T20:00:22.356976'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-02-08T04:20:11.194388'}]			Lepidoptera	ilColAlcy	['DTOL']	2	Coleophora alcyonipennella		[{'updated_at': '2023-05-16T08:23:20.261354', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-02-08T04:20:11.284931', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5131	UNIVERSITY OF OXFORD	Arthropoda	1150030		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Common Rush Case-bearer	ACCEPTED	Coleophoridae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281150031%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:18.217879'}]			Lepidoptera	ilColAlti	['DTOL']	1	Coleophora alticolella		[{'updated_at': '2022-06-08T10:30:13.195391', 'name': 'HIC', 'status': 'COMPLETE'}]	2813	UNIVERSITY OF OXFORD	Arthropoda	1150031			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Red-clover Case-bearer	ACCEPTED	Coleophoridae				Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-02-07T20:00:24.003552'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-02-08T04:20:14.07595'}]			Lepidoptera	ilColDeau	['DTOL']	1	Coleophora deauratella		[{'updated_at': '2023-05-16T08:23:17.868904', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-05-03T08:24:30.68073', 'name': 'PACBIO', 'status': 'COMPLETE'}]	5037	UNIVERSITY OF OXFORD	Arthropoda	687026		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Tipped Oak Case-bearer	ACCEPTED	Coleophoridae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281100951%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:02.660741'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:36.138454'}]			Lepidoptera	ilColFlav	['DTOL']	2	Coleophora flavipennella		[{'updated_at': '2022-06-08T10:29:27.484381', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-09-09T07:37:39.382047', 'name': 'PACBIO', 'status': 'COMPLETE'}]	2858	UNIVERSITY OF OXFORD	Arthropoda	1100951			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Black-stigma Case-bearer	ACCEPTED	Coleophoridae				Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:17.908298'}]			Lepidoptera	ilColHeme	['DTOL']	1	Coleophora hemerobiella		[{'updated_at': '2022-06-08T10:30:17.149459', 'name': 'HIC', 'status': 'COMPLETE'}]	2868	UNIVERSITY OF OXFORD	Arthropoda	1100954			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Coleophoridae				Coleophora		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:13.603782'}]			Lepidoptera	ilColLine	['DTOL']	1	Coleophora lineolea		[{'updated_at': '2022-11-01T15:17:13.639179', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	4656	NATURAL HISTORY MUSEUM	Arthropoda	1150058		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Common Oak Case-bearer	ACCEPTED	Coleophoridae				Coleophora		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:17.602805'}]			Lepidoptera	ilColLuti	['DTOL']	1	Coleophora lutipennella		[{'updated_at': '2022-06-08T10:30:17.931017', 'name': 'HIC', 'status': 'COMPLETE'}]	2859	UNIVERSITY OF OXFORD	Arthropoda	1150063			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No			Coleosporiaceae				Coleosporium	f.sp. senecionis-silvatici	[{'status': 'NOVEL', 'updated_at': '2023-06-30T13:02:20.555485'}]			Pucciniales	gkColTuss	['DTOL']	1	Coleosporium tussilaginis			5425	SANGER INSTITUTE	Basidiomycota	5301		False	Yes	sample_acquired	sample_acquired											DTOL	DTOL	
Yes		ACCEPTED	Colepidae				Coleps		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2023-04-03T14:51:17.877217'}]			Prorodontida	piColViri	['DTOL']	5	Coleps viridis			4697	UNIVERSITY OF OXFORD	Ciliophora	2823251			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	clouded yellow	ACCEPTED	Pieridae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2872248%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Colias		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-12-17T09:11:45.839235'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2021-02-02T10:48:37.706498'}]			Lepidoptera	ilColCroc	['DTOL']	7	Colias croceus		[{'updated_at': '2022-02-23T04:04:38.994752', 'name': 'HIC', 'status': 'COMPLETE'}]	672	SANGER INSTITUTE	Arthropoda	72248			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Early Colletes	ACCEPTED	Colletidae				Colletes		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-06-19T19:00:12.577511'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-06-21T03:20:10.068988'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-08-25T11:25:48.844279'}]			Hymenoptera	iyColCuni	['DTOL']	10	Colletes cunicularius		[{'updated_at': '2023-09-20T08:08:17.557906', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-10-16T08:08:50.325883', 'name': 'PACBIO', 'status': 'COMPLETE'}]	6488	UNIVERSITY OF OXFORD	Arthropoda	420711			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Thorectidae				Collospongia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T22:15:36.06595'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-18T18:00:09.466279'}]			Dictyoceratida	odColAuri	['ASG']	10	Collospongia auris		[{'updated_at': '2023-06-28T07:50:36.659785', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-02-09T08:57:50.190977', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1337	GEOMAR HELMHOLTZ CENTRE	Porifera	2267591		False	Yes	in_progress		in_progress										ASG	ASG	ASG
No		ACCEPTED	Ichneumonidae				Collyria		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-01-25T20:00:08.552305'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-02-02T04:20:18.912812'}]			Hymenoptera	iyColTric	['DTOL']	3	Collyria trichophthalma		[{'updated_at': '2023-04-05T08:16:18.016808', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-02-02T04:20:18.997489', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	4979	NATURAL HISTORY MUSEUM	Arthropoda	979939		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Nut-tree tussock	ACCEPTED	Noctuidae				Colocasia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-01-06T20:00:11.515642'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:29:56.951678'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-08-25T11:26:08.775153'}]			Lepidoptera	ilColCory	['DTOL']	8	Colocasia coryli		[{'updated_at': '2023-07-13T16:12:18.635592', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-11-24T23:29:56.951678', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	956	SANGER INSTITUTE,UNIVERSITY OF OXFORD	Arthropoda	987903		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Colossendeidae				Colossendeis		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-10-02T14:35:20.73616'}]			Pantopoda	qyColMino	['DTOL']	2	Colossendeis minor			5674	NATURAL HISTORY MUSEUM	Arthropoda	619854		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Mottled Grey	ACCEPTED	Geometridae				Colostygia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-06-19T19:00:19.119011'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-06-21T03:20:18.248532'}]			Lepidoptera	ilColMult	['DTOL']	3	Colostygia multistrigaria		[{'updated_at': '2023-09-20T08:08:22.115626', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-06-21T03:20:18.33326', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	6486	UNIVERSITY OF OXFORD	Arthropoda	1869728			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Green carpet	ACCEPTED	Geometridae				Colostygia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-01-25T20:00:17.849566'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-02-01T12:55:07.6129'}]			Lepidoptera	ilColPect	['DTOL']	5	Colostygia pectinataria		[{'updated_at': '2023-04-11T12:25:43.662526', 'name': 'HIC', 'status': 'COMPLETE'}]	132	SANGER INSTITUTE,UNIVERSITY OF OXFORD	Arthropoda	934931			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Feathered thorn	ACCEPTED	Geometridae				Colotois		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:44:27.354582'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:28:33.36121'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:44:27.354582'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:56.923225'}]			Lepidoptera	ilColPena	['DTOL']	5	Colotois pennaria		[{'updated_at': '2021-12-19T21:21:36.552206', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-11-24T23:44:27.354582', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}, {'updated_at': '2022-01-04T14:12:56.923225', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}, {'updated_at': '2021-12-19T21:27:04.884402', 'name': '10X', 'status': 'COMPLETE'}]	1545	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	104470			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Colpodidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2863136%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Colpoda		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:42.822779'}]			Colpodida	piColStei	['DTOL']	25	Colpoda steinii		[{'updated_at': '2022-01-04T14:12:42.822779', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}]	732	SANGER INSTITUTE	Ciliophora	63136		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Oyster thief	ACCEPTED	Scytosiphonaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2827965%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Colpomenia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-08-04T15:46:08.825528'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-17T17:22:16.620681'}]			Ectocarpales	uoColPere	['DTOL']	10	Colpomenia peregrina			1619	MARINE BIOLOGICAL ASSOCIATION	Ochrophyta	27965			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Boulder brain coral	ACCEPTED	Mussidae				Colpophyllia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:30.190792'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:40.638392'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-09-14T13:30:24.760941'}]			Scleractinia	jaColNata	['ASG']	20	Colpophyllia natans		[{'updated_at': '2022-10-04T10:55:30.238649', 'name': 'HIC', 'status': 'IN_PROGRESS'}, {'updated_at': '2022-10-05T14:03:34.930186', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1694	UNIVERSITY OF DERBY	Cnidaria	242718		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes	Wood Pigeon	ACCEPTED	Columbidae				Columba		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-10-04T19:00:07.348221'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-10-05T03:20:10.450817'}]			Columbiformes	bColPal	['DTOL']	3	Columba palumbus		[{'updated_at': '2023-10-04T19:00:07.509211', 'name': 'HIC', 'status': 'IN_PROGRESS'}, {'updated_at': '2023-10-05T03:20:10.527701', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5522	NATURAL HISTORY MUSEUM	Chordata	8934		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Truncatellinidae				Columella		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-02-13T14:45:56.39653'}]		RECOLLECTION_REQUIRED	Stylommatophora	xgColAspe	['DTOL']	1	Columella aspera	2023-02-21 14:33:43		5200	UNIVERSITY OF OXFORD	Mollusca	2998526		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Fingered Cowlwort	ACCEPTED	Lejeuneaceae				Colura		[{'status': 'NOVEL', 'updated_at': '2022-10-03T11:42:50.476682'}]			Porellales	cjColCaly	['DTOL']	16	Colura calyptrifolia			4417	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	1187000			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	NA	ACCEPTED	Zopheridae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28295817%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Colydium		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-01-09T20:00:07.740579'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-01-11T04:20:09.304839'}]			Coleoptera	icColElon	['DTOL']	4	Colydium elongatum		[{'updated_at': '2023-04-17T07:55:11.518622', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-01-11T04:20:09.39077', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5074	UNIVERSITY OF OXFORD	Arthropoda	295817			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Rosaceae				Comarum		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:08:33.9471'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:41.585392'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-08-24T11:30:06.725638'}]			Rosales	drComPalu	['DTOL']	8	Comarum palustre		[{'updated_at': '2021-12-19T21:22:43.61547', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-10-17T07:40:03.386876', 'name': 'PACBIO', 'status': 'COMPLETE'}]	544	ROYAL BOTANIC GARDENS KEW	Streptophyta	57932		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	Blotched Emerald	ACCEPTED	Geometridae				Comibaena		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-11-25T20:50:54.695639'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T21:23:16.206816'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:27.978419'}]			Lepidoptera	ilComBaju	['DTOL']	2	Comibaena bajularia		[{'updated_at': '2021-12-19T21:20:49.524934', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-01-04T14:12:27.978419', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}]	278	UNIVERSITY OF OXFORD	Arthropoda	986958			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	giant Caribbean anemone	ACCEPTED	Actiniidae				Condylactis		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-08-10T10:45:01.789279'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-12T16:16:16.013999'}]			Actiniaria	jaConGiga	['ASG']	7	Condylactis gigantea			1459	NOVA SOUTHEASTERN UNIVERSITY	Cnidaria	47073			Unk	in_progress		in_progress										ASG	ASG	ASG
Yes	European conger	ACCEPTED	Congridae				Conger		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-11T19:00:09.932251'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:37.721186'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-05-30T13:25:45.553691'}]			Anguilliformes	fConCon	['DTOL']	10	Conger conger		[{'updated_at': '2022-12-06T12:30:37.315811', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-11-01T15:17:37.759838', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3166	MARINE BIOLOGICAL ASSOCIATION	Chordata	82655		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Olive Duster	ACCEPTED	Coniophoraceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2885977%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Coniophora		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-05-02T14:10:30.628634'}]			Boletales	gfConOliv	['DTOL']	10	Coniophora olivacea			3371	ROYAL BOTANIC GARDENS KEW	Basidiomycota	85977			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Dotted Chestnut	ACCEPTED	Noctuidae				Conistra		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-06-21T03:20:16.423399'}]			Lepidoptera	ilConRubi	['DTOL']	3	Conistra rubiginea		[{'updated_at': '2023-06-21T03:20:16.492754', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	6487	UNIVERSITY OF OXFORD	Arthropoda	320102		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	The Chestnut	ACCEPTED	Noctuidae				Conistra		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:44:28.466587'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:32:39.687449'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-05T18:00:09.594464'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:56.791601'}]			Lepidoptera	ilConVacc	['DTOL']	8	Conistra vaccinii		[{'updated_at': '2021-12-19T21:21:38.498798', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-11-16T08:45:31.526461', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2022-01-04T14:12:56.791601', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}, {'updated_at': '2021-12-19T21:25:53.938472', 'name': '10X', 'status': 'COMPLETE'}]	1468	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	706635		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	poison hemlock	ACCEPTED	Apiaceae				Conium		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:16.25553'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:09.056037'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-04-13T12:10:10.493613'}]			Apiales	drConMacu	['DTOL']	4	Conium maculatum		[{'updated_at': '2022-10-19T07:36:02.948767', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-11-01T15:18:09.095326', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3994	ROYAL BOTANIC GARDEN EDINBURGH	Tracheophyta	13447		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	great scented snakewort	ACCEPTED	Conocephalaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2841839%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Conocephalum		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-12-17T13:11:21.741297'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-08-25T15:35:08.705541'}]			Marchantiales	cmConConi	['DTOL']	18	Conocephalum conicum		[{'updated_at': '2022-02-10T04:05:15.627101', 'name': 'HIC', 'status': 'COMPLETE'}]	10	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	41839		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Snakewort	ACCEPTED	Conocephalaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28357981%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Conocephalum		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-08-23T13:10:30.643949'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:56:06.353001'}]			Marchantiales	cmConSale	['DTOL']	6	Conocephalum salebrosum		[{'updated_at': '2022-10-04T11:42:31.455906', 'name': 'HIC', 'status': 'COMPLETE'}]	3052	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	357981			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Long-winged Conehead	ACCEPTED	Tettigoniidae				Conocephalus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-03-27T19:00:11.067167'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-03-28T03:20:09.565164'}]			Orthoptera	iqConFusc	['DTOL']	2	Conocephalus fuscus		[{'updated_at': '2023-10-19T12:00:21.970181', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-03-28T03:20:09.642191', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5652	UNIVERSITY OF OXFORD	Arthropoda	420843			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Delphacidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28491269%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Conomelus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:35.095594'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:41.470886'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-09-13T14:05:26.500797'}]			Hemiptera	ihConAnce	['DTOL']	7	Conomelus anceps		[{'updated_at': '2022-06-08T10:29:10.483357', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-12-19T08:50:36.871775', 'name': 'PACBIO', 'status': 'COMPLETE'}]	3276	SANGER INSTITUTE,UNIVERSITY OF OXFORD	Arthropoda	491269			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Apiaceae				Conopodium		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:56:07.842015'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:38.497118'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-05-30T13:25:35.579594'}]			Apiales	drConMaju	['DTOL']	4	Conopodium majus		[{'updated_at': '2022-10-04T11:42:33.042071', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-10-04T11:07:38.534592', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3876	ROYAL BOTANIC GARDENS KEW	Tracheophyta	173702		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Yellow-banded conops	ACCEPTED	Conopidae				Conops		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:28:01.924873'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:54:11.656431'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-03-15T11:45:20.637142'}]			Diptera	idConQuad	['DTOL']	5	Conops quadrifasciatus		[{'updated_at': '2021-12-19T21:22:29.398647', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:20:43.103844', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1502	UNIVERSITY OF OXFORD	Arthropoda	2823188			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
